"","X","code","title","timing","scope","severity","score","invasive","Scientific.name","Common_Name","Scientific_name","GBIF_ID","Dietary_Guild","Water_Forager","Ground.Understory_Forager","Midhigh.Canopy_Forager","Aerial_Forager","Foraging.Strata","Activity_Time","Global.IUCN.Red.List.Category","Annual_Trend","Mean_Wing_Length_.mm.","Mean_M_Wing_Length_.mm.","Mean_F_Wing_Length_.mm.","Mean_Tail_Length_.mm.","Mean_M_Tail_Length_.mm.","Mean_F_Tail_Length_.mm.","Mean_Bill_Length_.mm.","Mean_M_Bill_Length_.mm.","Mean_F_Bill_Length_.mm.","Wingspan_cm","Mean_Body_Length_.cm.","Mean_M_Body_Length_.cm.","Mean_F_Body_Length_.cm.","Mean_Body_Mass_.g.","Mean_F_Body_Mass_.g.","Mean_M_Body_Mass_.g.","Mean_Clutch_Size_.n.","Clutches_per_year","Life_Span_.years.","Generation_length","Number_of_Subspecies","Population_size_MIN","Population_size_MAX","Social","Flight_pattern","Migration.Distance","Migration.Status","Scienttific_name","Waterfowl","Birds.of.Prey","Wetland.Birds","Seabirds","Forest.Birds","All.Other.Birds.","Shorebirds","Grassland.Birds","Aerial.Insectivores","Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies","Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards","Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes","Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles","Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances","Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances","Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud","Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada","Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres"
"31",31,"7.3","Other ecosystem modifications","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Mareca penelope","Eurasian Wigeon","Mareca_penelope",8000602,"PlantSeed",50,50,0,0,"Water_Ground.Understory",0,"LC",-0.027646,230.13306,232.1755,218.67858,90.886455,91.26479381,84.29301,40.72142,41.8698,41.02757,74.403,48,54.83384333,52.24484,763.515,724,819,9,1,18.25,6.4,0,2800000,3300000,"Flocks","Duck-like","short","Obligate","Mareca penelope",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"32",32,"8.5","Viral/prion-induced diseases","Past, Likely to Return","Minority (<50%)","Rapid Declines","Past Impact",NA,"Mareca penelope","Eurasian Wigeon","Mareca_penelope",8000602,"PlantSeed",50,50,0,0,"Water_Ground.Understory",0,"LC",-0.027646,230.13306,232.1755,218.67858,90.886455,91.26479381,84.29301,40.72142,41.8698,41.02757,74.403,48,54.83384333,52.24484,763.515,724,819,9,1,18.25,6.4,0,2800000,3300000,"Flocks","Duck-like","short","Obligate","Mareca penelope",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"33",33,"8.5.2","Named species","Past, Likely to Return","Minority (<50%)","Rapid Declines","Past Impact",NA,"Mareca penelope","Eurasian Wigeon","Mareca_penelope",8000602,"PlantSeed",50,50,0,0,"Water_Ground.Understory",0,"LC",-0.027646,230.13306,232.1755,218.67858,90.886455,91.26479381,84.29301,40.72142,41.8698,41.02757,74.403,48,54.83384333,52.24484,763.515,724,819,9,1,18.25,6.4,0,2800000,3300000,"Flocks","Duck-like","short","Obligate","Mareca penelope",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"34",34,"9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Mareca penelope","Eurasian Wigeon","Mareca_penelope",8000602,"PlantSeed",50,50,0,0,"Water_Ground.Understory",0,"LC",-0.027646,230.13306,232.1755,218.67858,90.886455,91.26479381,84.29301,40.72142,41.8698,41.02757,74.403,48,54.83384333,52.24484,763.515,724,819,9,1,18.25,6.4,0,2800000,3300000,"Flocks","Duck-like","short","Obligate","Mareca penelope",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"35",35,"9.2.1","Oil spills","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Mareca penelope","Eurasian Wigeon","Mareca_penelope",8000602,"PlantSeed",50,50,0,0,"Water_Ground.Understory",0,"LC",-0.027646,230.13306,232.1755,218.67858,90.886455,91.26479381,84.29301,40.72142,41.8698,41.02757,74.403,48,54.83384333,52.24484,763.515,724,819,9,1,18.25,6.4,0,2800000,3300000,"Flocks","Duck-like","short","Obligate","Mareca penelope",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"36",36,"9.2.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Mareca penelope","Eurasian Wigeon","Mareca_penelope",8000602,"PlantSeed",50,50,0,0,"Water_Ground.Understory",0,"LC",-0.027646,230.13306,232.1755,218.67858,90.886455,91.26479381,84.29301,40.72142,41.8698,41.02757,74.403,48,54.83384333,52.24484,763.515,724,819,9,1,18.25,6.4,0,2800000,3300000,"Flocks","Duck-like","short","Obligate","Mareca penelope",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"37",37,"11.1","Habitat shifting & alteration","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"38",38,"11.5","Other impacts","Ongoing","Whole (>90%)","Unknown","Unknown",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"39",39,"3.1","Oil & gas drilling","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"40",40,"3.3","Renewable energy","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"41",41,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"42",42,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"43",43,"5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"44",44,"5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"45",45,"9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"46",46,"9.2.1","Oil spills","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Aythya marila","Greater Scaup","Aythya_marila",2498265,"Invertebrate",100,0,0,0,"Water",0,"LC",1.24,222,227,217,56,56.3,55.7,43.45,44,42.9,75.5,46,56.67357333,52.17729,1055.123333,1070.5,1108,9.45,1,17.1875,8.2,2,4900000,5199999,"Flocks","Duck-like","short","Obligate","Aythya marila",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"47",47,"11.1","Habitat shifting & alteration","Ongoing","Whole (>90%)","Unknown","Unknown",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"48",48,"11.5","Other impacts","Future","Whole (>90%)","Unknown","Unknown",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"49",49,"3.1","Oil & gas drilling","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"50",50,"5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"51",51,"5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"52",52,"5.4","Fishing & harvesting aquatic resources","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"53",53,"5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"54",54,"9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"55",55,"9.2.1","Oil spills","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"56",56,"9.4","Garbage & solid waste","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Somateria spectabilis","King Eider","Somateria_spectabilis",2498350,"Invertebrate",100,0,0,0,"Water",0,"LC",-1.955056667,273.5,277,270,81,82.8,79.2,31.75,30.9,32.6,94,54,67.58912333,62.85679,1691.236667,1695,1779.75,4.6,1,12.45,9,0,8e+05,9e+05,"Flocks","Duck-like","short","Obligate","Somateria spectabilis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"57",57,"11.1","Habitat shifting & alteration","Ongoing","Whole (>90%)","Unknown","Unknown",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"58",58,"2.4","Marine & freshwater aquaculture","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"59",59,"2.4.2","Industrial aquaculture","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"60",60,"3.2","Mining & quarrying","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"61",61,"5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"62",62,"5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"63",63,"5.4","Fishing & harvesting aquatic resources","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"64",64,"5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"65",65,"6.1","Recreational activities","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"66",66,"6.3","Work & other activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"67",67,"8.1","Invasive non-native/alien species/diseases (Neovison vison)","Ongoing",NA,NA,"Low Impact: 3","Neovison vison","Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"68",68,"8.1","Invasive non-native/alien species/diseases (Vulpes lagopus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Vulpes lagopus","Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"69",69,"8.1.2","Named species (Neovison vison)","Ongoing",NA,NA,"Low Impact: 3","Neovison vison","Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"70",70,"8.1.2","Named species (Vulpes lagopus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Vulpes lagopus","Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"71",71,"8.2","Problematic native species/diseases (Haliaeetus albicilla)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Haliaeetus albicilla","Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"72",72,"8.2","Problematic native species/diseases (Pasteurella multocida)","Future","Majority (50-90%)","Rapid Declines","Low Impact: 5","Pasteurella multocida","Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"73",73,"8.2.2","Named species (Haliaeetus albicilla)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Haliaeetus albicilla","Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"74",74,"8.2.2","Named species (Pasteurella multocida)","Future","Majority (50-90%)","Rapid Declines","Low Impact: 5","Pasteurella multocida","Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"75",75,"8.5","Viral/prion-induced diseases","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"76",76,"8.5.1","Unspecified species","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"77",77,"9.2","Industrial & military effluents","Ongoing","Majority (50-90%)","Causing/Could cause fluctuations","Medium Impact: 6",NA,"Somateria mollissima","Common Eider","Somateria_mollissima",2498352,"Invertebrate",100,0,0,0,"Water",0,"NT",3.21,302.5,304,301,95.35,96,94.7,55.8,57.2,54.4,94,60.5,62.68192333,60.7193,2073.143333,1979.25,2218,4.575,1,30,9,6,3300000,4e+06,"Flocks/Colonies","Duck-like","short","Facultative","Somateria mollissima",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
