Common_Name,Scientific.name,Scientific_name,GBIF_ID,Dietary_Guild,Water_Forager,Ground.Understory_Forager,Midhigh.Canopy_Forager,Aerial_Forager,Foraging.Strata,Activity_Time,Global.IUCN.Red.List.Category,Annual_Trend,Mean_Wing_Length_.mm.,Mean_M_Wing_Length_.mm.,Mean_F_Wing_Length_.mm.,Mean_Tail_Length_.mm.,Mean_M_Tail_Length_.mm.,Mean_F_Tail_Length_.mm.,Mean_Bill_Length_.mm.,Mean_M_Bill_Length_.mm.,Mean_F_Bill_Length_.mm.,Wingspan_cm,Mean_Body_Length_.cm.,Mean_M_Body_Length_.cm.,Mean_F_Body_Length_.cm.,Mean_Body_Mass_.g.,Mean_F_Body_Mass_.g.,Mean_M_Body_Mass_.g.,Mean_Clutch_Size_.n.,Clutches_per_year,Life_Span_.years.,Generation_length,Number_of_Subspecies,Population_size_MIN,Population_size_MAX,Social,Flight_pattern,Migration.Distance,Migration.Status,Scienttific_name,Waterfowl,Birds.of.Prey,Wetland.Birds,Seabirds,Forest.Birds,All.Other.Birds.,Shorebirds,Grassland.Birds,Aerial.Insectivores,Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies,Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards,Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes,Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles,Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances,Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances,Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud,Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada,Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres
Snowy Egret,Egretta thula,Egretta_thula,2480873,Omnivore,70,30,0,0,Water,0,LC,-0.402807,270.15943,259.9,251.2,109.525365,105.52787,96.48636,79.15204,83.3,78.6,110,61,64.60134,63.21532,370.5,621.9124125,633.957675,3.64,1,20.2,6.8,2,2225887.314,3569762.641,Flocks/Colonies,Gull-like,long,Factulative,Egretta thula,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Blue Heron,Egretta caerulea,Egretta_caerulea,2480894,Invertebrate,100,0,0,0,Water,0,LC,1.656806,271.69424,268,260,94.41557214,93.2,88.4,70.24224,77,73.8,102,61,59.682345,56.04807,339.055,315,364,4,1,13.90833333,6.6,0,2372526.772,3791773.083,Flocks,Duck-like,short,Facultative,Egretta caerulea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cattle Egret,Bubulcus ibis,Bubulcus_ibis,2480830,Invertebrate,30,70,0,0,Ground.Understory,0,LC,-0.650247,240.25,253,248,90.875,87.5,86,55.5,56,55,78,48.375,61.70802833,55.53939,353.15,360,372,4.5,1,18,8.1,2,4.00E+06,9850000,Colonies,Gull-like,short,Obligate,Bubulcus ibis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Heron,Butorides virescens,Butorides_virescens,9539567,VertFishScav,80,20,0,0,Water,0,LC,-0.95,201.22745,188.7,182.5,76.535535,69.7,67.9,52.11299,60.85,60.05,66,46,54.571985,49.63107,206.75,184,211,3.75,1,7.916666667,5.1,4,5229893.7,7391607.943,Solitary/Pairs/Flocks,Gull-like,long,Obligate,Butorides virescens,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-crowned Night-Heron,Nycticorax nycticorax,Nycticorax_nycticorax,2480863,Invertebrate,75.64,22.166,1.26,0.87,Water,1,LC,-1.23,322.04218,325.5,308.5,124.97799,123.5,115,70.38773,79.25,74,112,64,66.925,65.7,892.6933728,826.6,913.12,3.55,1,21,8.8,4,1114231.75,2125378.181,Colonies,Gull-like,long,Obligate,Nycticorax nycticorax,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glossy Ibis,Plegadis falcinellus,Plegadis_falcinellus,2480773,Invertebrate,50,50,0,0,Water_Ground.Understory,0,LC,-0.318297,285,297,273,100,106,94,121,132,110,91,56,69.22052333,72.18664,631.4533333,605,662.75,3.75,1,13.03333334,6.7,0,230000,2220000,Flocks/Colonies,Gull-like,short,Facultative,Plegadis falcinellus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White-faced Ibis,Plegadis chihi,Plegadis_chihi,9375033,Invertebrate,80,20,0,0,Water,0,LC,-0.136573,259.33,264.7,240.3,120.67,98.6,90.7,88.41723,135.6,108.7,92,56.4335,67.58994333,70.92799,556.88,546,691,3.06,1,14.5,6.7,0,1200000,1766470.338,Flocks/Colonies,Gull-like,long,Obligate,Plegadis chihi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey Vulture,Cathartes aura,Cathartes_aura,2481930,VertFishScav,0,100,0,0,Ground.Understory,0,LC,8.03,532,448.6387,456.8527,265,230.7641,244.7654667,25.8,42.569425,44.93076,175,66.3,69.508235,67.04542,1450.08,1811,1426,2,1,16.83333333,9.9,0,1648305.343,1929623.959,Flocks,Kite-like,long,Facultative,Cathartes aura,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Condor,Gymnogyps californianus,Gymnogyps_californianus,2481920,VertFishScav,0,100,0,0,Ground.Understory,0,CR,7.727106,880,584.30625,595.80695,355,272.750295,286.45505,44.4,130.88817,120.84146,274,118,117.64942,112.20337,8621.37,8100,8800,1,1,45,18.57,0,93,2443434.351,Solitary/Pairs,Kite-like,nonmigratory,non-migratory,Gymnogyps californianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osprey,Pandion haliaetus,Pandion_haliaetus,2480726,VertFishScav,100,0,0,0,Water,0,LC,2.49,482,469,495,208.5,201,216,32.95,31.5,34.4,165,56.5,72.680555,68.43663,1505.35,1627,1428,2.5,1,27,11.6,4,1.00E+05,499999,Solitary/Pairs,Kite-like,long,Obligate,Pandion haliaetus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mississippi Kite,Ictinia mississippiensis,Ictinia_mississippiensis,2480719,Invertebrate,0,20,20,60,Generalist,0,LC,2.962231,258.64282,244,305,140.35405,157,163,19.81725,15.4,15.6,89,37,45.88400833,40.32883,278.515,311,245,2,1,9.583333333,6.6,0,22379446.37,29770687.58,Solitary/Flocks,Hawk-like,long,Obligate,Ictinia mississippiensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bald Eagle,Haliaeetus leucocephalus,Haliaeetus_leucocephalus,2480446,VertFishScav,40,30,20,10,Generalist,0,LC,4.09,555.5218,568,614,268.79487,283,305,56.72473,55.9,52.7,203.5,86.5,80.030475,73.44399,4720.29,5350,4130,2,1,32.96666667,17.2,2,8701269.818,13444213.13,Solitary/Pairs,Kite-like,short,Facultative,Haliaeetus leucocephalus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Harrier,Circus hudsonius,Circus_hudsonius,6101217,VertFishScav,0,100,0,0,Ground.Understory,0,LC,-1.48,357,338,376,228,213,243,16.75,15.5,18,109.5,46.875,50.331435,45.64974,421.9933333,524.75,346,4.75,1,16.70833334,7.8,0,18180362.05,20690999.75,Solitary/Pairs/Colonies,Kite-like,long,Facultative,Circus hudsonius,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Sharp-shinned Hawk,Accipiter striatus,Accipiter_striatus,9740253,VertFishScav,0,25,50,25,Generalist,0,LC,1.39,193.64807,171.4,200.6,128.93,131.4,161.6,16.45,9.8,12.1,58,29.15,40.207,36.16391,122.14,174,103,4.25,1,12.58333333,7.2,10,16255451,34994853.95,Solitary/Flocks,Hawk-like,long,Facultative,Accipiter striatus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooper's Hawk,Accipiter cooperii,Accipiter_cooperii,2480621,VertFishScav,0,60,30,10,Generalist,0,LC,1.18,259.18294,231,262,160.393315,184,212,22.39176,16.2,19,84,42,46.98539333,42.06344,440.835,529,338.5,4.35,1,12,7.2,0,15929150.8,17301005.06,Solitary/Pairs,Hawk-like,short,Obligate,Accipiter cooperii,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Goshawk,Accipiter gentilis,Accipiter_gentilis,2480589,VertFishScav,0,100,0,0,Ground.Understory,0,LC,-0.168,332.5,312,353,239.5,223,256,23.5,22,25,109.5,54.75,56.509825,52.32035,928.7633333,1131.666667,725.5,3.5,1,19.85416667,7,8,1.00E+06,2499999,Solitary/Pairs,Hawk-like,short,Facultative,Accipiter gentilis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-shouldered Hawk,Buteo lineatus,Buteo_lineatus,2480529,VertFishScav,0,66,33,0,Ground.Understory_Midhigh.Canopy,0,LC,1.44,332.24032,327,348,163.754465,173.515812,173.910635,24.8665,22,24,100.5,42.5,55.46673,49.89188,609.86,676.75,539,3.2,1,20,8.3,5,6511748.835,21004386.77,Solitary/Flocks,Kite-like,short,Facultative,Buteo lineatus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broad-winged Hawk,Buteo platypterus,Buteo_platypterus,2480538,VertFishScav,0,100,0,0,Ground.Understory,0,LC,1.18,308.29342,269,285,150.74502,161,166,31.21724,30.753745,31.41718,90,41,58.72056333,52.68772,445.325,490,420,2.5,1,16.32,9.3,6,1239074.546,2067809.297,Flocks,Kite-like,long,Obligate,Buteo platypterus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swainson's Hawk,Buteo swainsoni,Buteo_swainsoni,2480562,VertFishScav,0,40,40,20,Generalist,0,LC,0.256,395,383.6,404.6,202,194.3,209.8,23.3,22.1,23.7,140,53,54.65798,50.12694,958.09,1109,811.25,2.5,1,16,10,0,9365532.927,16909503.67,Solitary/Pairs/Flocks,Kite-like,long,Obligate,Buteo swainsoni,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Red-tailed Hawk,Buteo jamaicensis,Buteo_jamaicensis,2480542,VertFishScav,0,0,66,33,Midhigh.Canopy_Aerial,0,LC,0.6,406.33603,374,400,205.304375,217,231,32.10154,25.9,27.7,127,56,68.18362,60.1197,1113.58,1224,1028,2.75,1,25.5,9.2,14,23992365.01,19723113.74,Solitary/Pairs,Kite-like,short,Obligate,Buteo jamaicensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rough-legged Hawk,Buteo lagopus,Buteo_lagopus,2480524,VertFishScav,0,100,0,0,Ground.Understory,0,LC,0.833605,429.5,417,442,218.5,211,226,22.4,21.4,23.4,135,55,54.869415,52.98778,948.63,1086,809,3.5,1,19,10,4,3.00E+05,1.00E+06,Solitary,Kite-like,short,Obligate,Buteo lagopus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferruginous Hawk,Buteo regalis,Buteo_regalis,2480566,VertFishScav,0,100,0,0,Ground.Understory,0,LC,1.11,447.4018,434,457,225.71155,217.668836,235.4890167,37.07204,40.2,44.3,145,58,67.52534,63.55328,1453.34,1775,1162.5,3.75,1,20,9.7,0,522683.048,991306.2107,Solitary/Pairs,Kite-like,short,Obligate,Buteo regalis,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Golden Eagle,Aquila chrysaetos,Aquila_chrysaetos,2480506,VertFishScav,0,100,0,0,Ground.Understory,0,LC,-0.421,626,591,661,326,311,341,43.35,41.4,45.3,200,79.75,81.177345,77.43704,4337.99,4943.125,3640.125,2,1,32,17.3,6,1.00E+05,2.00E+05,Solitary/Pairs,Kite-like,long,Facultative,Aquila chrysaetos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barn Owl,Tyto alba,Tyto_alba,2497921,VertFishScav,0,100,0,0,Ground.Understory,1,LC,-0.703784,288.5,288,289,115,115,115,31.3,31,31.6,100,41,61.144345,53.30746,378.66,395,313,5.5,1.5,18,17.3,29,4.00E+06,9999999,Solitary,Swallow-like,nonmigratory,non-migratory,Tyto alba,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Flammulated Owl,Otus flammeolus,Otus_flammeolus,5232325,Invertebrate,0,60,40,0,Ground.Understory_Midhigh.Canopy,1,LC,-1.419705,127.42512,132,133,63.15946,59.8,60.9,14.737485,9.5,9.3,41,16.5,21.54998,20.69976,57.825,65.6,54.7,3,1,8.1,3.7,0,12161083,50923720.76,Solitary,Duck-like,nonmigratory,non-migratory,Psiloscops flammeolus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Horned Owl,Bubo virginianus,Bubo_virginianus,5959118,VertFishScav,10,90,0,0,Ground.Understory,1,LC,-0.823,385.48108,349,357,198.471005,210,226,31.66717,25.5,27.5,125,48.4,62.72802,57.78756,1339.873333,1541.625,1304,2.5,1,21.3,10.6,13,24181820.81,13641933.1,Solitary,Kite-like,nonmigratory,Facultative,Bubo virginianus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Snowy Owl,Bubo scandiaca,Bubo_scandiaca,6098970,VertFishScav,10,90,0,0,Ground.Understory,1,VU,-0.070937,422.18513,391.7,428.6,214.763325,217.4,233.5,39.09425,40.37415,41.36291,145,59.5,58.5,61.7,1991.38,2229.5,1728,6,1,14,7.93,0,28000,2235477.522,Solitary,Kite-like,short,Facultative,Bubo scandiacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Hawk Owl,Surnia ulula,Surnia_ulula,2497894,VertFishScav,0,100,0,0,Ground.Understory,1,LC,0.602455,236,234,238,177.5,177,178,24.65,24.1,25.2,80,37.5,49.20016833,43.87587,313.95,323,293,8,1,16,4.4,3,1.00E+05,499999,Family Groups,Hawk-like,short,Facultative,Surnia ulula,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Northern Pygmy-Owl,Glaucidium gnoma,Glaucidium_gnoma,9616953,VertFishScav,5.68,46.234,48.493,0.873,Ground.Understory_Midhigh.Canopy,1,LC,0.809,95.5,90.8,94.8,67.5,72.54499,71.018125,22.389405,21.859465,21.6879,38,17,42.135375,38.83383,61.16,65.76,59.64,4.5,1,10.37257542,3.8,7,17141276.3,64924474.72,Family Groups,Woopecker-like,nonmigratory,non-migratory,Glaucidium gnoma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Burrowing Owl,Athene cunicularia,Athene_cunicularia,2497240,VertFishScav,0,90,10,0,Ground.Understory,1,LC,-3.71,184.12,164.9,161.5,90.7,76.15,72.65,20.96161,21.3008,20.497595,55,23.182,43.603355,41.59954,155,156,146.3,8,1.25,8.7,4.6,18,24958316.2,21781902.53,Colonies,Gull-like,short,Facultative,Athene cunicularia,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Spotted Owl,Strix occidentalis,Strix_occidentalis,2497487,VertFishScav,0,90,10,0,Ground.Understory,1,NT,0.612593,353.51939,320,328,182.92835,195,201,37.41307,36.8,37.7,110,44.3,73.422915,68.05445,597.935,650,579,2,1,25,7.09,3,15000,1549360.847,Solitary,Hawk-like,nonmigratory,non-migratory,Strix occidentalis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Barred Owl,Strix varia,Strix_varia,2497541,VertFishScav,10,80,10,0,Ground.Understory,1,LC,2.35,339.04297,326,336,187.534905,220,223,25.82943,24.3,25.1,110,53,46.6,47.8,711.49,837,627,2.41,1,17.95198958,9.6,4,4424536.941,5413431.819,Solitary,Hawk-like,nonmigratory,non-migratory,Strix varia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Long-eared Owl,Asio otus,Asio_otus,2497306,VertFishScav,0,90,10,0,Ground.Understory,1,LC,-0.92,296.5,294,299,139,137,141,28.15,27.4,28.9,92,36.75,55.41690333,49.10401,271.6066667,293,243,4.25,1,22.8875,7.2,4,2.00E+06,5500000,Solitary/Flocks,Swallow-like,short,Facultative,Asio otus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Short-eared Owl,Asio flammeus,Asio_flammeus,2497295,VertFishScav,0,90,10,0,Ground.Understory,1,LC,-0.79,317,315,319,143,142,144,28.75,28.5,29,100,38,58.508175,51.29039,320.4533333,345,285.375,6,1.125,16.95,7.2,10,350000,2.00E+06,Solitary/Flocks,Swallow-like,short,Facultative,Asio flammeus,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Boreal Owl,Aegolius funereus,Aegolius_funereus,5739298,VertFishScav,0,100,0,0,Ground.Understory,1,LC,-0.834128,174,172,176,98.5,96,101,20.8,20.2,21.4,58,23,33.58944,32.6334,134.56,166.5,105.5,5.0725,1,13,5.8,6,7.00E+05,2400000,Solitary,Duck-like,nonmigratory,Facultative,Aegolius funereus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Northern Saw-whet Owl,Aegolius acadicus,Aegolius_acadicus,5232207,VertFishScav,0,100,0,0,Ground.Understory,1,LC,-2.79,136.78721,132.5,139.2,67.214605,66.5,69.55,15.473615,11.77,12.37,45,18,25.789075,21.60073,98.1575,131,77.4,5.5,1,8.408333333,5.4,2,2.00E+06,21449767.47,Solitary,Duck-like,short,Facultative,Aegolius acadicus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Belted Kingfisher,Megaceryle alcyon,Megaceryle_alcyon,2475472,VertFishScav,80,20,0,0,Water,0,LC,-1.26,176.40541,157,158,77.874055,86.9,87.3,47.761405,54.3,56.1,53,33,49.64594,45.18311,150.0833334,154.3,150.8,6.5,1,11.42129983,4.2,0,2463110.4,4507189.323,Solitary,Duck-like,short,Facultative,Megaceryle alcyon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis's Woodpecker,Melanerpes lewis,Melanerpes_lewis,2478142,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,-2.16,167.42716,168.2,161.8,92.965605,97.2,97.3,23.27959,24.2,22.3,49.5,27.5,40.4212,39.98291,109.38,98.35,113,6.34,1,10.6274485,5.1,0,5701116.7,23497809.95,Solitary,Duck-like,short,Facultative,Melanerpes lewis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-headed Woodpecker,Melanerpes erythrocephalus,Melanerpes_erythrocephalus,2478130,Invertebrate,0,40,60,0,Ground.Understory_Midhigh.Canopy,0,LC,-1.72,185.74293,139.5,136.5,92.14127,75.3,74.1,31.54298,27.3,26.6,43.5,24,221,213,71.6,80,1026.56724,5,2,9.916666667,5.2,0,10000,40030890.69,Solitary,Woopecker-like,short,Facultative,Melanerpes erythrocephalus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-bellied Woodpecker,Melanerpes carolinus,Melanerpes_carolinus,2478106,Omnivore,0,0,80,20,Midhigh.Canopy,0,LC,9.69,166.839685,130.5,125.5,88.961005,78.5,76,31.50444,30.11,27.65,41,24,73.804095,64.91853,70.6375,66,75.25,4.47,1.5,12.1,5.4,0,12395832.77,24749196.09,Solitary/Pairs,Woopecker-like,nonmigratory,Obligate,Melanerpes carolinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson's Sapsucker,Sphyrapicus thyroideus,Sphyrapicus_thyroideus,2478602,Omnivore,0,30,70,0,Midhigh.Canopy,0,LC,1.163232,144.51906,134,132,87.890235,88.2,90,26.90024,25.5,24.4,43,22,51.7872,45.69959,48.1625,50.8,47.6,4.905,1,9.65809125,3.9,0,6290002.6,19423979.76,Pairs,Woopecker-like,short,facultative,Sphyrapicus thyroideus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellow-bellied Sapsucker,Sphyrapicus varius,Sphyrapicus_varius,2478605,Omnivore,0,30,70,0,Midhigh.Canopy,0,LC,1.17,125.17091,122.3,121.9,73.51102,71.5,70.35,23.12906,22.9,22.15,43.5,20,41.79004,35.80344,50.3,49,55.3682,5,1,6.8,3.9,0,11599048.2,26282773.96,Solitary/Pairs,Woopecker-like,long,Obligate,Sphyrapicus varius,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-naped Sapsucker,Sphyrapicus nuchalis,Sphyrapicus_nuchalis,9406038,Omnivore,0,20,80,0,Midhigh.Canopy,0,LC,0.174,129.71831,126,128,78.20868,74.5,76.7,24.64866,22.5,22.6,43,20,44.52744,39.60999,49.395,49.2,50.5,4.9,1,6.8,3,0,2.00E+06,24417418.62,Solitary/Migrant Flocks,Woopecker-like,long,Obligate,Sphyrapicus nuchalis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-breasted Sapsucker,Sphyrapicus ruber,Sphyrapicus_ruber,2478597,Invertebrate,0,0,100,0,Midhigh.Canopy,0,LC,1.21,132.62371,131,131,80.581865,78.9,81.5,24.78275,25.1,23.7,39.5,20,45.915635,41.91157,53.12,57.7,58.3,4.93,1,6.8,2.9,2,2300000,20428459.5,Solitary,Woopecker-like,short,Facultative,Sphyrapicus ruber,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Downy Woodpecker,Picoides pubescens,Picoides_pubescens,2477781,Invertebrate,0,20,80,0,Midhigh.Canopy,0,LC,0.305,100.754145,96.25,96.35,68.32044,59.85,64.15,14.549435,15.45,15.6,27.5,16,33.89672,30.81269,26.525,28,27.55,4.8,1.25,11.65,4.7,6,32716886.6,173787969.7,Solitary/Flocks,Woopecker-like,nonmigratory,non-migratory,Picoides pubescens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Hairy Woodpecker,Picoides villosus,Picoides_villosus,2477741,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,1.27,158.93368,125,122,87.09778,79.3,79.2,31.79493,34.6,31.2,39.5,21.25,73.060905,65.8261,64.2625,62.6,69.8,3.93,1,15.867,3.1,15,8900000,42056296.09,Solitary/Flocks,Woopecker-like,nonmigratory,non-migratory,Picoides villosus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
White-headed Woodpecker,Picoides albolarvatus,Picoides_albolarvatus,2477775,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,0.938513,163.30955,127.25,126.25,94.58058,83.35,84,31.27056,28.95,26,42,24,81.64205,73.32801,61.085,59.2,63,4.35,1,10.33345117,4.8,2,6987588.387,26809923.34,Solitary,Woopecker-like,nonmigratory,non-migratory,Picoides albolarvatus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
American Three-toed Woodpecker,Picoides dorsalis,Picoides_dorsalis,9543753,Invertebrate,0,30,70,0,Midhigh.Canopy,0,LC,4.97,122.55502,119.16,115.46,78.818455,74.79,75.06,23.34107,22.80935,22.35118,38,22,42.081275,39.54852,55.625,53,57.775,3.87,1,6,4.18505,3,6582468.6,23294383.85,Solitary/Pairs,Woopecker-like,nonmigratory,Facultative,Picoides dorsalis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Black-backed Woodpecker,Picoides arcticus,Picoides_arcticus,2477774,Invertebrate,0,80,20,0,Ground.Understory,0,LC,1.67,161.73613,129.5,126.8,79.21192,77.9,78.8,32.9205,33,30.7,39.5,24,68.786635,61.0895,70.62,68,74.7,3.66,1,4.916666667,4.8,0,7519991.531,16907869.56,Pairs,Woopecker-like,short,Facultative,Picoides arcticus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Northern Flicker,Colaptes auratus,Colaptes_auratus,2478259,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-0.855,201.27243,183.62855,179.88096,104.05884,96.95001,97.58683,33.8582,33.9893,34.526585,50.5,32.5,72.953745,67.52203,131.0658334,128.4,128,6.6,1,9.183333333,4.3,9,4770175.626,10246112.01,Solitary,Woopecker-like,short,Obligate,Colaptes auratus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pileated Woodpecker,Dryocopus pileatus,Dryocopus_pileatus,5228824,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,2.54,252.05199,233,226.7,150.352535,171,170,46.08018,50,44.2,71,44,80.36679833,73.19192,295.2325,274.35,307.25,3.815,1,9.9,5.8,2,7550218.652,26855648.14,Pairs,Woopecker-like,nonmigratory,non-migratory,Dryocopus pileatus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
American Kestrel,Falco sparverius,Falco_sparverius,9685907,Invertebrate,0,90,10,0,Ground.Understory,0,LC,-1.66,180.213165,181.25,183.65,111.06442,116.67,118.45,15.56562,11.8,12.25,56,24.75,38.23601,35.46422,107.0366667,120,111,4.6,1.25,14,5.7,17,23759285.7,27788045.9,Family Groups,Kite-like,short,Facultative,Falco sparverius,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Merlin,Falco columbarius,Falco_columbarius,9813242,VertFishScav,0,33,33,33,Generalist,0,LC,3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5.00E+05,2.00E+06,Pairs/Family Groups,Kite-like,long,Facultative,Falco columbarius,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gyrfalcon,Falco rusticolus,Falco_rusticolus,8069880,VertFishScav,10.77,81.821,4.432,0.973,Ground.Understory,0,LC,1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,Solitary/Pairs,Gull-like,short,Facultative,Falco rusticolus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peregrine Falcon,Falco peregrinus,Falco_peregrinus,2481047,VertFishScav,0,40,40,20,Generalist,0,LC,7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1.00E+05,499999,Solitary/Pairs,Gull-like,long,Obligate,Falco peregrinus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie Falcon,Falco mexicanus,Falco_mexicanus,2481000,VertFishScav,0,90,10,0,Ground.Understory,0,LC,0.599,325.307285,303,345,165.106505,166,189,25.59037,18.6,22.2,100,42,51.650115,48.11543,733.785,908,562.5,4.25,1,13,6.4,0,6478567.4,7323456.696,Solitary/Pairs,Gull-like,short,Facultative,Falco mexicanus,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Olive-sided Flycatcher,Contopus cooperi,Contopus_cooperi,5229743,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,NT,-2.51,106.21342,108,102,69.08289,69.4,65.4,13.22709,13.7,12.8,33,19,20.81575,19.56908,32.43333334,31.9,34.5,3,1,7.1,3.5,0,12646391,142738872.2,Solitary,Swallow-like,long,Obligate,Contopus cooperi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
