"","Var1","Freq"
"3384","Todiramphus lazuli",7
"3385","Todiramphus nigrocyaneus",2
"3386","Todiramphus pelewensis",5
"3387","Todiramphus reichenbachii",4
"3388","Todiramphus ruficollaris",18
"3389","Todiramphus tutus",13
"3390","Todiramphus winchelli",10
"3391","Todiramphus youngi",6
"3392","Todirostrum viridanum",8
"3393","Torgos tracheliotos",16
"3394","Torreornis inexpectata",10
"3395","Touit costaricensis",9
"3396","Touit huetii",6
"3397","Touit melanonotus",5
"3398","Touit stictopterus",4
"3399","Touit surdus",5
"3400","Toxostoma bendirei",11
"3401","Toxostoma guttatum",7
"3402","Tragopan blythii",13
"3403","Tragopan caboti",9
"3404","Tragopan melanocephalus",11
"3405","Tragopan satyra",8
"3406","Traversia lyalli",3
"3407","Treron aromaticus",4
"3408","Treron capellei",11
"3409","Treron chloropterus",9
"3410","Treron floris",7
"3411","Treron formosae",7
"3412","Treron fulvicollis",8
"3413","Treron griveaudi",16
"3414","Treron oxyurus",7
"3415","Treron pembaensis",10
"3416","Treron phayrei",6
"3417","Treron psittaceus",13
"3418","Treron sanctithomae",4
"3419","Treron teysmannii",6
"3420","Tribonyx hodgenorum",4
"3421","Trichixos pyrropygus",8
"3422","Trichoglossus euteles",1
"3423","Trichoglossus forsteni",7
"3424","Trichoglossus iris",4
"3425","Trichoglossus johnstoniae",2
"3426","Trichoglossus rosenbergii",8
"3427","Trichoglossus rubiginosus",7
"3428","Trichoglossus weberi",9
"3429","Triclaria malachitacea",10
"3430","Trigonoceps occipitalis",12
"3431","Tringa brevipes",10
"3432","Tringa erythropus",9
"3433","Tringa flavipes",1
"3434","Tringa glareola",12
"3435","Tringa guttifer",15
"3436","Tringa incana",1
"3437","Tringa nebularia",4
"3438","Tringa ochropus",2
"3439","Tringa stagnatilis",16
"3440","Trochalopteron morrisonianum",1
"3441","Trochalopteron ngoclinhense",7
"3442","Trochalopteron yersini",8
"3443","Troglodytes cobbi",10
"3444","Troglodytes monticola",6
"3445","Troglodytes sissonii",4
"3446","Troglodytes tanneri",16
"3447","Trogon bairdii",7
"3448","Tropicoperdix charltonii",8
"3449","Tropicoperdix chloropus",4
"3450","Tropicoperdix graydoni",6
"3451","Tropicoperdix tonkinensis",2
"3452","Turacoena manadensis",6
"3453","Turacoena modesta",12
"3454","Turacoena sulaensis",6
"3455","Turdinus atrigularis",9
"3456","Turdinus macrodactylus",10
"3457","Turdoides hindei",12
"3458","Turdus bewsheri",5
"3459","Turdus celaenops",11
"3460","Turdus confinis",1
"3461","Turdus eremita",2
"3462","Turdus feae",10
"3463","Turdus haplochrous",6
"3464","Turdus helleri",9
"3465","Turdus iliacus",6
"3466","Turdus lherminieri",13
"3467","Turdus ludoviciae",5
"3468","Turdus menachensis",11
"3469","Turdus merula",8
"3470","Turdus migratorius",1
"3471","Turdus nigrescens",1
"3472","Turdus olivaceofuscus",10
"3473","Turdus ravidus",2
"3474","Turdus roehli",4
"3475","Turdus swalesi",6
"3476","Turdus torquatus",1
"3477","Turdus xanthorhynchus",15
"3478","Turnagra capensis",2
"3479","Turnagra tanagra",13
"3480","Turnix castanotus",7
"3481","Turnix everetti",6
"3482","Turnix hottentottus",11
"3483","Turnix melanogaster",24
"3484","Turnix novaecaledoniae",11
"3485","Turnix olivii",7
"3486","Turnix worcesteri",2
"3487","Tychaedon coryphoeus",1
"3488","Tychaedon signata",1
"3489","Tympanuchus cupido",14
"3490","Tympanuchus pallidicinctus",14
"3491","Tyrannus cubensis",4
"3492","Tyto almae",3
"3493","Tyto aurantia",5
"3494","Tyto inexspectata",12
"3495","Tyto multipunctata",1
"3496","Tyto nigrobrunnea",3
"3497","Tyto soumagnei",9
"3498","Tyto tenebricosa",1
"3499","Upupa antaios",4
"3500","Upupa epops",6
"3501","Uratelornis chimaera",12
"3502","Uria aalge",7
"3503","Uria lomvia",5
"3504","Urile pelagicus",3
"3505","Urile penicillatus",2
"3506","Urile perspicillatus",2
"3507","Urile urile",3
"3508","Urocissa ornata",8
"3509","Urocissa whiteheadi",9
"3510","Urocissa xanthomelana",10
"3511","Uroglaux dimorpha",2
"3512","Vanellus albiceps",6
"3513","Vanellus duvaucelii",15
"3514","Vanellus gregarius",15
"3515","Vanellus leucurus",2
"3516","Vanellus macropterus",7
"3517","Vanellus melanocephalus",1
"3518","Vanellus melanopterus",2
"3519","Vanellus senegallus",2
"3520","Vanellus vanellus",16
"3521","Vauriella albigularis",8
"3522","Vauriella goodfellowi",3
"3523","Vauriella insignis",13
"3524","Veniliornis chocoensis",8
"3525","Vermivora bachmanii",4
"3526","Vermivora chrysoptera",5
"3527","Vidua maryae",4
"3528","Vini kuhlii",15
"3529","Vini peruviana",13
"3530","Vini stepheni",11
"3531","Vini ultramarina",20
"3532","Vireo atricapilla",10
"3533","Vireo bairdi",3
"3534","Vireo bellii",12
"3535","Vireo caribaeus",12
"3536","Vireo gracilirostris",4
"3537","Vireo latimeri",1
"3538","Vireo masteri",8
"3539","Vireo osburni",10
"3540","Viridonia sagittirostris",2
"3541","Vosea whitemanensis",3
"3542","Vultur gryphus",12
"3543","Wetmorethraupis sterrhopteron",6
"3544","Xanthomixis apperti",7
"3545","Xanthomixis cinereiceps",2
"3546","Xanthopsar flavus",19
"3547","Xema sabini",3
"3548","Xenerpestes singularis",10
"3549","Xenicus gilviventris",5
"3550","Xenicus longipes",4
"3551","Xenocopsychus ansorgei",4
"3552","Xenoglaux loweryi",9
"3553","Xenoligea montana",7
"3554","Xenoperdix udzungwensis",9
"3555","Xenopirostris damii",8
"3556","Xenopirostris polleni",4
"3557","Xenornis setifrons",7
"3558","Xenospingus concolor",6
"3559","Xenospiza baileyi",13
"3560","Xenotriccus callizonus",6
"3561","Xenotriccus mexicanus",4
"3562","Xenus cinereus",10
"3563","Xiphocolaptes falcirostris",7
"3564","Xipholena atropurpurea",10
"3565","Xipholena lamellipennis",8
"3566","Xiphorhynchus atlanticus",8
"3567","Xolmis dominicanus",8
"3568","Xolmis salinarum",1
"3569","Yuhina humilis",1
"3570","Zanda baudinii",14
"3571","Zanda funerea",1
"3572","Zanda latirostris",23
"3573","Zapornia astrictocarpus",2
"3574","Zapornia atra",9
"3575","Zapornia monasa",2
"3576","Zapornia nigra",2
"3577","Zapornia olivieri",18
"3578","Zapornia palmeri",9
"3579","Zapornia parva",5
"3580","Zapornia paykullii",5
"3581","Zapornia pusilla",11
"3582","Zapornia sandwichensis",10
"3583","Zaratornis stresemanni",11
"3584","Zavattariornis stresemanni",11
"3585","Zebrilus undulatus",6
"3586","Zenaida galapagoensis",6
"3587","Zenaida graysoni",8
"3588","Zentrygon carrikeri",8
"3589","Zentrygon goldmani",3
"3590","Zimmerius chicomendesi",7
"3591","Zimmerius cinereicapilla",8
"3592","Zimmerius villarejoi",2
"3593","Zonerodius heliosylus",2
"3594","Zonotrichia querula",6
"3595","Zoothera atrigena",5
"3596","Zoothera aurea",2
"3597","Zoothera dauma",2
"3598","Zoothera everetti",6
"3599","Zoothera heinei",1
"3600","Zoothera heinrichi",3
"3601","Zoothera lunulata",1
"3602","Zoothera machiki",2
"3603","Zoothera major",2
"3604","Zoothera margaretae",8
"3605","Zoothera talaseae",4
"3606","Zoothera terrestris",4
"3607","Zoothera turipavae",8
"3608","Zosterops albogularis",11
"3609","Zosterops anomalus",1
"3610","Zosterops auriventer",4
"3611","Zosterops brunneus",7
"3612","Zosterops ceylonensis",1
"3613","Zosterops chloronothos",17
"3614","Zosterops citrinella",5
"3615","Zosterops conspicillatus",2
"3616","Zosterops everetti",4
"3617","Zosterops explorator",1
"3618","Zosterops feae",8
"3619","Zosterops ficedulinus",7
"3620","Zosterops finschii",1
"3621","Zosterops flavus",9
"3622","Zosterops gibbsi",2
"3623","Zosterops grayi",6
"3624","Zosterops griseovirescens",3
"3625","Zosterops hypolais",3
"3626","Zosterops inornatus",1
"3627","Zosterops japonicus",2
"3628","Zosterops kuehni",8
"3629","Zosterops kulalensis",2
"3630","Zosterops lacertosus",2
"3631","Zosterops leucophaeus",5
"3632","Zosterops lugubris",1
"3633","Zosterops luteirostris",7
"3634","Zosterops meeki",7
"3635","Zosterops melanocephalus",3
"3636","Zosterops melanurus",4
"3637","Zosterops minutus",1
"3638","Zosterops modestus",17
"3639","Zosterops mouroniensis",13
"3640","Zosterops murphyi",1
"3641","Zosterops mysorensis",6
"3642","Zosterops natalis",8
"3643","Zosterops nehrkorni",7
"3644","Zosterops oleagineus",5
"3645","Zosterops palpebrosus",2
"3646","Zosterops rennellianus",2
"3647","Zosterops rotensis",17
"3648","Zosterops samoensis",5
"3649","Zosterops saypani",2
"3650","Zosterops semiflavus",2
"3651","Zosterops silvanus",4
"3652","Zosterops simplex",2
"3653","Zosterops somadikartai",8
"3654","Zosterops splendidus",6
"3655","Zosterops strenuus",2
"3656","Zosterops superciliosus",1
"3657","Zosterops tenuirostris",13
"3658","Zosterops uropygialis",6
"3659","Zosterops vaughani",1
"3660","Zosterops vellalavella",2
"3661","Zosterops winifredae",6
"3662","Zosterornis hypogrammicus",3
"3663","Zosterornis latistriatus",5
"3664","Zosterornis nigrorum",6
"3665","Zosterornis striatus",7
