cur_alternate_com_name,sci_name
Scissirostre des Celebes,Scissirostrum dubium
Stourne luisant,Aplonis metallica
Stourne luisant (circumscripta),Aplonis metallica circumscripta
Stourne luisant (groupe metallica),Aplonis metallica [metallica Group]
Stourne de Grant,Aplonis mystacea
Stourne des Tanimbar,Aplonis crassa
Stourne des Fead,Aplonis feadensis
Stourne de Rennell,Aplonis insularis
Stourne a longue queue,Aplonis magna
Stourne aux yeux blancs,Aplonis brunneicapillus
Stourne des Salomon,Aplonis grandis
Stourne de San Cristobal,Aplonis dichroa
Stourne melanesien,Aplonis zelandica
Stourne caledonien,Aplonis striata
Stourne de Ponape,Aplonis pelzelni
Stourne chanteur,Aplonis cantoroides
Stourne d'Espiritu Santo,Aplonis santovestris
Stourne bronze,Aplonis panayensis
Stourne des Moluques,Aplonis mysolensis
Stourne a queue courte,Aplonis minor
Stourne de Micronesie,Aplonis opaca
Stourne de Polynesie,Aplonis tabuensis
Stourne de Polynesie (groupe tabuensis),Aplonis tabuensis [tabuensis Group]
Stourne de Polynesie (manuae),Aplonis tabuensis manuae
Stourne de Samoa,Aplonis atrifusca
Stourne de Kusaie,Aplonis corvina
Stourne de Rarotonga,Aplonis cinerascens
Stourne mysterieux,Aplonis mavornata
Stourne de Norfolk,Aplonis fusca
Stourne de Raiatea,Aplonis ulietensis
Stourne sp.,Aplonis sp.
Basilorne des Celebes,Basilornis celebensis
Basilorne huppe,Basilornis galeatus
Basilorne de Ceram,Basilornis corythaix
Basilorne de Mindanao,Goodfellowia miranda
Goulin gris,Sarcops calvus
Streptocitte a cou blanc,Streptocitta albicollis
Streptocitte a cou blanc (torquata),Streptocitta albicollis torquata
Streptocitte a cou blanc (albicollis),Streptocitta albicollis albicollis
Streptocitte des Sula,Streptocitta albertinae
Mino de Dumont,Mino dumontii
Mino d'Anais,Mino anais
Mino de Krefft,Mino kreffti
Mainate couronne,Ampeliceps coronatus
Mainate de Ceylan,Gracula ptilogenys
Mainate religieux,Gracula religiosa
Mainate religieux (groupe religiosa),Gracula religiosa [religiosa Group]
Mainate religieux (venerata),Gracula religiosa venerata
Mainate indien,Gracula indica
Mainate d'Enggano,Gracula enganensis
Mainate de Nias,Gracula robusta
etourneau sansonnet,Sturnus vulgaris
etourneau unicolore,Sturnus unicolor
etourneau sansonnet ou e. unicolore,Sturnus vulgaris/unicolor
etourneau caroncule,Creatophora cinerea
etourneau roselin,Pastor roseus
etourneau de Daourie,Agropsar sturninus
etourneau a joues marron,Agropsar philippensis
etourneau de Daourie ou e. a joues marron,Agropsar sturninus/philippensis
etourneau a cou noir,Gracupica nigricollis
etourneau pie,Gracupica contra
etourneau pie (groupe contra),Gracupica contra [contra Group]
etourneau pie (jalla),Gracupica contra jalla
etourneau de Ceylan,Sturnornis albofrontatus
etourneau de Rothschild,Leucopsar rothschildi
etourneau de Rodrigues,Necropsar rodericanus
etourneau de Bourbon,Fregilupus varius
etourneau mandarin,Sturnia sinensis
etourneau des pagodes,Sturnia pagodarum
etourneau a tete grise,Sturnia malabarica
etourneau a tete grise (malabarica),Sturnia malabarica malabarica
etourneau a tete grise (nemoricola),Sturnia malabarica nemoricola
etourneau de Blyth,Sturnia blythii
etourneau a tete grise ou e. de Blyth,Sturnia malabarica/blythii
etourneau a tete blanche,Sturnia erythropygia
etourneau soyeux,Spodiopsar sericeus
etourneau gris,Spodiopsar cineraceus
Martin triste,Acridotheres tristis
Martin des berges,Acridotheres ginginianus
Martin vineux,Acridotheres burmannicus
Martin vineux (burmannicus),Acridotheres burmannicus burmannicus
Martin vineux (leucocephalus),Acridotheres burmannicus leucocephalus
Martin a ailes noires,Acridotheres melanopterus
Martin a ailes noires (melanopterus),Acridotheres melanopterus melanopterus
Martin a ailes noires (tricolor),Acridotheres melanopterus tricolor
Martin a ailes noires (tertius),Acridotheres melanopterus tertius
Martin forestier,Acridotheres fuscus
Martin triste ou M. forestier,Acridotheres tristis/fuscus
Martin de Java,Acridotheres javanicus
Martin cendre,Acridotheres cinereus
Martin a collier,Acridotheres albocinctus
Grand Martin,Acridotheres grandis
Hybride etourneau a cou noir x Grand Martin,Gracupica nigricollis x Acridotheres grandis
Hybride Martin triste x Grand Martin,Acridotheres tristis x grandis
Hybride Martin de Java x Grand Martin,Acridotheres javanicus x grandis
Martin huppe,Acridotheres cristatellus
Martin forestier ou M. huppe,Acridotheres fuscus/cristatellus
Acridotheres sp. (Martin fonce),Acridotheres sp. (black myna sp.)
Acridotheres sp.,Acridotheres sp.
etourneau malgache,Hartlaubius auratus
etourneau amethyste,Cinnyricinclus leucogaster
Rufipenne a bec fin,Onychognathus tenuirostris
Rufipenne nabouroup,Onychognathus nabouroup
Rufipenne de Neumann,Onychognathus neumanni
Rufipenne morio,Onychognathus morio
Rufipenne de foret,Onychognathus fulgidus
Rufipenne de foret (fulgidus),Onychognathus fulgidus fulgidus
Rufipenne de foret (hartlaubii/intermedius),Onychognathus fulgidus hartlaubii/intermedius
Rufipenne de Waller,Onychognathus walleri
Rufipenne de Waller (preussi),Onychognathus walleri preussi
Rufipenne de Waller (elgonensis),Onychognathus walleri elgonensis
Rufipenne de Waller (walleri),Onychognathus walleri walleri
Rufipenne de Tristram,Onychognathus tristramii
Rufipenne a bec blanc,Onychognathus albirostris
Rufipenne de Salvadori,Onychognathus salvadorii
Rufipenne de Blyth,Onychognathus blythii
Rufipenne de Socotra,Onychognathus frater
Choucador a ailes tachetees,Saroglossa spilopterus
Choucador a gorge noire,Neocichla gutturalis
Choucador a gorge noire (gutturalis),Neocichla gutturalis gutturalis
Choucador a gorge noire (angusta),Neocichla gutturalis angusta
Choucador a cou blanc,Grafisia torquata
Choucador pie,Speculipastor bicolor
Choucador de Sharpe,Pholia sharpii
Choucador d'Abbott,Poeoptera femoralis
Choucador a queue etroite,Poeoptera lugubris
Choucador de Stuhlmann,Poeoptera stuhlmanni
Choucador de Kenrick,Poeoptera kenricki
Choucador a ventre noir,Notopholia corusca
Choucador a tete pourpree,Hylopsar purpureiceps
Choucador a queue bronzee,Hylopsar cupreocauda
Choucador de Hildebrandt,Lamprotornis hildebrandti
Choucador de Shelley,Lamprotornis shelleyi
Choucador de Burchell,Lamprotornis australis
Choucador de Rüppell,Lamprotornis purpuroptera
Choucador a longue queue,Lamprotornis caudatus
Choucador de Meves,Lamprotornis mevesii
Choucador de Meves (mevesii),Lamprotornis mevesii mevesii
Choucador de Meves (violacior),Lamprotornis mevesii violacior
Choucador de Meves (benguelensis),Lamprotornis mevesii benguelensis
Choucador cendre,Lamprotornis unicolor
Choucador splendide,Lamprotornis splendidus
Choucador de Principe,Lamprotornis ornatus
Choucador royal,Lamprotornis regius
Choucador superbe,Lamprotornis superbus
Choucador a ventre roux,Lamprotornis pulcher
Spreo bicolore,Lamprotornis bicolor
Spreo a calotte blanche,Lamprotornis albicapillus
Spreo de Fischer,Lamprotornis fischeri
Choucador de Swainson,Lamprotornis chloropterus
Choucador de Swainson (chloropterus),Lamprotornis chloropterus chloropterus
Choucador de Swainson (elisabeth),Lamprotornis chloropterus elisabeth
Choucador a queue fine,Lamprotornis acuticaudus
Choucador a oreillons bleus,Lamprotornis chalybaeus
Choucador iris,Lamprotornis iris
Choucador pourpre,Lamprotornis purpureus
Choucador a epaulettes rouges,Lamprotornis nitens
Choucador a queue violette,Lamprotornis chalcurus
Lamprotornis sp.,Lamprotornis sp.
Sturnide sp.,Sturnidae sp.
Moqueur bleu,Melanotis caerulescens
Moqueur bleu et blanc,Melanotis hypoleucus
Moqueur noir,Melanoptila glabrirostris
Moqueur chat,Dumetella carolinensis
Moqueur gorge-blanche,Ramphocinclus brachyurus
Moqueur gorge-blanche (brachyurus),Ramphocinclus brachyurus brachyurus
Moqueur gorge-blanche (sanctaeluciae),Ramphocinclus brachyurus sanctaeluciae
Moqueur grivotte,Allenia fusca
Moqueur corossol,Margarops fuscatus
Moqueur grivotte ou M. corossol,Allenia fusca/Margarops fuscatus
Trembleur brun,Cinclocerthia ruficauda
Trembleur gris,Cinclocerthia gutturalis
Trembleur brun ou T. gris,Cinclocerthia ruficauda/gutturalis
Moqueur a bec courbe,Toxostoma curvirostre
Moqueur a bec courbe (groupe curvirostre),Toxostoma curvirostre [curvirostre Group]
Moqueur a bec courbe (groupe palmeri),Toxostoma curvirostre [palmeri Group]
Moqueur ocelle,Toxostoma ocellatum
Moqueur roux,Toxostoma rufum
Moqueur a long bec,Toxostoma longirostre
Hybride Moqueur a bec courbe x M. a long bec,Toxostoma curvirostre x longirostre
Moqueur roux ou M. a long bec,Toxostoma rufum/longirostre
Moqueur de Cozumel,Toxostoma guttatum
Moqueur de Bendire,Toxostoma bendirei
Moqueur a bec courbe ou M. de Bendire,Toxostoma curvirostre/bendirei
Moqueur gris,Toxostoma cinereum
Moqueur de Californie,Toxostoma redivivum
Moqueur de LeConte,Toxostoma lecontei
Moqueur de LeConte (lecontei/macmillanorum),Toxostoma lecontei lecontei/macmillanorum
Moqueur de LeConte (arenicola),Toxostoma lecontei arenicola
Moqueur cul-roux,Toxostoma crissale
Hybride Moqueur de Californie x M. cul-roux,Toxostoma redivivum x crissale
Toxostoma sp.,Toxostoma sp.
Moqueur des armoises,Oreoscoptes montanus
Moqueur du Chili,Mimus thenca
Moqueur de Patagonie,Mimus patagonicus
Moqueur plombe,Mimus saturninus
Moqueur a ailes blanches,Mimus triurus
Moqueur a dos brun,Mimus dorsalis
Moqueur des Bahamas,Mimus gundlachii
Moqueur des Galapagos,Mimus parvulus
Moqueur de Floreana,Mimus trifasciatus
Moqueur d'Espanola,Mimus macdonaldi
Moqueur de San Cristobal,Mimus melanotis
Moqueur a longue queue,Mimus longicaudatus
Moqueur de Socorro,Mimus graysoni
Moqueur des savanes,Mimus gilvus
Moqueur des savanes (groupe gilvus),Mimus gilvus [gilvus Group]
Moqueur des savanes (magnirostris),Mimus gilvus magnirostris
Moqueur polyglotte,Mimus polyglottos
Hybride Moqueur des Bahamas x M. polyglotte,Mimus gundlachii x polyglottos
Hybride Moqueur des savanes x M. polyglotte,Mimus gilvus x polyglottos
Moqueur des savanes ou M. polyglotte,Mimus gilvus/polyglottos
Mimide sp.,Mimidae sp.
Grandala bleu,Grandala coelicolor
Merlebleu de l'Est,Sialia sialis
Merlebleu de l'Est (sialis/bermudensis),Sialia sialis sialis/bermudensis
Merlebleu de l'Est (groupe guatemalae),Sialia sialis [guatemalae Group]
Merlebleu de l'Ouest,Sialia mexicana
Hybride Merlebleu de l'Est x M. de l'Ouest,Sialia sialis x mexicana
Merlebleu azure,Sialia currucoides
Hybride Merlebleu de l'Est x M. azure,Sialia sialis x currucoides
Hybride Merlebleu de l'Ouest x M. azure,Sialia mexicana x currucoides
Sialia sp.,Sialia sp.
Stizorhin de Fraser,Neocossyphus fraseri
Stizorhin de Finsch,Neocossyphus finschi
Neocossyphe a queue rousse,Neocossyphus rufus
Neocossyphe a queue rousse (gabunensis),Neocossyphus rufus gabunensis
Neocossyphe a queue rousse (rufus),Neocossyphus rufus rufus
Neocossyphe a queue blanche,Neocossyphus poensis
Solitaire de Townsend,Myadestes townsendi
Solitaire a dos brun,Myadestes occidentalis
Solitaire de Cuba,Myadestes elisabeth
Solitaire siffleur,Myadestes genibarbis
Solitaire siffleur (groupe genibarbis),Myadestes genibarbis [genibarbis Group]
Solitaire siffleur (sibilans),Myadestes genibarbis sibilans
Solitaire masque,Myadestes melanops
Solitaire varie,Myadestes coloratus
Solitaire ardoise,Myadestes unicolor
Solitaire des Andes,Myadestes ralloides
Solitaire des Andes (plumbeiceps),Myadestes ralloides plumbeiceps
Solitaire des Andes (venezuelensis/candelae),Myadestes ralloides venezuelensis/candelae
Solitaire des Andes (ralloides),Myadestes ralloides ralloides
Solitaire kamao,Myadestes myadestinus
Solitaire d'Oahu,Myadestes woahensis
Solitaire de Lanai,Myadestes lanaiensis
Solitaire d'Hawai,Myadestes obscurus
Solitaire puaiohi,Myadestes palmeri
Grive de Dixon,Zoothera dixoni
Grive de Hodgson,Zoothera mollissima
Grive de Salim Ali,Zoothera salimalii
Grive de Hodgson ou G. de Salim Ali,Zoothera mollissima/salimalii
Grive du Sichuan,Zoothera griseiceps
Grive de Hodgson ou G. du Sichuan,Zoothera mollissima/griseiceps
"Grive de Hodgson, G. de Salim Ali ou G. du Sichuan",Zoothera mollissima/salimalii/griseiceps
Geomalie des Celebes,Zoothera heinrichi
Grive a grand bec,Zoothera marginata
Grive montagnarde,Zoothera monticola
Grive d'Everett,Zoothera everetti
Grive andromede,Zoothera andromedae
Grive doree,Zoothera aurea
Grive dama,Zoothera dauma
Grive dama (dauma),Zoothera dauma dauma
Grive dama (horsfieldi),Zoothera dauma horsfieldi
Grive dama (iriomotensis),Zoothera dauma iriomotensis
Grive doree ou G. dama,Zoothera aurea/dauma
Grive d'Amami,Zoothera major
Grive des Nilgiri,Zoothera neilgherriensis
Grive de Ceylan,Zoothera imbricata
Grive des Bonin,Zoothera terrestris
Grive des Salomon,Zoothera margaretae
Grive de Guadalcanal,Zoothera turipavae
Grive a lunules,Zoothera lunulata
Grive de Nouvelle-Bretagne,Zoothera talaseae
Grive de Bougainville,Zoothera atrigena
Grive de Heine,Zoothera heinei
Grive de Heine (groupe heinei),Zoothera heinei [heinei Group]
Grive de Heine (eichhorni),Zoothera heinei eichhorni
Grive a lunules ou G. de Heine,Zoothera lunulata/heinei
Grive a poitrine fauve,Zoothera machiki
Zoothera sp.,Zoothera sp.
Cataponere des Celebes,Cataponera turdoides
Cochoa de Borneo,Chlamydochaera jefferyi
Cochoa violet,Cochoa purpurea
Cochoa vert,Cochoa viridis
Cochoa violet ou C. vert,Cochoa purpurea/viridis
Cochoa de Sumatra,Cochoa beccarii
Cochoa azure,Cochoa azurea
Grive a collier,Ixoreus naevius
Grive a bec noir,Catharus gracilirostris
Grive a bec orange,Catharus aurantiirostris
Grive a bec orange (groupe melpomene),Catharus aurantiirostris [melpomene Group]
Grive a bec orange (groupe griseiceps),Catharus aurantiirostris [griseiceps Group]
Grive a bec orange (groupe aurantiirostris),Catharus aurantiirostris [aurantiirostris Group]
Grive ardoisee,Catharus fuscater
Grive ardoisee (hellmayri),Catharus fuscater hellmayri
Grive ardoisee (groupe fuscater),Catharus fuscater [fuscater Group]
Grive roussatre,Catharus occidentalis
Grive a calotte rousse,Catharus frantzii
Grive roussatre ou G. a calotte rousse,Catharus occidentalis/frantzii
Grive a tete noire,Catharus mexicanus
Grive tavelee,Catharus dryas
Grive de Sclater,Catharus maculatus
Grive fauve,Catharus fuscescens
Grive a joues grises,Catharus minimus
Grive de Bicknell,Catharus bicknelli
Hybride Grive fauve x G. de Bicknell,Catharus fuscescens x bicknelli
Grive a joues grises ou G. de Bicknell,Catharus minimus/bicknelli
Grive a dos olive,Catharus ustulatus
Grive a dos olive (groupe ustulatus),Catharus ustulatus [ustulatus Group]
Grive a dos olive (groupe swainsoni),Catharus ustulatus [swainsoni Group]
Grive solitaire,Catharus guttatus
Grive solitaire (groupe guttatus),Catharus guttatus [guttatus Group]
Grive solitaire (groupe auduboni),Catharus guttatus [auduboni Group]
Grive solitaire (faxoni/crymophilus),Catharus guttatus faxoni/crymophilus
Catharus sp.,Catharus sp.
Grive des bois,Hylocichla mustelina
Grive coracine,Entomodestes coracinus
Grive oreillarde,Entomodestes leucotis
Grive roux-brun,Cichlopsis leucogenys
Grive roux-brun (chubbi),Cichlopsis leucogenys chubbi
Grive roux-brun (peruviana),Cichlopsis leucogenys peruviana
Grive roux-brun (gularis),Cichlopsis leucogenys gularis
Grive roux-brun (leucogenys),Cichlopsis leucogenys leucogenys
Grive azteque,Ridgwayia pinicola
Grive de Siberie,Geokichla sibirica
Grive de Ward,Geokichla wardii
Grive tachetee,Geokichla guttata
Grive tachetee (maxis),Geokichla guttata maxis
Grive tachetee (lippensi),Geokichla guttata lippensi
Grive tachetee (groupe guttata),Geokichla guttata [guttata Group]
Grive du Cameroun,Geokichla camaronensis
Grive du Cameroun (camaronensis),Geokichla camaronensis camaronensis
Grive du Cameroun (graueri),Geokichla camaronensis graueri
Grive olivatre,Geokichla princei
Grive olivatre (princei),Geokichla princei princei
Grive olivatre (batesi),Geokichla princei batesi
Grive de Crossley,Geokichla crossleyi
Grive de Crossley (crossleyi),Geokichla crossleyi crossleyi
Grive de Crossley (pilettei),Geokichla crossleyi pilettei
Grive d'Oberländer,Geokichla oberlaenderi
Grive de Piaggia,Geokichla piaggiae
Grive de Piaggia (groupe piaggiae),Geokichla piaggiae [piaggiae Group]
Grive de Piaggia (tanganjicae),Geokichla piaggiae tanganjicae
Grive de Gurney,Geokichla gurneyi
Grive a ailes tachetees,Geokichla spiloptera
Grive cendree,Geokichla cinerea
Grive de Dumas,Geokichla dumasi
Grive de Ceram,Geokichla joiceyi
Grive de Kuhl,Geokichla interpres
Grive d'Enggano,Geokichla leucolaema
Grive de Doherty,Geokichla dohertyi
Grive de Peron,Geokichla peronii
Grive schistacee,Geokichla schistacea
Grive a dos roux,Geokichla erythronota
Grive de Menden,Geokichla mendeni
Grive a tete orange,Geokichla citrina
Grive a tete orange (groupe citrina),Geokichla citrina [citrina Group]
Grive a tete orange (cyanota),Geokichla citrina cyanota
Grive a tete orange (albogularis/andamanensis),Geokichla citrina albogularis/andamanensis
Grive a tete orange (groupe aurimacula),Geokichla citrina [aurimacula Group]
Geokichla sp.,Geokichla sp.
Grive de Verreaux,Otocichla mupinensis
Grive litsitsirupa,Psophocichla litsitsirupa
Grive litsitsirupa (simensis),Psophocichla litsitsirupa simensis
Grive litsitsirupa (groupe litsitsirupa),Psophocichla litsitsirupa [litsitsirupa Group]
Grive draine,Turdus viscivorus
Grive musicienne,Turdus philomelos
Merle abyssinien,Turdus abyssinicus
Merle abyssinien (oldeani),Turdus abyssinicus oldeani
Merle abyssinien (groupe abyssinicus),Turdus abyssinicus [abyssinicus Group]
Merle des Taita,Turdus helleri
Merle de Roehl,Turdus roehli
Grive mauvis,Turdus iliacus
Grive mauvis (coburni),Turdus iliacus coburni
Grive mauvis (iliacus),Turdus iliacus iliacus
Merle de montagne,Turdus plebejus
Merle noir,Turdus merula
Merle leucomele,Turdus leucomelas
Merle cacao,Turdus fumigatus
Merle cacao (personus),Turdus fumigatus personus
Merle cacao (groupe fumigatus),Turdus fumigatus [fumigatus Group]
Merle de Hauxwell,Turdus hauxwelli
Merle a pattes jaunes,Turdus flavipes
Merle cul-blanc,Turdus obsoletus
Merle a gorge blanche,Turdus assimilis
Merle a gorge blanche (groupe assimilis),Turdus assimilis [assimilis Group]
Merle a gorge blanche (daguae),Turdus assimilis daguae
Merle a col blanc,Turdus albicollis
Merle a col blanc (groupe phaeopygus),Turdus albicollis [phaeopygus Group]
