,species,English.name,French.name,Spanish.name
3017,Accipiter haplochrous,White-bellied Goshawk,Autour a ventre blanc,Gavilan de Nueva Caledonia
3018,Accipiter rufitorques,Fiji Goshawk,Autour des Fidji,Gavilan de Las Fiyi
3019,Accipiter henicogrammus,Moluccan Goshawk,Autour des Moluques,Azor Moluqueno
3020,Accipiter luteoschistaceus,Slaty-backed Goshawk,Autour bleu et gris,Gavilan de Nueva Bretana
3021,Accipiter imitator,Imitator Goshawk,Autour imitateur,Gavilan Imitador
3022,Accipiter erythropus,Red-legged Sparrowhawk,epervier de Hartlaub,Gavilan Patirrojo
3023,Accipiter minullus,Little Sparrowhawk,epervier minule,Gavilan Chico
3024,Accipiter gularis,Japanese Sparrowhawk,epervier du Japon,Gavilan Japones
3025,Accipiter virgatus,Besra,epervier besra,Gavilan Besra
3026,Accipiter nanus,Dwarf Sparrowhawk,epervier des Celebes,Gavilancito de Celebes
3027,Accipiter erythrauchen,Rufous-necked Sparrowhawk,epervier a gorge grise,Gavilan Moluqueno
3028,Accipiter cirrocephalus,Collared Sparrowhawk,epervier a collier roux,Gavilan Acollarado
3029,Accipiter brachyurus,New Britain Sparrowhawk,epervier de Nouvelle-Bretagne,Gavilancito de Nueva Bretana
3030,Accipiter rhodogaster,Vinous-breasted Sparrowhawk,epervier a poitrine rousse,Gavilan Pechirrojo
3031,Accipiter madagascariensis,Madagascar Sparrowhawk,epervier de Madagascar,Gavilan Malgache
3032,Accipiter ovampensis,Ovambo Sparrowhawk,epervier des Ovampos,Gavilan del Ovambo
3033,Accipiter nisus,Eurasian Sparrowhawk,epervier d'Europe,Gavilan Comun
3034,Accipiter rufiventris,Rufous-breasted Sparrowhawk,epervier menu,Gavilan Papirrufo
3035,Accipiter striatus,Sharp-shinned Hawk,epervier brun,Gavilan Americano
3036,Accipiter cooperii,Cooper's Hawk,epervier de Cooper,Gavilan de Cooper
3037,Accipiter gundlachi,Gundlach's Hawk,epervier de Cuba,Gavilan Cubano
3038,Accipiter bicolor,Bicolored Hawk,epervier bicolore,Gavilan Bicolor
3039,Accipiter henstii,Henst's Goshawk,Autour de Henst,Azor Malgache
3040,Accipiter melanoleucus,Black Sparrowhawk,Autour noir,Azor Blanquinegro
3041,Accipiter gentilis,Northern Goshawk,Autour des palombes,Azor Comun
3042,Accipiter meyerianus,Meyer's Goshawk,Autour de Meyer,Azor de Meyer
3043,Accipiter collaris,Semi-collared Hawk,epervier a collier interrompu,Gavilancito Torcaz
3044,Accipiter superciliosus,Tiny Hawk,epervier nain,Gavilancito Americano
3045,Erythrotriorchis buergersi,Chestnut-shouldered Goshawk,Autour de Bürgers,Azor de Bürgers
3046,Erythrotriorchis radiatus,Red Goshawk,Autour rouge,Azor Rojo
3047,Megatriorchis doriae,Doria's Goshawk,Autour de Doria,Azor de Doria
3048,Urotriorchis macrourus,Long-tailed Hawk,Autour a longue queue,Azor Rabilargo
3049,Haliaeetus leucogaster,White-bellied Sea-eagle,Pygargue blagre,Pigargo Oriental
3050,Haliaeetus sanfordi,Sanford's Sea-eagle,Pygargue de Sanford,Pigargo de Las Salomon
3051,Haliaeetus vocifer,African Fish-eagle,Pygargue vocifer,Pigargo Vocinglero
3052,Haliaeetus vociferoides,Madagascar Fish-eagle,Pygargue de Madagascar,Pigargo Malgache
3053,Haliaeetus leucoryphus,Pallas's Fish-eagle,Pygargue de Pallas,Pigargo de Pallas
3054,Haliaeetus albicilla,White-tailed Sea-eagle,Pygargue a queue blanche,Pigargo Europeo
3055,Haliaeetus leucocephalus,Bald Eagle,Pygargue a tete blanche,Pigargo Americano
3056,Haliaeetus pelagicus,Steller's Sea-eagle,Pygargue empereur,Pigargo Gigante
3057,Icthyophaga humilis,Lesser Fish-eagle,NA,NA
3058,Icthyophaga ichthyaetus,Grey-headed Fish-eagle,NA,NA
3059,Haliastur sphenurus,Whistling Kite,Milan siffleur,Milano Silbador
3060,Haliastur indus,Brahminy Kite,Milan sacre,Milano Brahman
3061,Milvus milvus,Red Kite,Milan royal,Milano Real
3062,Milvus migrans,Black Kite,Milan noir,Milano Negro
3063,Milvus aegyptius,Yellow-billed Kite,NA,NA
3064,Busarellus nigricollis,Black-collared Hawk,Buse a tete blanche,Busardo Colorado
3065,Geranospiza caerulescens,Crane Hawk,Buse echasse,Azor Zancon
3066,Butastur rufipennis,Grasshopper Buzzard,Busautour des sauterelles,Busardo Langostero
3067,Butastur teesa,White-eyed Buzzard,Busautour aux yeux blancs,Busardo Tisa
3068,Butastur liventer,Rufous-winged Buzzard,Busautour pale,Busardo Alirrufo
3069,Butastur indicus,Grey-faced Buzzard,Busautour a joues grises,Busardo Carigris
3070,Ictinia mississippiensis,Mississippi Kite,Milan du Mississippi,Elanio del Misisipi
3071,Ictinia plumbea,Plumbeous Kite,Milan bleuatre,Elanio Plomizo
3072,Rostrhamus sociabilis,Snail Kite,Milan des marais,Caracolero Comun
3073,Helicolestes hamatus,Slender-billed Kite,Milan a long bec,Caracolero Plomizo
3074,Rupornis magnirostris,Roadside Hawk,Buse a gros bec,Busardo Caminero
3075,Parabuteo unicinctus,Harris's Hawk,Buse de Harris,Busardo Mixto
3076,Parabuteo leucorrhous,White-rumped Hawk,Buse cul-blanc,Busardo Culiblanco
3077,Cryptoleucopteryx plumbea,Plumbeous Hawk,Buse plombee,Busardo Plomizo
3078,Buteogallus schistaceus,Slate-colored Hawk,Buse ardoisee,Busardo Pizarroso
3079,Buteogallus anthracinus,Common Black Hawk,Buse noire,Busardo Negro
3080,Buteogallus gundlachii,Cuban Black Hawk,Buse de Gundlach,Busardo Cubano
3081,Buteogallus aequinoctialis,Rufous Crab-hawk,Buse buson,Busardo Cangrejero
3082,Buteogallus meridionalis,Savanna Hawk,Buse roussatre,Busardo Sabanero
3083,Buteogallus lacernulatus,White-necked Hawk,Buse lacernulee,Busardo Cuelliblanco
3084,Buteogallus urubitinga,Great Black Hawk,Buse urubu,Busardo Urubitinga
3085,Buteogallus solitarius,Black Solitary Eagle,Buse solitaire,aguila Solitaria
3086,Buteogallus coronatus,Crowned Solitary Eagle,Buse couronnee,aguila de Azara
3087,Morphnarchus princeps,Barred Hawk,Buse barree,Busardo Azoreno
3088,Geranoaetus albicaudatus,White-tailed Hawk,Buse a queue blanche,Busardo Coliblanco
3089,Geranoaetus polyosoma,Variable Hawk,Buse tricolore,Busardo Dorsirrojo
3090,Geranoaetus melanoleucus,Black-chested Buzzard-eagle,Buse aguia,aguila Mora
3091,Pseudastur albicollis,White Hawk,Buse blanche,Busardo Blanco
3092,Pseudastur occidentalis,Grey-backed Hawk,Buse a dos gris,Busardo Dorsigris
3093,Pseudastur polionotus,Mantled Hawk,Buse mantelee,Busardo Blanquinegro
3094,Leucopternis semiplumbeus,Semiplumbeous Hawk,Buse semiplombee,Busardo Semiplomizo
3095,Leucopternis melanops,Black-faced Hawk,Buse a face noire,Busardo Carinegro
3096,Leucopternis kuhli,White-browed Hawk,Buse a sourcils blancs,Busardo Cejiblanco
3097,Buteo plagiatus,Grey Hawk,Buse grise,Busardo Gris Norteno
3098,Buteo nitidus,Grey-lined Hawk,Buse cendree,Busardo Gris Meridional
3099,Buteo ridgwayi,Ridgway's Hawk,Buse de Ridgway,Busardo de La Espanola
3100,Buteo lineatus,Red-shouldered Hawk,Buse a epaulettes,Busardo Pechirrojo
3101,Buteo platypterus,Broad-winged Hawk,Petite Buse,Busardo Aliancho
3102,Buteo solitarius,Hawaiian Hawk,Buse d'Hawai,Busardo Hawaiano
3103,Buteo albigula,White-throated Hawk,Buse a gorge blanche,Busardo Gorjiblanco
3104,Buteo brachyurus,Short-tailed Hawk,Buse a queue courte,Busardo Colicorto
3105,Buteo swainsoni,Swainson's Hawk,Buse de Swainson,Busardo Chapulinero
3106,Buteo galapagoensis,Galapagos Hawk,Buse des Galapagos,Busardo de Galapagos
3107,Buteo albonotatus,Zone-tailed Hawk,Buse a queue barree,Busardo Aura
3108,Buteo jamaicensis,Red-tailed Hawk,Buse a queue rousse,Busardo Colirrojo
3109,Buteo ventralis,Rufous-tailed Hawk,Buse de Patagonie,Busardo Patagon
3110,Buteo lagopus,Rough-legged Buzzard,Buse pattue,Busardo Calzado
3111,Buteo regalis,Ferruginous Hawk,Buse rouilleuse,Busardo Herrumbroso
3112,Buteo auguralis,Red-necked Buzzard,Buse d'Afrique,Busardo Cuellirrojo
3113,Buteo augur,Augur Buzzard,Buse augure,Busardo Augur Oriental
3114,Buteo rufofuscus,Jackal Buzzard,Buse rounoir,Busardo Augur Meridional
3115,Buteo buteo,Eurasian Buzzard,Buse variable,Busardo Ratonero
3116,Buteo japonicus,Japanese Buzzard,Buse du Japon,Busardo Japones
3117,Buteo refectus,Himalayan Buzzard,Buse de l'Himalaya,Busardo del Himalaya
3118,Buteo oreophilus,Mountain Buzzard,Buse montagnarde,Busardo Montanes
3119,Buteo trizonatus,Forest Buzzard,Buse forestiere,Busardo de El Cabo
3120,Buteo brachypterus,Madagascar Buzzard,Buse de Madagascar,Busardo Malgache
3121,Buteo rufinus,Long-legged Buzzard,Buse feroce,Busardo Moro
3122,Buteo socotraensis,Socotra Buzzard,Buse de Socotra,Busardo de Socotra
3123,Buteo hemilasius,Upland Buzzard,Buse de Chine,Busardo Mongol
3124,Colius striatus,Speckled Mousebird,Coliou raye,Pajaro Raton Comun
3125,Colius leucocephalus,White-headed Mousebird,Coliou a tete blanche,Pajaro Raton Cabeciblanco
3126,Colius castanotus,Red-backed Mousebird,Coliou a dos marron,Pajaro Raton Dorsirrojo
3127,Colius colius,White-backed Mousebird,Coliou a dos blanc,Pajaro Raton Dorsiblanco
3128,Urocolius macrourus,Blue-naped Mousebird,Coliou huppe,Pajaro Raton Nuquiazul
3129,Urocolius indicus,Red-faced Mousebird,Coliou quiriva,Pajaro Raton Carirrojo
3130,Leptosomus discolor,Cuckoo Roller,Courol vouroudriou,Carraca Curol
3131,Apaloderma narina,Narina Trogon,Trogon narina,Trogon de Narina
3132,Apaloderma aequatoriale,Bare-cheeked Trogon,Trogon a joues jaunes,Trogon Carigualdo
3133,Apaloderma vittatum,Bar-tailed Trogon,Trogon a queue barree,Trogon Montano
3134,Apalharpactes reinwardtii,Javan Trogon,NA,NA
3135,Apalharpactes mackloti,Sumatran Trogon,NA,NA
3136,Harpactes oreskios,Orange-breasted Trogon,Trogon a poitrine jaune,Trogon Pechinaranja
3137,Harpactes orrhophaeus,Cinnamon-rumped Trogon,Trogon cannelle,Trogon Canela
3138,Harpactes duvaucelii,Scarlet-rumped Trogon,Trogon de Duvaucel,Trogon Culirrojo
3139,Harpactes fasciatus,Malabar Trogon,Trogon de Malabar,Trogon Malabar
3140,Harpactes diardii,Diard's Trogon,Trogon de Diard,Trogon de Diard
3141,Harpactes erythrocephalus,Red-headed Trogon,Trogon a tete rouge,Trogon Cabecirrojo
3142,Harpactes wardi,Ward's Trogon,Trogon de Ward,Trogon de Ward
3143,Harpactes whiteheadi,Whitehead's Trogon,Trogon de Whitehead,Trogon de Borneo
3144,Harpactes kasumba,Red-naped Trogon,Trogon a nuque rouge,Trogon Kasumba
3145,Harpactes ardens,Philippine Trogon,Trogon des Philippines,Trogon Filipino
3146,Pharomachrus pavoninus,Pavonine Quetzal,Quetzal pavonin,Quetzal Pavonino
3147,Pharomachrus auriceps,Golden-headed Quetzal,Quetzal dore,Quetzal Cabecidorado
3148,Pharomachrus fulgidus,White-tipped Quetzal,Quetzal brillant,Quetzal Fulgido
3149,Pharomachrus mocinno,Resplendent Quetzal,Quetzal resplendissant,Quetzal Guatemalteco
3150,Pharomachrus antisianus,Crested Quetzal,Quetzal antisien,Quetzal Crestado
3151,Euptilotis neoxenus,Eared Quetzal,Quetzal oreillard,Trogon Orejon
3152,Priotelus temnurus,Cuban Trogon,Trogon de Cuba,Trogon Tocororo
3153,Temnotrogon roseigaster,Hispaniolan Trogon,NA,NA
3154,Trogon clathratus,Lattice-tailed Trogon,Trogon echelette,Trogon Colibarrado
3155,Trogon massena,Slaty-tailed Trogon,Trogon de Massena,Trogon Grande
3156,Trogon comptus,Choco Trogon,Trogon aux yeux blancs,Trogon Coliazul
3157,Trogon mesurus,Ecuadorian Trogon,Trogon d'equateur,Trogon Colinegro Occidental
3158,Trogon melanurus,Black-tailed Trogon,Trogon a queue noire,Trogon Colinegro Comun
3159,Trogon viridis,Green-backed Trogon,Trogon a queue blanche,Trogon Dorsiverde
3160,Trogon chionurus,White-tailed Trogon,Trogon de Sclater,Trogon Coliblanco
3161,Trogon melanocephalus,Black-headed Trogon,Trogon a tete noire,Trogon Cabecinegro
3162,Trogon citreolus,Citreoline Trogon,Trogon citrin,Trogon Citrino
3163,Trogon bairdii,Baird's Trogon,Trogon de Baird,Trogon de Baird
3164,Trogon violaceus,Violaceous Trogon,Trogon violace,Trogon de Las Guayanas
3165,Trogon curucui,Blue-crowned Trogon,Trogon couroucou,Trogon Curucui
3166,Trogon aurantius,Northern Surucua Trogon,NA,NA
3167,Trogon surrucura,Southern Surucua Trogon,Trogon surucua,Trogon Surucua
3168,Trogon rufus,Black-throated Trogon,Trogon aurore,Trogon Amarillo
3169,Trogon elegans,Elegant Trogon,Trogon elegant,Trogon Elegante
3170,Trogon ambiguus,Coppery-tailed Trogon,NA,NA
3171,Trogon mexicanus,Mountain Trogon,Trogon montagnard,Trogon Mexicano
3172,Trogon collaris,Collared Trogon,Trogon rosalba,Trogon Acollarado
3173,Trogon personatus,Masked Trogon,Trogon masque,Trogon Enmascarado
3174,Bucorvus leadbeateri,Southern Ground-hornbill,Bucorve du Sud,Calao Terrestre Sureno
3175,Bucorvus abyssinicus,Northern Ground-hornbill,Bucorve d'Abyssinie,Calao Terrestre Norteno
3176,Lophoceros pallidirostris,Pale-billed Hornbill,Calao a bec pale,Toco Piquiclaro
3177,Lophoceros nasutus,African Grey Hornbill,Calao a bec noir,Toco Piquinegro
3178,Lophoceros semifasciatus,West African Pied Hornbill,NA,NA
3179,Lophoceros fasciatus,Congo Pied Hornbill,Calao longibande,Toco Blanquinegro
3180,Lophoceros hemprichii,Hemprich's Hornbill,Calao de Hemprich,Toco Abisinio
3181,Lophoceros camurus,Dwarf Hornbill,Calao pygmee,Toco Pardo
3182,Lophoceros alboterminatus,Crowned Hornbill,Calao couronne,Toco Coronado
3183,Lophoceros bradfieldi,Bradfield's Hornbill,Calao de Bradfield,Toco de Bradfield
3184,Tockus flavirostris,Eastern Yellow-billed Hornbill,Calao a bec jaune,Toco Piquigualdo Norteno
3185,Tockus leucomelas,Southern Yellow-billed Hornbill,Calao leucomele,Toco Piquigualdo Sureno
3186,Tockus jacksoni,Jackson's Hornbill,Calao de Jackson,Toco de Jackson
3187,Tockus deckeni,Von der Decken's Hornbill,Calao de der Decken,Toco de Von Der Decken
3188,Tockus monteiri,Monteiro's Hornbill,Calao de Monteiro,Toco Angoleno
3189,Tockus damarensis,Damara Hornbill,Calao de Namibie,Toco de Damara
3190,Tockus erythrorhynchus,Red-billed Hornbill,Calao a bec rouge,Toco Piquirrojo Norteno
3191,Berenicornis comatus,White-crowned Hornbill,Calao coiffe,Calao Cabeciblanco
3192,Horizocerus albocristatus,Western Long-tailed Hornbill,Calao a huppe blanche,Calao Crestiblanco
3193,Horizocerus cassini,Eastern Long-tailed Hornbill,NA,NA
3194,Horizocerus granti,Eastern Little Hornbill,NA,NA
3195,Horizocerus hartlaubi,Western Little Hornbill,Calao de Hartlaub,Toco Negro Occidental
3196,Ceratogymna elata,Yellow-casqued Hornbill,Calao a casque jaune,Calao Casquigualdo
3197,Ceratogymna atrata,Black-casqued Hornbill,Calao a casque noir,Calao Casquinegro
3198,Bycanistes brevis,Silvery-cheeked Hornbill,Calao a joues argent,Calao Cariplateado
3199,Bycanistes subcylindricus,Grey-cheeked Hornbill,Calao a joues grises,Calao Carigris
3200,Bycanistes cylindricus,Brown-cheeked Hornbill,Calao a joues brunes,Calao Caripardo
3201,Bycanistes albotibialis,White-thighed Hornbill,Calao a cuisses blanches,Calao Patiblanco
3202,Bycanistes bucinator,Trumpeter Hornbill,Calao trompette,Calao Trompetero
3203,Bycanistes fistulator,Western Piping Hornbill,Calao siffleur,Calao Silbador Occidental
3204,Bycanistes sharpii,Eastern Piping Hornbill,NA,NA
3205,Rhinoplax vigil,Helmeted Hornbill,NA,NA
3206,Buceros hydrocorax,Northern Rufous Hornbill,Calao a casque plat,Calao Rojizo Norteno
3207,Buceros mindanensis,Southern Rufous Hornbill,NA,NA
3208,Buceros bicornis,Great Hornbill,Calao bicorne,Calao Bicorne
3209,Buceros rhinoceros,Rhinoceros Hornbill,Calao rhinoceros,Calao Rinoceronte
3210,Anorrhinus galeritus,Bushy-crested Hornbill,Calao largup,Calao Crestado
3211,Anorrhinus austeni,Austen's Brown Hornbill,Calao d'Austen,Calao Pardo de Austen
3212,Anorrhinus tickelli,Tickell's Brown Hornbill,Calao brun,Calao Pardo de Tickell
3213,Ocyceros birostris,Indian Grey Hornbill,Calao de Gingi,Calao Gris Indio
3214,Ocyceros griseus,Malabar Grey Hornbill,Calao gris,Calao Gris Malabar
3215,Ocyceros gingalensis,Sri Lanka Grey Hornbill,Calao de Ceylan,Calao Gris Cingales
3216,Anthracoceros malayanus,Black Hornbill,Calao charbonnier,Calao Malayo
3217,Anthracoceros montani,Sulu Hornbill,Calao des Sulu,Calao de Las Sulu
3218,Anthracoceros coronatus,Malabar Pied Hornbill,Calao de Malabar,Calao Coronado
3219,Anthracoceros albirostris,Oriental Pied Hornbill,Calao pie,Calao Cariblanco
3220,Anthracoceros marchei,Palawan Hornbill,Calao de Palawan,Calao de Palawan
3221,Aceros nipalensis,Rufous-necked Hornbill,Calao a cou roux,Calao del Nepal
3222,Rhabdotorrhinus corrugatus,Wrinkled Hornbill,Calao a casque rouge,Calao Arrugado
3223,Rhabdotorrhinus exarhatus,Sulawesi Hornbill,Calao des Celebes,Calao Chico de Celebes
3224,Rhabdotorrhinus leucocephalus,Writhed Hornbill,Calao de Vieillot,Calao Grande de Mindanao
3225,Rhabdotorrhinus waldeni,Rufous-headed Hornbill,Calao de Walden,Calao Grande de Panay
3226,Penelopides panini,Visayan Hornbill,Calao tarictic,Calao Chico de Panay
3227,Penelopides affinis,Mindanao Hornbill,Calao de Mindanao,Calao Chico de Mindanao
3228,Penelopides mindorensis,Mindoro Hornbill,Calao de Mindoro,Calao Chico de Mindoro
3229,Penelopides manillae,Luzon Hornbill,Calao de Manille,Calao Chico de Luzon
3230,Rhyticeros cassidix,Knobbed Hornbill,Calao a cimier,Calao Grande de Celebes
3231,Rhyticeros everetti,Sumba Hornbill,Calao de Sumba,Calao de La Sumba
3232,Rhyticeros undulatus,Wreathed Hornbill,Calao festonne,Calao Gorjinegro
3233,Rhyticeros subruficollis,Plain-pouched Hornbill,Calao a gorge claire,Calao Gorjiclaro
3234,Rhyticeros narcondami,Narcondam Hornbill,Calao de Narcondam,Calao de La Narcondam
3235,Rhyticeros plicatus,Papuan Hornbill,Calao papou,Calao Papu
3236,Upupa epops,Common Hoopoe,Huppe fasciee,Abubilla Comun
3237,Upupa marginata,Madagascar Hoopoe,Huppe de Madagascar,Abubilla Malgache
3238,Phoeniculus purpureus,Green Woodhoopoe,Irrisor moqueur,Abubilla Arborea Verde
3239,Phoeniculus damarensis,Violet Woodhoopoe,Irrisor damara,Abubilla Arborea Violeta
3240,Phoeniculus somaliensis,Black-billed Woodhoopoe,Irrisor a bec noir,Abubilla Arborea Piquinegra
3241,Phoeniculus bollei,White-headed Woodhoopoe,Irrisor a tete blanche,Abubilla Arborea Cabeciblanca
3242,Rhinopomastus castaneiceps,Forest Scimitarbill,NA,NA
3243,Rhinopomastus aterrimus,Black Scimitarbill,Irrisor noir,Abubilla Arborea Negra
3244,Rhinopomastus cyanomelas,Common Scimitarbill,Irrisor namaquois,Abubilla Arborea Cimitarra
3245,Rhinopomastus minor,Abyssinian Scimitarbill,Irrisor a cimeterre,Abubilla Arborea Menor
3246,Nyctyornis amictus,Red-bearded Bee-eater,Guepier a fraise,Abejaruco Barbirrojo
3247,Nyctyornis athertoni,Blue-bearded Bee-eater,Guepier a barbe bleue,Abejaruco Barbiazul
3248,Meropogon forsteni,Purple-bearded Bee-eater,Guepier des Celebes,Abejaruco de Celebes
3249,Merops bullockoides,White-fronted Bee-eater,Guepier a front blanc,Abejaruco Frentiblanco
3250,Merops bulocki,Red-throated Bee-eater,Guepier a gorge rouge,Abejaruco Gorjirrojo
3251,Merops breweri,Black-headed Bee-eater,Guepier a tete noire,Abejaruco Cabecinegro
3252,Merops albicollis,White-throated Bee-eater,Guepier a gorge blanche,Abejaruco Gorjiblanco
3253,Merops revoilii,Somali Bee-eater,Guepier de Revoil,Abejaruco Somali
3254,Merops malimbicus,Rosy Bee-eater,Guepier gris-rose,Abejaruco de Malimba
3255,Merops nubicus,Northern Carmine Bee-eater,Guepier ecarlate,Abejaruco Carmesi Norteno
3256,Merops nubicoides,Southern Carmine Bee-eater,Guepier carmin,Abejaruco Carmesi Sureno
3257,Merops viridissimus,African Green Bee-eater,NA,NA
3258,Merops cyanophrys,Arabian Green Bee-eater,NA,NA
3259,Merops orientalis,Asian Green Bee-eater,Guepier d'Orient,Abejaruco Esmeralda
3260,Merops leschenaulti,Chestnut-headed Bee-eater,Guepier de Leschenault,Abejaruco Cabecirrufo
3261,Merops viridis,Blue-throated Bee-eater,Guepier a gorge bleue,Abejaruco Gorjiazul
3262,Merops americanus,Rufous-crowned Bee-eater,Guepier a gorge verte,Abejaruco Filipino
3263,Merops philippinus,Blue-tailed Bee-eater,Guepier a queue d'azur,Abejaruco Coliazul
3264,Merops superciliosus,Olive Bee-eater,Guepier de Madagascar,Abejaruco Malgache
3265,Merops persicus,Blue-cheeked Bee-eater,Guepier de Perse,Abejaruco Persa
3266,Merops apiaster,European Bee-eater,Guepier d'Europe,Abejaruco Europeo
3267,Merops ornatus,Rainbow Bee-eater,Guepier arc-en-ciel,Abejaruco Australiano
3268,Merops boehmi,Böhm's Bee-eater,Guepier de Böhm,Abejaruco de Böhm
3269,Merops hirundineus,Swallow-tailed Bee-eater,Guepier a queue d'aronde,Abejaruco Golondrina
3270,Merops lafresnayii,Ethiopian Bee-eater,NA,NA
3271,Merops oreobates,Cinnamon-chested Bee-eater,Guepier montagnard,Abejaruco Montano
3272,Merops variegatus,Blue-breasted Bee-eater,Guepier a collier bleu,Abejaruco Variegado
3273,Merops pusillus,Little Bee-eater,Guepier nain,Abejaruco Chico
3274,Merops gularis,Black Bee-eater,Guepier noir,Abejaruco Negro
3275,Merops muelleri,Blue-headed Bee-eater,Guepier a tete bleue,Abejaruco Cabeciazul Oriental
3276,Merops mentalis,Blue-moustached Bee-eater,Guepier a moustaches,Abejaruco Cabeciazul Occidental
3277,Coracias naevius,Purple Roller,Rollier varie,Carraca Coroniparda
3278,Coracias benghalensis,Indian Roller,Rollier indien,Carraca India
