cur_alternate_com_name,sci_name
Cosifa Aligris (nigriceps/tessmanni),Cossypha polioptera nigriceps/tessmanni
Cosifa Aligris (polioptera),Cossypha polioptera polioptera
Cosifa de Rüppell,Cossypha semirufa
Cosifa de Heuglin,Cossypha heuglini
Cosifa de Natal,Cossypha natalensis
Cosifa Bicolor,Cossypha dichroa
Cosifa Cabeciblanca,Cossypha heinrichi
Cosifa Coroninivea,Cossypha niveicapilla
Cosifa Coroniblanca,Cossypha albicapillus
Cossypha sp.,Cossypha sp.
Cosifa Angolena,Xenocopsychus ansorgei
Zorzal Palmero Acollarado,Cichladusa arquata
Zorzal Palmero Colirrufo,Cichladusa ruficauda
Zorzal Palmero Moteado,Cichladusa guttata
Petirrojo Europeo,Erithacus rubecula
Ruisenor Estrellado,Pogonocichla stellata
Ruisenor de Swynnerton,Swynnertonia swynnertoni
Ruisenor de Swynnerton (rodgersi),Swynnertonia swynnertoni rodgersi
Ruisenor de Swynnerton (swynnertoni),Swynnertonia swynnertoni swynnertoni
Alete Pechipardo,Chamaetylas poliocephala
Alete Pechipardo (poliocephala),Chamaetylas poliocephala poliocephala
Alete Pechipardo (hallae),Chamaetylas poliocephala hallae
Alete Pechipardo (compsonota),Chamaetylas poliocephala compsonota
Alete Pechipardo (grupo carruthersi),Chamaetylas poliocephala [carruthersi Group]
Alete Gorjirrojo,Chamaetylas poliophrys
Alete de Cholo,Chamaetylas choloensis
Alete Pechiblanco,Chamaetylas fuelleborni
Petirrojo Selvatico,Stiphrornis erythrothorax
Petirrojo Selvatico (erythrothorax),Stiphrornis erythrothorax erythrothorax
Petirrojo Selvatico (gabonensis),Stiphrornis erythrothorax gabonensis
Petirrojo Selvatico (sanghensis),Stiphrornis erythrothorax sanghensis
Petirrojo Selvatico (pyrrholaemus),Stiphrornis erythrothorax pyrrholaemus
Petirrojo Selvatico (xanthogaster),Stiphrornis erythrothorax xanthogaster
Akelat de Bocage,Sheppardia bocagei
Akelat de Bocage (granti),Sheppardia bocagei granti
Akelat de Bocage (poensis),Sheppardia bocagei poensis
Akelat de Bocage (grupo bocagei),Sheppardia bocagei [bocagei Group]
Akelat Occidental,Sheppardia cyornithopsis
Akelat Ecuatorial,Sheppardia aequatorialis
Akelat de Sharpe,Sheppardia sharpei
Akelat de Gunning,Sheppardia gunningi
Akelat de Gunning (sokokensis),Sheppardia gunningi sokokensis
Akelat de Gunning (montano),Sheppardia gunningi alticola
Akelat de Gunning (de Benson),Sheppardia gunningi bensoni
Akelat de Gunning (gunningi),Sheppardia gunningi gunningi
Akelat de Gabela,Sheppardia gabela
Akelat de Los Usambara,Sheppardia montana
Akelat del Iringa,Sheppardia lowei
Akelat de Rubeho,Sheppardia aurantiithorax
Tordina de Mindanao,Leonardina woodi
Papamoscas Embridado,Vauriella gularis
Papamoscas Insigne,Vauriella insignis
Papamoscas de Negros,Vauriella albigularis
Papamoscas de Mindanao,Vauriella goodfellowi
Alicorto de Celebes,Heinrichia calligyna
Alicorto de Celebes (simplex),Heinrichia calligyna simplex
Alicorto de Celebes (calligyna/picta),Heinrichia calligyna calligyna/picta
Alicorto Ventrirrufo,Brachypteryx hyperythra
Alicorto Estrellado,Brachypteryx stellata
Alicorto Chico,Brachypteryx leucophris
Alicorto del Himalaya,Brachypteryx cruralis
Alicorto Chino,Brachypteryx sinensis
Alicorto del Himalaya/Chino,Brachypteryx cruralis/sinensis
Alicorto Azul,Brachypteryx goodfellowi
Alicorto de Java,Brachypteryx montana
Alicorto de Java (grupo poliogyna),Brachypteryx montana [poliogyna Group]
Alicorto de Mindanao (forma no descrita),Brachypteryx (undescribed submontane Mindanao form)
Alicorto de Java (erythrogyna),Brachypteryx montana erythrogyna
Alicorto de Java (saturata),Brachypteryx montana saturata
Alicorto de Java (montana),Brachypteryx montana montana
Alicorto de Java (floris),Brachypteryx montana floris
Brachypteryx sp.,Brachypteryx sp.
Ruisenor Silbador,Larvivora sibilans
Ruisenor Cabecirrojo,Larvivora ruficeps
Ruisenor Japones,Larvivora akahige
Ruisenor Japones (akahige/rishirensis),Larvivora akahige akahige/rishirensis
Ruisenor Japones (tanensis),Larvivora akahige tanensis
Ruisenor de Okinawa,Larvivora komadori
Ruisenor de Okinawa (komadori/subrufus),Larvivora komadori komadori/subrufus
Ruisenor de Okinawa (namiyei),Larvivora komadori namiyei
Ruisenor Indio,Larvivora brunnea
Ruisenor Azul,Larvivora cyane
Petirrojo de Iran,Irania gutturalis
Ruisenor Ruso,Luscinia luscinia
Ruisenor Comun,Luscinia megarhynchos
Ruisenor Comun (megarhynchos/africana),Luscinia megarhynchos megarhynchos/africana
Ruisenor Comun (golzii),Luscinia megarhynchos golzii
Ruisenor Ruso/Comun,Luscinia luscinia/megarhynchos
Colirrojo Ventriblanco,Luscinia phaenicuroides
Ruisenor Pechiazul,Luscinia svecica
Ruisenor Pechiazul (grupo svecica),Luscinia svecica [svecica Group]
Ruisenor Pechiazul (iberico),Luscinia svecica azuricollis
Ruisenor Pechiazul (cyanecula/namnetum),Luscinia svecica cyanecula/namnetum
Ruisenor Pechiazul (magna),Luscinia svecica magna
Arrenga de Ceilan,Myophonus blighi
Arrenga Brillante,Myophonus melanurus
Arrenga de Java,Myophonus glaucinus
Arrenga Castano,Myophonus castaneus
Arrenga de Borneo,Myophonus borneensis
Arrenga Malayo,Myophonus robinsoni
Arrenga Indio,Myophonus horsfieldii
Arrenga de Formosa,Myophonus insularis
Arrenga Comun,Myophonus caeruleus
Arrenga Comun (caeruleus),Myophonus caeruleus caeruleus
Arrenga Comun (grupo flavirostris),Myophonus caeruleus [flavirostris Group]
Myophonus sp.,Myophonus sp.
Torrentero Chico,Enicurus scouleri
Torrentero Coroniblanco,Enicurus leschenaulti
Torrentero Coroniblanco (grupo frontalis),Enicurus leschenaulti [frontalis Group]
Torrentero Coroniblanco (leschenaulti),Enicurus leschenaulti leschenaulti
Torrentero Coroniblanco (borneensis),Enicurus leschenaulti borneensis
Torrentero Moteado,Enicurus maculatus
Torrentero de La Sonda,Enicurus velatus
Torrentero Capirrufo,Enicurus ruficapillus
Torrentero Dorsinegro,Enicurus immaculatus
Torrentero Dorsigris,Enicurus schistaceus
Torrentero sp.,Enicurus sp.
Ruisenor de David,Calliope pectardens
Ruisenor Gorjinegro,Calliope obscura
Ruisenor Caliope,Calliope calliope
Ruisenor Pechinegro del Himalaya,Calliope pectoralis
Ruisenor Pechinegro Chino,Calliope tschebaiewi
Ruisenor Pechinegro del Himalaya/Chino,Calliope pectoralis/tschebaiewi
Ruisenor Coliblanco,Myiomela leucura
Ruisenor Coliblanco (leucura/montium),Myiomela leucura leucura/montium
Ruisenor Coliblanco (cambodiana),Myiomela leucura cambodiana
Ruisenor de La Sonda,Myiomela diana
Ruisenor de la Sonda (sumatrana),Myiomela diana sumatrana
Ruisenor de la Sonda (diana),Myiomela diana diana
Ruisenor Frentiazul,Cinclidium frontale
Ruisenor Coliazul,Tarsiger cyanurus
Ruisenor del Himalaya,Tarsiger rufilatus
Ruisenor Coliazul/Del Himalaya,Tarsiger cyanurus/rufilatus
Ruisenor Pechirrufo,Tarsiger hyperythrus
Ruisenor Cejudo,Tarsiger indicus
Ruisenor Dorado,Tarsiger chrysaeus
Ruisenor de Formosa,Tarsiger johnstoniae
Ruisenor Cejudo/de Formosa,Tarsiger indicus/johnstoniae
Tarsiger sp.,Tarsiger sp.
Papamoscas Culiamarillo,Ficedula zanthopygia
Papamoscas de Elise,Ficedula elisae
Papamoscas Narciso,Ficedula narcissina
Papamoscas de Las Ryukyu,Ficedula owstoni
Papamoscas Culiamarillo/de Elise/Narciso,Ficedula zanthopygia/elisae/narcissina/owstoni
Papamoscas Narciso/de Las Ryukyu,Ficedula narcissina/owstoni
Papamoscas Mugimaki,Ficedula mugimaki
Papamoscas de Hodgson,Ficedula erithacus
Papamoscas Rufinegro,Ficedula nigrorufa
Papamoscas Tricolor,Ficedula tricolor
Papamoscas Cejiniveo,Ficedula hyperythra
Papamoscas Pigmeo,Ficedula hodgsoni
Papamoscas Gorjirrojo,Ficedula strophiata
Papamoscas Zafiro,Ficedula sapphira
Papamoscas Pio,Ficedula westermanni
Papamoscas Ultramarino,Ficedula superciliaris
Papamoscas Colirrojo,Ficedula ruficauda
Papamoscas Boreal,Ficedula albicilla
Papamoscas de Cachemira,Ficedula subrubra
Papamoscas Papirrojo,Ficedula parva
Papamoscas Boreal/Papirrojo,Ficedula albicilla/parva
Papamoscas Semiacollarado,Ficedula semitorquata
Papamoscas Cerrojillo,Ficedula hypoleuca
Papamoscas Semiacollarado x Cerrojillo (hibrido),Ficedula semitorquata x hypoleuca
Papamoscas del Atlas,Ficedula speculigera
Papamoscas Cerrojillo/Del Atlas,Ficedula hypoleuca/speculigera
Papamoscas Acollarado,Ficedula albicollis
Papamoscas Semiacollarado x Acollarado (hibrido),Ficedula semitorquata x albicollis
Papamoscas Cerrojillo x Acollarado (hibrido),Ficedula hypoleuca x albicollis
Papamoscas Cerrojillo/Acollarado/Semiacollarado,Ficedula hypoleuca/albicollis/semitorquata
Papamoscas de Las Tanimbar,Ficedula riedeli
Papamoscas Pechirrufo,Ficedula dumetoria
Papamoscas de Palawan,Ficedula platenae
Papamoscas Furtivo,Ficedula disposita
Papamoscas Gorjirrufo,Ficedula rufigula
Papamoscas de La Damar,Ficedula henrici
Papamoscas de Buru,Ficedula buruensis
Papamoscas del Lompobattang,Ficedula bonthaina
Papamoscas de Hartert,Ficedula harterti
Papamoscas de Timor,Ficedula timorensis
Papamoscas de Basilan,Ficedula basilanica
Papamoscas de Basilan (samarensis),Ficedula basilanica samarensis
Papamoscas de Basilan (basilanica),Ficedula basilanica basilanica
Papamoscas Criptico,Ficedula crypta
Papamoscas de Luzon,Ficedula luzoniensis
Papamoscas (Ficedula) sp.,Ficedula sp.
Colirrojo Frentiazul,Phoenicurus frontalis
Colirrojo Fuliginoso,Phoenicurus fuliginosus
Colirrojo Bicolor,Phoenicurus bicolor
Colirrojo de Eversmann,Phoenicurus erythronotus
Colirrojo Acuatico,Phoenicurus leucocephalus
Colirrojo de Przewalski,Phoenicurus alaschanicus
Colirrojo Capiazul,Phoenicurus coeruleocephala
Colirrojo Diademado,Phoenicurus moussieri
Colirrojo Real,Phoenicurus phoenicurus
Colirrojo Real (phoenicurus),Phoenicurus phoenicurus phoenicurus
Colirrojo Real (samamisicus),Phoenicurus phoenicurus samamisicus
Colirrojo de Hodgson,Phoenicurus hodgsoni
Colirrojo Gorjiblanco,Phoenicurus schisticeps
Colirrojo de Güldenstädt,Phoenicurus erythrogastrus
Colirrojo Tizon,Phoenicurus ochruros
Colirrojo Tizon (gibraltariensis/aterrimus),Phoenicurus ochruros gibraltariensis/aterrimus
Colirrojo Tizon (grupo ochruros),Phoenicurus ochruros [ochruros Group]
Colirrojo Real x Tizon (hibrido),Phoenicurus phoenicurus x ochruros
Colirrojo Real/Tizon,Phoenicurus phoenicurus/ochruros
Colirrojo Daurico,Phoenicurus auroreus
Colirrojo sp.,Phoenicurus sp.
Roquero Chico,Monticola rufocinereus
Roquero Ventrirrufo,Monticola rufiventris
Roquero Gorjiblanco,Monticola gularis
Roquero Capiazul,Monticola cinclorhyncha
Roquero de Namibia,Monticola brevipes
Roquero de Namibia (brevipes),Monticola brevipes brevipes
Roquero de Namibia (pretoriae),Monticola brevipes pretoriae
Roquero Centinela,Monticola explorator
Roquero de Sharpe,Monticola sharpei
Roquero de Sharpe (erythronotus),Monticola sharpei erythronotus
Roquero de Sharpe (sharpei),Monticola sharpei sharpei
Roquero de Sharpe (bensoni),Monticola sharpei bensoni
Roquero Litoral,Monticola imerina
Roquero Rojo,Monticola saxatilis
Roquero Solitario,Monticola solitarius
Roquero Solitario (grupo solitarius),Monticola solitarius solitarius/longirostris
Roquero Solitario (pandoo),Monticola solitarius pandoo
Roquero Solitario (philippensis),Monticola solitarius philippensis
Roquero Solitario (pandoo x philippensis),Monticola solitarius pandoo x philippensis
Roquero Solitario (madoci),Monticola solitarius madoci
Roquero Angoleno,Monticola angolensis
Roquero de El Cabo,Monticola rupestris
Roquero (Monticola) sp.,Monticola sp.
Tarabilla Nortena,Saxicola rubetra
Colirrojo Real x Tarabilla Nortena (hibrido),Phoenicurus phoenicurus x Saxicola rubetra
Tarabilla de Stoliczka,Saxicola macrorhynchus
Tarabilla de Hodgson,Saxicola insignis
Tarabilla Canaria,Saxicola dacotiae
Tarabilla Europea,Saxicola rubicola
Tarabilla Siberiana,Saxicola maurus
Tarabilla Siberiana (hemprichii),Saxicola maurus hemprichii
Tarabilla Siberiana (grupo maurus),Saxicola maurus [maurus Group]
Tarabilla Siberiana (przewalskii),Saxicola maurus przewalskii
Tarabilla de Hodgson/Siberiana,Saxicola insignis/maurus
Tarabilla Europea/Siberiana,Saxicola rubicola/maurus
Tarabilla del Amur,Saxicola stejnegeri
Tarabilla Siberiana/Del Amur,Saxicola maurus/stejnegeri
Tarabilla Africana,Saxicola torquatus
Tarabilla Africana (grupo torquatus),Saxicola torquatus [torquatus Group]
Tarabilla Africana (albofasciatus),Saxicola torquatus albofasciatus
Tarabilla Africana (sibilla),Saxicola torquatus sibilla
Tarabilla de Reunion,Saxicola tectes
Tarabilla Coliblanca,Saxicola leucurus
Tarabilla Siberiana/Coliblanca,Saxicola maurus/leucurus
Tarabilla Pia,Saxicola caprata
Tarabilla de Jerdon,Saxicola jerdoni
Tarabilla Gris,Saxicola ferreus
Tarabilla de Timor,Saxicola gutturalis
Tarabilla (Saxicola) sp.,Saxicola sp.
Tarabilla Sudafricana,Campicoloides bifasciatus
Colinegro Sudafricano,Emarginata sinuata
Colinegro del Karoo,Emarginata schlegelii
Colinegro Tractrac,Emarginata tractrac
Colinegro Abisinio,Pinarochroa sordida
Colinegro Abisinio (sordida),Pinarochroa sordida sordida
Colinegro Abisinio (ernesti),Pinarochroa sordida ernesti
Colinegro Abisinio (olimotiensis),Pinarochroa sordida olimotiensis
Colinegro Abisinio (hypospodia),Pinarochroa sordida hypospodia
Roquero Imitador,Thamnolaea cinnamomeiventris
Roquero Abisinio,Thamnolaea semirufa
Zorzal Hormiguero Negro,Myrmecocichla nigra
Zorzal Hormiguero Septentrional,Myrmecocichla aethiops
Zorzal Hormiguero Meridional,Myrmecocichla formicivora
Zorzal Hormiguero del Congo,Myrmecocichla tholloni
Collalba Montana,Myrmecocichla monticola
Zorzal Hormiguero de Rüppell,Myrmecocichla melaena
Zorzal Hormiguero de Arnot,Myrmecocichla arnotti
Zorzal Hormiguero de Arnot (harterti),Myrmecocichla arnotti harterti
Zorzal Hormiguero de Arnot (de Arnot),Myrmecocichla arnotti arnotti
Zorzal Hormiguero de Ruaha,Myrmecocichla collaris
Collalba Gris,Oenanthe oenanthe
Collalba Gris (Groenlandia),Oenanthe oenanthe leucorhoa
Collalba Gris (euroasiatica),Oenanthe oenanthe oenanthe/libanotica
Collalba Gris (seebohmi),Oenanthe oenanthe seebohmi
Collalba Capirotada,Oenanthe pileata
Collalba de Botta,Oenanthe bottae
Collalba de Botta (bottae),Oenanthe bottae bottae
Collalba de Botta (frenata),Oenanthe bottae frenata
Collalba Isabel,Oenanthe isabellina
Collalba de Heuglin,Oenanthe heuglini
Collalba Monje,Oenanthe monacha
Collalba Desertica,Oenanthe deserti
Collalba Rubia Occidental,Oenanthe hispanica
Collalba Chipriota,Oenanthe cypriaca
Collalba Rubia Oriental,Oenanthe melanoleuca
Collalba Gris/Rubia Occidental/Rubia Oriental,Oenanthe oenanthe/hispanica/melanoleuca
Collalba Rubia Occidental/Rubia Oriental,Oenanthe hispanica/melanoleuca
Collalba Pia,Oenanthe pleschanka
Collalba Pia (forma Gorjiblanca),Oenanthe pleschanka (vittata form)
Collalba Chipriota/Pia,Oenanthe cypriaca/pleschanka
Collalba Rubia Oriental x Pia (hibrido),Oenanthe melanoleuca x pleschanka
Collalba Rubia Oriental/Pia,Oenanthe melanoleuca/pleschanka
Zorzal Hormiguero Frentiblanco,Oenanthe albifrons
Collalba Somali,Oenanthe phillipsi
Collalba Culirroja,Oenanthe moesta
Colinegro Comun,Oenanthe melanura
Colinegro Familiar,Oenanthe familiaris
Colinegro Sombrio,Oenanthe dubia
Colinegro Pardo,Oenanthe scotocerca
Colinegro Pardo (grupo scotocerca),Oenanthe scotocerca [scotocerca Group]
Colinegro Pardo (spectatrix/validior),Oenanthe scotocerca spectatrix/validior
Colinegro Indio,Oenanthe fusca
Collalba Variable,Oenanthe picata
Collalba Variable (picata),Oenanthe picata picata
Collalba Variable (capistrata),Oenanthe picata capistrata
Collalba Variable (opistholeuca),Oenanthe picata opistholeuca
Collalba Negra,Oenanthe leucura
Collalba de Hume,Oenanthe albonigra
Collalba Yebelica,Oenanthe leucopyga
Collalba Arabica,Oenanthe lugentoides
Collalba Abisinia,Oenanthe lugubris
Collalba de Finsch,Oenanthe finschii
Collalba Nubica,Oenanthe lugens
Collalba Nubica (lugens/persica),Oenanthe lugens lugens/persica
Collalba Nubica (halophila),Oenanthe lugens halophila
Collalba Nubica (warriae),Oenanthe lugens warriae
Collalba Persa,Oenanthe xanthoprymna
Collalba Afgana,Oenanthe chrysopygia
Collalba Persa/Afgana,Oenanthe xanthoprymna/chrysopygia
Collalba sp.,Oenanthe sp.
Zorzal Roquero,Pinarornis plumosus
Muscicapidae sp.,Muscicapidae sp.
Ampelis Europeo,Bombycilla garrulus
Ampelis Americano,Bombycilla cedrorum
Ampelis Europeo/Americano,Bombycilla garrulus/cedrorum
Ampelis Japones,Bombycilla japonica
Ampelis Europeo/Japones,Bombycilla garrulus/japonica
Oo de Kauai,Moho braccatus
Oo de Oahu,Moho apicalis
Oo de Bishop,Moho bishopi
Oo de Hawai,Moho nobilis
Kioea,Chaetoptila angustipluma
Capulinero Negrigualdo,Phainoptila melanoxantha
Capulinero Gris,Ptiliogonys cinereus
Capulinero Colilargo,Ptiliogonys caudatus
Capulinero Negro,Phainopepla nitens
Sigua Palmera,Dulus dominicus
,Hylocitrea bonensis
,Hylocitrea bonensis bonensis
,Hylocitrea bonensis bonthaina
Hipocolio,Hypocolius ampelinus
Mielero Abejaruco de Gurney,Promerops gurneyi
Mielero Abejaruco de El Cabo,Promerops cafer
Tordina de Anteojos,Modulatrix stictigula
Tordina Manchada,Arcanator orostruthus
Tordina de Kakamega,Kakamega poliothorax
Picaflores Olivaceo,Prionochilus olivaceus
Picaflores Moteado,Prionochilus maculatus
Picaflores Carminoso,Prionochilus percussus
Picaflores de Palawan,Prionochilus plateni
Picaflores Culigualdo,Prionochilus xanthopygius
Picaflores Pechiescarlata,Prionochilus thoracicus
Prionochilus sp.,Prionochilus sp.
Picaflores Especulado,Dicaeum dayakorum
Picaflores Culidorado,Dicaeum annae
Picaflores Picogrueso,Dicaeum agile
Picaflores Picogrueso (indio),Dicaeum agile agile/zeylonicum
Picaflores Picogrueso (grupo obsoletum),Dicaeum agile [obsoletum Group]
Picaflores Picogrueso (grupo aeruginosum),Dicaeum agile [aeruginosum Group]
Picaflores Dorsipardo,Dicaeum everetti
Picaflores Bigotudo,Dicaeum proprium
Picaflores Pechiestriado,Dicaeum chrysorrheum
Picaflores Ventrigualdo,Dicaeum melanozanthum
Picaflores Cingales,Dicaeum vincens
Picaflores Flanquigualdo,Dicaeum aureolimbatum
Picaflores de Mindanao,Dicaeum nigrilore
Picaflores Coronado,Dicaeum anthonyi
Picaflores Coronado (anthonyi),Dicaeum anthonyi anthonyi
Picaflores Coronado (kampalili/masawan),Dicaeum anthonyi kampalili/masawan
Picaflores Bicolor,Dicaeum bicolor
Picaflores de Cebu,Dicaeum quadricolor
Picaflores Filipino,Dicaeum australe
Picaflores Pechinegro,Dicaeum haematostictum
Picaflores de Mindoro,Dicaeum retrocinctum
Picaflores Ventrinaranja,Dicaeum trigonostigma
Picaflores Zumbador,Dicaeum hypoleucum
Picaflores Zumbador (obscurum/cagayanense),Dicaeum hypoleucum obscurum/cagayanense
Picaflores Zumbador (pontifex),Dicaeum hypoleucum pontifex
Picaflores Zumbador (hypoleucum/mindanense),Dicaeum hypoleucum hypoleucum/mindanense
Picaflores Piquirrojo,Dicaeum erythrorhynchos
Picaflores Picogrueso/Piquirrojo,Dicaeum agile/erythrorhynchos
Picaflores Liso,Dicaeum concolor
Picaflores Piquirrojo/Liso,Dicaeum erythrorhynchos/concolor
Picaflores Sencillo,Dicaeum minullum
Picaflores de Andaman,Dicaeum virescens
Picaflores Pigmeo,Dicaeum pygmaeum
Picaflores de Nehrkorn,Dicaeum nehrkorni
Picaflores de Halmahera,Dicaeum schistaceiceps
Picaflores Pechirrojo,Dicaeum erythrothorax
Picaflores Cenizo,Dicaeum vulneratum
Picaflores Pectoral,Dicaeum pectorale
Picaflores Capirrojo,Dicaeum geelvinkianum
Picaflores de Las Luisiadas,Dicaeum nitidum
Picaflores de Las Bismarck,Dicaeum eximium
Picaflores de Las Salomon,Dicaeum aeneum
Picaflores de San Cristobal,Dicaeum tristrami
Picaflores Encendido,Dicaeum igniferum
Picaflores de Mauge,Dicaeum maugei
Picaflores Pechofuego,Dicaeum ignipectus
Picaflores Pechofuego (grupo ignipectus),Dicaeum ignipectus [ignipectus Group]
Picaflores Pechofuego (cambodianum),Dicaeum ignipectus cambodianum
Picaflores Pechofuego (grupo luzoniense),Dicaeum ignipectus [luzoniense Group]
Picaflores Pechofuego (beccarii),Dicaeum ignipectus beccarii
Picaflores de Borneo,Dicaeum monticolum
Picaflores de Celebes,Dicaeum celebicum
Picaflores de Celebes (grupo celebicum),Dicaeum celebicum [celebicum Group]
Picaflores de Celebes (kuehni),Dicaeum celebicum kuehni
Picaflores Sangrante,Dicaeum sanguinolentum
Picaflores Sangrante (sanguinolentum/rhodopygiale),Dicaeum sanguinolentum sanguinolentum/rhodopygiale
Picaflores Sangrante (wilhelminae),Dicaeum sanguinolentum wilhelminae
Picaflores Sangrante (hanieli),Dicaeum sanguinolentum hanieli
