"","French.name"
"9032","Monticole rougequeue"
"9034","Monticole angolais"
"9035","Monticole rocar"
"9036","Tarier de Jerdon"
"9037","Tarier gris"
"9038","Tarier a gorge blanche"
"9039","Tarier des pres"
"9040","Tarier de Stoliczka"
"9041","Tarier de Hodgson"
"9042","Tarier pie"
"9043","Tarier a queue blanche"
"9044","Tarier des Canaries"
"9045","Tarier d'Afrique"
"9046","Tarier de La Reunion"
"9047","Tarier bifascie"
"9048","Traquet du Karoo"
"9049","Traquet aile-en-faux"
"9050","Traquet tractrac"
"9051","Traquet afroalpin"
"9052","Traquet a ventre roux"
"9053","Traquet commandeur"
"9054","Traquet brun"
"9055","Traquet du Congo"
"9056","Traquet fourmilier"
"9057","Traquet montagnard"
"9058","Traquet de Rüppell"
"9059","Traquet d'Arnot"
"9060","Traquet motteux"
"9062","Traquet du Cap"
"9064","Traquet a poitrine rousse"
"9066","Traquet isabelle"
"9067","Traquet a capuchon"
"9068","Traquet du desert"
"9069","Traquet oreillard"
"9070","Traquet de Chypre"
"9071","Traquet pie"
"9072","Traquet a front blanc"
"9073","Traquet de Somalie"
"9074","Traquet a tete grise"
"9075","Traquet a queue noire"
"9076","Traquet familier"
"9077","Traquet a queue brune"
"9078","Traquet sombre"
"9079","Traquet bistre"
"9080","Traquet variable"
"9081","Traquet rieur"
"9082","Traquet a tete blanche"
"9083","Traquet de Hume"
"9084","Traquet de Finsch"
"9085","Traquet deuil"
"9086","Traquet a queue rousse"
"9087","Traquet kurde"
"9088","Rochassier des eboulis"
"9090","Roitelet a couronne doree"
"9091","Roitelet de Taiwan"
"9092","Roitelet huppe"
"9093","Roitelet de Madere"
"9094","Roitelet triple-bandeau"
"9095","Esclave palmiste"
"9096","Hypocolius gris"
"9097","Hylocitrin a flancs jaunes"
"9099","Jaseur boreal"
"9100","Jaseur du Japon"
"9101","Jaseur d'Amerique"
"9102","Phenoptile noir et jaune"
"9103","Phenopeple luisant"
"9104","Ptilogon cendre"
"9105","Ptilogon a longue queue"
"9106","elachure tachetee"
"9107","Promerops du Cap"
"9108","Promerops de Gurney"
"9109","Modulatrice grivelee"
"9110","Modulatrice a lunettes"
"9111","Kakameg a poitrine grise"
"9112","Irene vierge"
"9114","Irene a ventre bleu"
"9115","Verdin de Sumatra"
"9116","Verdin de Sonnerat"
"9117","Verdin barbe-bleue"
"9118","Verdin de Palawan"
"9119","Verdin a ailes jaunes"
"9120","Verdin a front d'or"
"9121","Verdin a front bleu"
"9122","Verdin de Jerdon"
"9123","Verdin de Hardwicke"
"9125","Verdin de Borneo"
"9127","Verdin a tete jaune"
"9128","Dicee olive"
"9129","Dicee tachete"
"9130","Dicee a poitrine ecarlate"
"9131","Dicee a croupion jaune"
"9132","Dicee poignarde"
"9133","Dicee de Palawan"
"9134","Dicee a ventre jaune"
"9135","Dicee cul-d'or"
"9136","Dicee de Ceylan"
"9137","Dicee de la Sonde"
"9138","Dicee a lunettes"
"9139","Dicee a bec epais"
"9140","Dicee d'Everett"
"9141","Dicee a poitrine grise"
"9142","Dicee couronne"
"9144","Dicee bicolore"
"9145","Dicee a flancs jaunes"
"9146","Dicee a ventre orange"
"9147","Dicee des Philippines"
"9148","Dicee a poitrine noire"
"9149","Dicee de Mindoro"
"9150","Dicee quadricolore"
"9151","Dicee a ventre blanc"
"9152","Dicee a calotte olive"
"9153","Dicee a bec rouge"
"9154","Dicee concolore"
"9155","Dicee olivatre"
"9156","Dicee pygmee"
"9157","Dicee a tete rouge"
"9158","Dicee d'Halmahera"
"9159","Dicee a gorge blanche"
"9160","Dicee cendre"
"9161","Dicee a plastron"
"9162","Dicee sanglant"
"9165","Dicee a dos rouge"
"9166","Dicee a tete ecarlate"
"9167","Dicee porte-flamme"
"9168","Dicee de Mauge"
"9169","Dicee des Celebes"
"9170","Dicee de Borneo"
"9171","Dicee a gorge feu"
"9175","Dicee des Salomon"
"9176","Dicee des Bismarck"
"9177","Dicee de San Cristobal"
"9178","Dicee de Louisiade"
"9181","Dicee hirondelle"
"9182","Dicee de Geelvink"
"9183","Arachnothere a bec epais"
"9184","Arachnothere a long bec"
"9185","Petit Arachnothere"
"9186","Arachnothere pale"
"9187","Arachnothere flamme"
"9188","Arachnothere de Whitehead"
"9189","Arachnothere a face nue"
"9190","Arachnothere a joues jaunes"
"9191","Grand Arachnothere"
"9192","Arachnothere a lunettes"
"9193","Arachnothere a poitrine grise"
"9194","Arachnothere modeste"
"9196","Souimanga a joues rubis"
"9197","Souimanga de Fraser"
"9198","Souimanga a tete grise"
"9199","Souimanga de Reichenow"
"9200","Souimanga d'Anchieta"
"9201","Souimanga modeste"
"9202","Souimanga a gorge brune"
"9203","Souimanga a gorge grise"
"9204","Souimanga a gorge rouge"
"9205","Souimanga brun"
"9206","Souimanga violet"
"9207","Souimanga du Kenya"
"9208","Souimanga des Uluguru"
"9209","Souimanga a queue violette"
"9210","Souimanga de Seimund"
"9211","Souimanga a bec droit"
"9213","Souimanga a col rouge"
"9214","Souimanga a collier"
"9215","Souimanga pygmee"
"9216","Souimanga du Nil"
"9217","Souimanga d'Amani"
"9218","Souimanga de Reichenbach"
"9219","Souimanga de Hartlaub"
"9220","Souimanga de Newton"
"9221","Souimanga de Sao Tome"
"9222","Souimanga orange"
"9223","Souimanga a tete verte"
"9224","Souimanga de Bannerman"
"9225","Souimanga a gorge bleue"
"9226","Souimanga a tete bleue"
"9227","Souimanga d'Aline"
"9228","Souimanga olivatre"
"9230","Souimanga d'Adelbert"
"9231","Souimanga carmelite"
"9232","Souimanga a gorge verte"
"9233","Souimanga amethyste"
"9234","Souimanga a poitrine rouge"
"9235","Souimanga de Hunter"
"9236","Souimanga de Socotra"
"9237","Souimanga a croupion pourpre"
"9238","Souimanga menu"
"9239","Souimanga de Hasselt"
"9240","Souimanga a gorge amethyste"
"9242","Souimanga satine"
"9243","Souimanga de Macklot"
"9244","Souimanga de Bocage"
"9245","Souimanga a ventre pourpre"
"9246","Souimanga tacazze"
"9247","Souimanga bronze"
"9248","Souimanga malachite"
"9249","Souimanga de Johnston"
"9250","Souimanga a ailes dorees"
"9251","Souimanga a ventre olive"
"9252","Souimanga minule"
"9253","Souimanga de Pinto"
"9254","Souimanga du miombo"
"9255","Souimanga chalybe"
"9256","Souimanga de Neergaard"
"9257","Souimanga a plastron rouge"
"9258","Souimanga de Stuhlmann"
"9259","Souimanga de Prigogine"
"9260","Souimanga d'Angola"
"9261","Souimanga de Preuss"
"9262","Souimanga royal"
"9263","Souimanga de Rockefeller"
"9264","Souimanga du Kilimandjaro"
"9265","Souimanga des Usambara"
"9266","Souimanga de Fülleborn"
"9267","Souimanga de Moreau"
"9268","Souimanga de Loveridge"
"9269","Souimanga a longue queue"
"9271","Souimanga du Marico"
"9272","Souimanga de Shelley"
"9273","Souimanga du Congo"
"9274","Souimanga a ceinture rouge"
"9275","Souimanga nectarin"
"9276","Souimanga bifascie"
"9277","Souimanga du Tsavo"
"9278","Souimanga a poitrine violette"
"9279","Souimanga de Pemba"
"9280","Souimanga de Bouvier"
"9281","Souimanga de Palestine"
"9282","Souimanga brillant"
"9284","Souimanga eclatant"
"9285","Souimanga de Johanna"
"9286","Souimanga superbe"
"9287","Souimanga a ailes rousses"
"9288","Souimanga d'Oustalet"
"9289","Souimanga a ventre blanc"
"9290","Souimanga a ventre jaune"
"9291","Souimanga fuligineux"
"9292","Souimanga d'Ursula"
"9293","Souimanga de Bates"
"9294","Souimanga cuivre"
"9295","Souimanga asiatique"
"9296","Souimanga a dos vert"
"9298","Souimanga de Sumba"
"9299","Souimanga de Timor"
"9300","Souimanga malgache"
"9301","Souimanga de Humblot"
"9302","Souimanga d'Anjouan"
"9303","Souimanga de Mayotte"
"9304","Souimanga des Seychelles"
"9307","Souimanga angaladian"
"9308","Souimanga de Loten"
"9309","Souimanga des Sangihe"
"9310","Souimanga queue-de-feu"
"9311","Souimanga sombre"
"9312","Souimanga a queue verte"
"9313","Souimanga de Gould"
"9314","Souimanga de Temminck"
"9315","Souimanga ecarlate"
"9316","Souimanga de Palawan"
"9317","Souimanga de Vigors"
"9318","Souimanga siparaja"
"9319","Souimanga magnifique"
"9320","Souimanga montagnard"
"9321","Souimanga flamboyant"
"9322","Souimanga de Steere"
"9323","Souimanga oreillard"
"9324","Souimanga de Java"
"9326","Souimanga de Christina"
"9327","Souimanga de Lina"
"9328","Souimanga de Hachisuka"
"9329","Souimanga de Bolton"
"9330","Accenteur de l'Himalaya"
"9331","Accenteur alpin"
"9332","Accenteur immacule"
"9333","Accenteur rougegorge"
"9334","Accenteur a poitrine rousse"
"9335","Accenteur brun"
"9336","Accenteur de Koslov"
"9337","Accenteur du Japon"
"9338","Accenteur montanelle"
"9339","Accenteur mouchet"
"9340","Accenteur a gorge noire"
"9341","Accenteur de Radde"
"9342","Fauvine des pins"
"9343","Bruselin de Przewalski"
"9344","Alecto a bec blanc"
"9345","Alecto a bec rouge"
"9346","Alecto a tete blanche"
"9347","Mahali a sourcils blancs"
"9348","Mahali a calotte marron"
"9349","Mahali de Donaldson"
"9350","Mahali a dos roux"
"9351","Histurgopse a queue rouge"
"9352","Sporopipe squameux"
"9353","Sporopipe quadrille"
"9354","Republicain d'Arnaud"
"9355","Republicain de Cabanis"
"9356","Republicain social"
"9357","Amblyospize a front blanc"
"9358","Travailleur cardinal"
"9359","Travailleur a tete rouge"
"9360","Travailleur a bec rouge"
"9361","Euplecte vorabe"
"9362","Euplecte a diademe"
"9363","Euplecte dore"
"9364","Euplecte de Gierow"
"9365","Euplecte monseigneur"
"9366","Euplecte franciscain"
"9367","Euplecte ignicolore"
"9368","Euplecte de Zanzibar"
"9369","Euplecte veuve-noire"
"9371","Euplecte a croupion jaune"
"9372","Euplecte a dos d'or"
"9373","Euplecte a epaules orangees"
"9374","Euplecte a epaules blanches"
"9375","Euplecte des marais"
"9376","Euplecte de Jackson"
"9377","Euplecte montagnard"
"9378","Euplecte a longue queue"
"9379","Foudi rouge"
"9380","Foudi d'Aldabra"
"9382","Foudi des Comores"
"9383","Foudi de foret"
"9384","Foudi de Maurice"
"9385","Foudi des Seychelles"
"9386","Foudi de Rodrigues"
"9387","Brachycope du Congo"
"9388","Tisserin baglafecht"
"9389","Tisserin de Bannerman"
"9390","Tisserin de Bates"
"9391","Tisserin a menton noir"
"9392","Tisserin de Bertram"
"9393","Tisserin de Pelzeln"
"9394","Tisserin a bec grele"
"9395","Tisserin minule"
"9396","Tisserin a lunettes"
"9398","Tisserin a cou noir"
"9399","Tisserin de montagne"
"9400","Tisserin a tete jaune"
"9401","Tisserin du Cap"
"9402","Tisserin de Bocage"
"9403","Tisserin jaune"
"9404","Tisserin safran"
"9405","Tisserin orange"
"9406","Tisserin masque"
"9407","Tisserin palmiste"
"9408","Tisserin de Taveta"
"9409","Tisserin de Principe"
"9410","Tisserin a gorge noire"
"9411","Tisserin a gorge brune"
"9412","Tisserin de Burnier"
"9413","Tisserin de Rüppell"
"9414","Tisserin du Nil"
"9415","Tisserin intermediaire"
"9416","Tisserin a tete rousse"
"9418","Tisserin du Katanga"
"9419","Tisserin de Ruwet"
"9420","Tisserin de Reichard"
"9421","Tisserin vitellin"
"9422","Tisserin de Speke"
"9423","Tisserin de Fox"
"9424","Tisserin gendarme"
"9425","Tisserin geant"
"9427","Tisserin noir"
"9428","Tisserin de Weyns"
"9429","Tisserin de Clarke"
"9430","Tisserin de Salvadori"
"9431","Tisserin a tete noire"
"9432","Tisserin a dos d'or"
"9433","Tisserin cannelle"
"9434","Tisserin roux"
"9435","Tisserin a nuque d'or"
"9436","Tisserin tricolore"
"9437","Tisserin de Maxwell"
"9438","Tisserin nelicourvi"
"9439","Tisserin sakalave"
"9440","Tisserin dore"
"9442","Tisserin du Bengale"
"9443","Tisserin manyar"
"9444","Tisserin baya"
"9445","Tisserin de Finn"
"9446","Tisserin bicolore"
"9447","Tisserin de Preuss"
"9448","Tisserin a cape jaune"
"9449","Tisserin a tete olive"
"9450","Tisserin des Usambara"
"9451","Tisserin a cape brune"
"9452","Tisserin malimbe"
"9453","Tisserin de Sao Tome"
"9454","Tisserin a pieds jaunes"
"9455","Malimbe couronne"
"9456","Malimbe de Cassin"
"9457","Malimbe de Rachel"
"9458","Malimbe de Ballmann"
"9459","Malimbe a queue rouge"
"9460","Malimbe d'Ibadan"
"9461","Malimbe a bec bleu"
"9462","Malimbe a tete rouge"
"9463","Malimbe a ventre rouge"
"9464","Malimbe huppe"
"9466","Anaplecte ecarlate"
"9468","Amarante a ventre noir"
"9469","Amarante pointe"
"9470","Amarante nitidule"
"9471","Amarante du Senegal"
"9472","Amarante des rochers"
"9473","Amarante de Reichenow"
"9474","Amarante de Jameson"
"9475","Amarante de Kulikoro"
"9476","Amarante fonce"
"9479","Amarante masque"
"9480","Senegali brun"
"9481","Beaumarquet a bec rouge"
"9482","Beaumarquet aurore"
"9483","Beaumarquet a dos jaune"
"9484","Beaumarquet a ailes jaunes"
"9485","Beaumarquet melba"
"9486","Senegali de Verreaux"
"9487","Senegali enflamme"
"9488","Senegali a ventre noir"
"9489","Senegali sombre"
"9490","Cordonbleu grenadin"
"9491","Cordonbleu violace"
"9492","Cordonbleu d'Angola"
"9493","Cordonbleu a joues rouges"
"9494","Cordonbleu cyanocephale"
"9495","Becbleu de Grant"
"9496","Becbleu sanguin"
"9497","Becbleu a tete rouge"
"9498","Pyreneste ponceau"
"9499","Pyreneste gros-bec"
"9500","Petit Pyreneste"
"9504","Astrild du Niger"
"9505","Astrild a poitrine fauve"
"9506","Astrild a joues orange"
"9507","Astrild a croupion rose"
"9508","Astrild barbe-rousse"
"9509","Astrild cendre"
"9510","Astrild ondule"
"9511","Astrild a masque noir"
"9512","Astrild nonnette"
"9513","Astrild a tete noire"
"9514","Astrild de Kandt"
"9517","Astrild vert"
"9518","Astrild de Reichenow"
"9519","Astrild de Salvadori"
"9520","Astrild de Jackson"
"9521","Astrild de Shelley"
"9522","Astrild de Bocage"
"9523","Astrild a joues noires"
"9524","Astrild a ventre jaune"
"9525","Dos-vert a tete noire"
"9526","Dos-vert a collier"
"9528","Nigrette a ventre blanc"
"9529","Nigrette a ventre roux"
"9530","Nigrette a front jaune"
"9531","Nigrette a calotte grise"
"9532","Parmoptile a gorge rousse"
"9533","Parmoptile a front rouge"
"9534","Parmoptile de Jameson"
"9535","Amadine a tete rouge"
"9536","Amadine cou-coupe"
"9537","Astrild-caille a lunettes"
"9538","Bengali rouge"
"9539","Bengali vert"
"9540","Bengali zebre"
"9541","Astrild-caille a gorge rouge"
"9542","Capucin nonnette"
"9543","Capucin bicolore"
"9544","Capucin pie"
"9546","Capucin de Madagascar"
"9547","Capucin bec-d'argent"
"9548","Capucin bec-de-plomb"
"9549","Capucin domino"
"9550","Capucin javanais"
"9551","Capucin sombre"
"9552","Capucin jacobin"
"9553","Capucin damier"
"9554","Capucin a ventre roux"
"9555","Capucin a ventre blanc"
"9558","Capucin colore"
"9559","Capucin a dos marron"
"9560","Capucin a tete noire"
"9561","Capucin marron"
"9562","Capucin a tete blanche"
"9563","Capucin pale"
"9564","Grand Capucin"
"9565","Capucin des Arfak"
"9566","Capucin gris"
"9567","Capucin de Nevermann"
"9568","Capucin a capuchon"
"9569","Capucin de Nouvelle-Irlande"
"9570","Capucin de Hunstein"
"9571","Capucin a croupion jaune"
"9572","Capucin donacole"
"9573","Capucin noir"
"9574","Capucin a poitrine noire"
"9575","Capucin des montagnes"
"9576","Capucin des Maoke"
"9577","Capucin de Nouvelle-Bretagne"
"9580","Capucin a poitrine blanche"
"9581","Diamant queue-de-feu"
"9582","Diamant ocule"
"9583","Diamant a gouttelettes"
"9584","Diamant des montagnes"
"9585","Diamant peint"
"9586","Diamant a cinq couleurs"
"9587","Diamant phaeton"
"9591","Diamant masque"
"9592","Diamant a longue queue"
"9593","Diamant a bavette"
"9594","Diamant mandarin"
"9597","Diamant a queue verte"
"9598","Diamant quadricolore"
"9599","Diamant de Luçon"
"9600","Diamant azuvert"
"9601","Diamant de Mindanao"
"9602","Diamant de Kittlitz"
"9603","Diamant de Nouvelle-Guinee"
"9604","Diamant psittaculaire"
"9605","Diamant vert-bleu"
"9606","Diamant de Peal"
"9607","Diamant a bec rose"
"9608","Diamant de Gould"
"9609","Veuve dominicaine"
"9610","Veuve de paradis"
"9611","Veuve de Chapin"
"9612","Veuve a collier d'or"
"9613","Veuve nigeriane"
"9614","Veuve metallique"
"9615","Veuve royale"
"9616","Veuve de Fischer"
"9617","Veuve du Togo"
"9618","Combassou de Wilson"
"9619","Combassou barka"
"9620","Combassou du Jos"
"9621","Combassou du Cameroun"
"9622","Combassou du Nigeria"
"9623","Combassou jambandou"
"9624","Combassou de Codrington"
"9625","Combassou noir"
"9626","Combassou du Senegal"
"9627","Combassou violace"
"9628","Anomalospize parasite"
"9629","Moineau des saxaouls"
"9630","Moineau domestique"
"9631","Moineau cisalpin"
"9632","Moineau espagnol"
"9633","Moineau du Sind"
"9634","Moineau de Somalie"
"9635","Moineau rutilant"
"9636","Moineau flaveole"
"9637","Moineau de la mer Morte"
"9638","Moineau du Cap-Vert"
"9639","Grand Moineau"
"9640","Moineau de Socotra"
"9641","Moineau d'Abd-al-Kuri"
"9642","Moineau du Kordofan"
"9643","Moineau de Shelley"
"9644","Moineau roux"
"9645","Moineau melanure"
"9646","Moineau de Swainson"
"9647","Moineau perroquet"
"9648","Moineau swahili"
"9649","Moineau gris"
"9650","Moineau sud-africain"
"9651","Moineau blanc"
"9652","Moineau de Zarudny"
"9653","Moineau friquet"
"9654","Moineau dore"
"9655","Moineau d'Arabie"
"9656","Moineau d'Emin"
"9657","Moineau pale"
"9658","Moineau soulcie"
"9659","Moineau bride"
"9660","Petit Moineau"
"9661","Moineau a point jaune"
"9662","Moineau a gorge jaune"
"9663","Niverolle d'Henri"
"9664","Niverolle alpine"
"9665","Niverolle du Tibet"
"9671","Ibon cannelle"
"9672","Bergeronnette de foret"
"9673","Pipit de Sokoke"
"9674","Pipit a queue courte"
"9675","Pipit cafre"
"9676","Pipit de la Petchora"
"9677","Pipit des arbres"
"9678","Pipit a dos olive"
"9679","Pipit a gorge rousse"
"9680","Pipit rose"
"9681","Pipit d'Amerique"
"9682","Pipit farlouse"
"9683","Pipit spioncelle"
"9684","Pipit maritime"
"9685","Pipit a plastron"
"9686","Pipit jaunatre"
"9687","Pipit du Perou"
"9688","Pipit du Chaco"
"9689","Pipit de Sprague"
"9690","Pipit de Hellmayr"
"9691","Pipit du paramo"
"9692","Pipit ocre"
"9693","Pipit correndera"
"9694","Pipit antarctique"
"9695","Pipit montagnard"
"9696","Pipit des Nilgiri"
"9697","Pipit alticole"
"9698","Pipit des rochers"
"9699","Pipit de Sundevall"
"9700","Pipit de Richard"
"9701","Pipit rousset"
"9702","Pipit austral"
"9703","Pipit forestier"
"9704","Pipit de Godlewski"
"9705","Pipit a dos uni"
"9706","Pipit de Berthelot"
"9707","Pipit rousseline"
"9708","Pipit africain"
"9709","Pipit du Vaal"
"9710","Pipit a long bec"
"9711","Pipit de Malindi"
"9712","Pipit a longues pattes"
"9713","Pipit de Nouvelle-Guinee"
"9714","Madanga a gorge rousse"
"9715","Sentinelle d'Abyssinie"
"9716","Sentinelle de Fülleborn"
"9717","Sentinelle du Cap"
"9718","Sentinelle a gorge jaune"
"9719","Sentinelle doree"
"9720","Sentinelle a gorge rose"
"9721","Sentinelle de Grimwood"
"9723","Pipit a gorge jaune"
"9724","Pipit dore"
"9725","Bergeronnette malgache"
"9726","Bergeronnette a longue queue"
"9727","Bergeronnette du Cap"
"9728","Bergeronnette printaniere"
"9729","Bergeronnette pie"
"9730","Bergeronnette des ruisseaux"
"9731","Bergeronnette citrine"
"9732","Bergeronnette de Beringie"
"9733","Bergeronnette indienne"
"9734","Bergeronnette du Mekong"
"9735","Bergeronnette du Japon"
"9736","Bergeronnette grise"
"9738","Pinson des arbres"
"9739","Pinson bleu"
"9740","Pinson de Grande Canarie"
"9741","Pinson du Nord"
"9742","Organiste a col jaune"
"9743","Organiste a nuque bleue"
"9744","Organiste a ventre brun"
"9745","Organiste a calotte bleue"
"9746","Organiste a sourcils jaunes"
"9747","Organiste de Jamaique"
"9748","Organiste plombe"
"9749","Organiste de brousse"
"9750","Organiste a calotte jaune"
"9751","Organiste chlorotique"
"9752","Organiste de Trinidad"
"9753","Organiste du Magdalena"
"9754","Organiste a calotte d'or"
"9755","Organiste de Finsch"
"9756","Organiste teite"
"9757","Organiste a bec epais"
"9758","Organiste a gorge jaune"
"9759","Organiste chalybe"
"9765","Organiste cul-roux"
"9766","Organiste mouchete"
"9767","Organiste olive"
