"","French.name"
"8052","Zosterops bride"
"8053","Zosterops hypolais"
"8054","Zosterops de Lifu"
"8055","Zosterops a poitrine blanche"
"8056","Zosterops des Samoa"
"8057","Zosterops a bec fin"
"8058","Zosterops minute"
"8059","Zosterops a dos vert"
"8060","Zosterops de Rennell"
"8061","Timalie a gorge rousse"
"8062","Timalie des Mishmi"
"8063","Timalie troglodyte"
"8064","Timalie chocolat"
"8065","Timalie d'Oates"
"8066","Timalie de Bingham"
"8067","Timalie de Kinnear"
"8068","Timalie a longue queue"
"8069","Pomatorhin a bec rouge"
"8070","Pomatorhin a bec corail"
"8072","Pomatorhin a bec fin"
"8073","Pomatorhin de Horsfield"
"8074","Pomatorhin de Ceylan"
"8075","Pomatorhin a tete ardoise"
"8076","Pomatorhin a dos marron"
"8077","Pomatorhin a col roux"
"8078","Pomatorhin de Taiwan"
"8079","Pomatorhin a long bec"
"8080","Pomatorhin a joues rousses"
"8081","Pomatorhin de McClelland"
"8082","Pomatorhin chanteur"
"8083","Pomatorhin de Swinhoe"
"8084","Pomatorhin tachete"
"8085","Timalie a poitrine blanche"
"8086","Timalie a gorge noire"
"8087","Timalie maculee"
"8088","Timalie a tete rayee"
"8089","Timalie a gros bec"
"8090","Timalie de Robert"
"8091","Timalie a tete grise"
"8092","Timalie oreillarde"
"8093","Timalie de Herbert"
"8094","Timalie de Nonggang"
"8095","Timalie a cou tachete"
"8096","Timalie d'Austen"
"8097","Timalie a col blanc"
"8098","Timalie a ventre roux"
"8099","Timalie coiffee"
"8100","Timalie a gorge striee"
"8101","Timalie de Borneo"
"8102","Timalie a face grise"
"8104","Timalie de Kelley"
"8105","Timalie brune"
"8106","Timalie chamasa"
"8107","Timalie doree"
"8108","Timalie a ailes rousses"
"8110","Timalie perlee"
"8111","Timalie a bec rouge"
"8112","Timalie de Blyth"
"8113","Timalie a front roux"
"8114","Akalat affin"
"8115","Akalat a gorge blanche"
"8116","Akalat a calotte maillee"
"8117","Akalat geant"
"8118","Akalat de Palawan"
"8119","Akalat moustachu"
"8120","Gampsorin a tete blanche"
"8121","Gampsorin a collier"
"8122","Pseudominla de Gould"
"8123","Pseudominla a calotte rouille"
"8124","Pseudominla a gorge rousse"
"8125","Pseudominla a gorge jaune"
"8126","Pseudominla a tete marron"
"8127","Pseudominla de Kloss"
"8128","Pseudominla a front jaune"
"8129","Laticille de Burnes"
"8130","Laticille des marais"
"8131","Akalat brun"
"8132","Akalat a poitrine blanche"
"8134","Akalat montagnard"
"8135","Akalat a tete noire"
"8136","Akalat a poitrine ecaillee"
"8137","Akalat a dos roux"
"8138","Akalat de Puvel"
"8139","Akalat a ailes rousses"
"8140","Akalat a poitrine tachetee"
"8142","Akalat a calotte noire"
"8143","Akalat a calotte brune"
"8144","Akalat des marais"
"8145","Akalat a gorge tachetee"
"8146","Leonardie de Wood"
"8147","Akalat strie"
"8148","Akalat d'Abbott"
"8149","Akalat de Horsfield"
"8150","Akalat a sourcils noirs"
"8151","Grande Turdinule"
"8152","Turdinule a gorge noire"
"8153","Turdinule marbree"
"8154","Turdinule de Borneo"
"8155","Turdinule des Philippines"
"8156","Turdinule de Palawan"
"8157","Petite Turdinule"
"8158","Grande Graminicole"
"8159","Graminicole de Chine"
"8160","Alcippe brun"
"8161","Alcippe de Grote"
"8162","Alcippe a joues brunes"
"8163","Alcippe du Nepal"
"8164","Alcippe a joues grises"
"8165","Alcippe bride"
"8166","Alcippe de Java"
"8167","Grammatoptile strie"
"8168","Cutie du Nepal"
"8169","Cutie de Le Gallen"
"8170","Craterope gris"
"8171","Craterope roussatre"
"8172","Craterope strie"
"8173","Craterope indien"
"8174","Craterope d'Irak"
"8175","Craterope ecaille"
"8176","Craterope fauve"
"8177","Craterope rubigineux"
"8178","Craterope d'Aylmer"
"8186","Craterope de Sharpe"
"8187","Craterope masque"
"8188","Craterope ombre"
"8189","Craterope a tete noire"
"8190","Craterope a tete blanche"
"8191","Craterope brun"
"8192","Craterope fleche"
"8193","Craterope maille"
"8194","Craterope a croupion blanc"
"8195","Craterope de Hartlaub"
"8196","Craterope de Hinde"
"8197","Craterope bigarre"
"8198","Craterope bicolore"
"8199","Craterope a joues nues"
"8200","Garrulaxe hoamy"
"8201","Garrulaxe de Taiwan"
"8202","Garrulaxe a poitrine tachetee"
"8203","Garrulaxe du Langbian"
"8204","Garrulaxe a front roux"
"8205","Garrulaxe a collier"
"8206","Garrulaxe a huppe blanche"
"8207","Garrulaxe bicolore"
"8208","Garrulaxe mantele"
"8209","Garrulaxe de Millet"
"8210","Garrulaxe de Maës"
"8211","Garrulaxe de Hainan"
"8212","Garrulaxe bruyant"
"8213","Garrulaxe du Cambodge"
"8214","Garrulaxe modeste"
"8215","Garrulaxe d'Austen"
"8216","Garrulaxe ecaille"
"8217","Garrulaxe barre"
"8218","Garrulaxe du Bhoutan"
"8219","Garrulaxe flamme"
"8220","Garrulaxe varie"
"8221","Garrulaxe a face noire"
"8222","Garrulaxe du Morrison"
"8223","Garrulaxe d'Elliot"
"8224","Garrulaxe d'Henri"
"8225","Garrulaxe a queue rouge"
"8226","Garrulaxe elegant"
"8227","Garrulaxe a tete rousse"
"8228","Garrulaxe d'Assam"
"8229","Garrulaxe de Blyth"
"8230","Garrulaxe du Ngoc Linh"
"8231","Garrulaxe de Malaisie"
"8232","Garrulaxe de Yersin"
"8233","Garrulaxe de Fairbank"
"8234","Garrulaxe du Travancore"
"8235","Garrulaxe de Jerdon"
"8236","Garrulaxe des Nilgiri"
"8237","Garrulaxe oreillard"
"8238","Garrulaxe a longue queue"
"8239","Garrulaxe superbe"
"8240","Garrulaxe casque"
"8241","Garrulaxe a tete noire"
"8242","Garrulaxe de Desgodins"
"8243","Garrulaxe gris"
"8244","Leiothrix a joues argent"
"8246","Leiothrix jaune"
"8247","Leioptile a dos marron"
"8248","Minla a queue rousse"
"8249","Garrulaxe a ailes rouges"
"8250","Garrulaxe de Rippon"
"8251","Garrulaxe des Buguns"
"8252","Garrulaxe de l'Omei"
"8253","Garrulaxe de Steere"
"8260","Actinodure d'Egerton"
"8261","Actinodure de Ramsay"
"8263","Actinodure a calotte noire"
"8264","Crocias du Langbian"
"8265","Crocias tachete"
"8266","Grimpereau du Sichuan"
"8267","Grimpereau du Nepal"
"8268","Grimpereau discolore"
"8269","Grimpereau du Manipur"
"8270","Grimpereau de l'Himalaya"
"8271","Grimpereau des jardins"
"8272","Grimpereau brun"
"8273","Grimpereau de Hodgson"
"8274","Grimpereau des bois"
"8275","Sittelle torchepot"
"8277","Sittelle des Naga"
"8278","Sittelle du Cachemire"
"8279","Sittelle indienne"
"8280","Sittelle de Blyth"
"8281","Sittelle d'Indochine"
"8282","Sittelle de l'Himalaya"
"8283","Sittelle du Victoria"
"8284","Sittelle pygmee"
"8285","Sittelle a tete brune"
"8286","Sittelle des Bahamas"
"8287","Sittelle corse"
"8288","Sittelle kabyle"
"8289","Sittelle de Krüper"
"8290","Sittelle du Yunnan"
"8291","Sittelle a poitrine rousse"
"8292","Sittelle de Chine"
"8293","Sittelle a joues blanches"
"8294","Sittelle de Przewalski"
"8295","Sittelle a poitrine blanche"
"8296","Sittelle de Neumayer"
"8297","Sittelle des rochers"
"8298","Sittelle veloutee"
"8299","Sittelle a bec jaune"
"8300","Sittelle des Philippines"
"8301","Sittelle bleue"
"8302","Sittelle geante"
"8303","Sittelle superbe"
"8304","Tichodrome echelette"
"8305","Salpornis de Salvadori"
"8306","Salpornis tachete"
"8307","Microbate a collier"
"8308","Microbate cendre"
"8309","Microbate a long bec"
"8310","Gobemoucheron gris-bleu"
"8311","Gobemoucheron de Cuba"
"8312","Gobemoucheron de Californie"
"8313","Gobemoucheron a queue noire"
"8314","Gobemoucheron a coiffe noire"
"8315","Gobemoucheron a face blanche"
"8316","Gobemoucheron tropical"
"8318","Gobemoucheron lacte"
"8319","Gobemoucheron guyanais"
"8320","Gobemoucheron ardoise"
"8321","Gobemoucheron masque"
"8322","Troglodyte des rochers"
"8323","Troglodyte philomele"
"8324","Troglodyte siffleur"
"8325","Troglodyte flûtiste"
"8326","Troglodyte bambla"
"8327","Troglodyte des canyons"
"8328","Troglodyte a bec fin"
"8329","Troglodyte de Nava"
"8330","Troglodyte de Branicki"
"8331","Troglodyte dente"
"8332","Troglodyte de Zapata"
"8333","Troglodyte de Baird"
"8334","Troglodyte des forets"
"8335","Troglodyte mignon"
"8336","Troglodyte de Clarion"
"8337","Troglodyte familier"
"8339","Troglodyte de Cobb"
"8340","Troglodyte a sourcils roux"
"8341","Troglodyte ocre"
"8342","Troglodyte montagnard"
"8343","Troglodyte de Santa Marta"
"8344","Troglodyte des tepuis"
"8345","Troglodyte de Socorro"
"8346","Troglodyte des volcans"
"8347","Troglodyte a bec court"
"8348","Troglodyte de Latham"
"8349","Troglodyte du Merida"
"8350","Troglodyte d'Apolinar"
"8351","Troglodyte des marais"
"8352","Troglodyte de Caroline"
"8354","Troglodyte de Bewick"
"8355","Troglodyte raye"
"8356","Troglodyte fascie"
"8357","Troglodyte zone"
"8358","Troglodyte zebre"
"8359","Troglodyte a tete blanche"
"8360","Troglodyte grivele"
"8361","Troglodyte tachete"
"8363","Troglodyte a nuque rousse"
"8365","Troglodyte bicolore"
"8366","Troglodyte geant"
"8367","Troglodyte des cactus"
"8368","Troglodyte du Yucatan"
"8369","Troglodyte de Boucard"
"8370","Troglodyte a ventre noir"
"8371","Troglodyte macule"
"8373","Troglodyte inca"
"8374","Troglodyte a favoris"
"8375","Troglodyte coraya"
"8376","Troglodyte a moustaches"
"8377","Troglodyte a gorge noire"
"8378","Troglodyte moine"
"8379","Troglodyte joyeux"
"8382","Troglodyte de Sclater"
"8383","Troglodyte des halliers"
"8384","Troglodyte a poitrine tachetee"
"8385","Troglodyte barre"
"8386","Troglodyte rufalbin"
"8387","Troglodyte de Serna"
"8388","Troglodyte de Niceforo"
"8389","Troglodyte du Sinaloa"
"8390","Troglodyte roux"
"8391","Troglodyte de Sharpe"
"8392","Troglodyte brun"
"8393","Troglodyte fauve"
"8394","Troglodyte balafre"
"8395","Troglodyte flamme"
"8396","Troglodyte bride"
"8397","Troglodyte a face pale"
"8398","Troglodyte a long bec"
"8399","Troglodyte des Guarayos"
"8400","Troglodyte des ruisseaux"
"8401","Troglodyte a calotte noire"
"8402","Troglodyte modeste"
"8403","Troglodyte de Zeledon"
"8404","Troglodyte gris"
"8405","Troglodyte a ventre blanc"
"8406","Troglodyte a poitrine blanche"
"8407","Troglodyte a ailes blanches"
"8408","Troglodyte a poitrine grise"
"8409","Troglodyte ermite"
"8410","Troglodyte de Negret"
"8412","Troglodyte ferrugineux"
"8413","Troglodyte chanteur"
"8414","Troglodyte arada"
"8415","Cincle plongeur"
"8416","Cincle de Pallas"
"8417","Cincle d'Amerique"
"8418","Cincle a tete blanche"
"8419","Cincle a gorge rousse"
"8420","Piqueboeuf a bec rouge"
"8421","Piqueboeuf a bec jaune"
"8422","etourneau sansonnet"
"8423","etourneau unicolore"
"8424","etourneau caroncule"
"8425","etourneau roselin"
"8426","etourneau de Daourie"
"8427","etourneau a joues marron"
"8428","etourneau pie"
"8430","etourneau a cou noir"
"8431","etourneau de Ceylan"
"8432","etourneau de Rothschild"
"8433","etourneau mandarin"
"8434","etourneau des pagodes"
"8435","etourneau a tete grise"
"8436","etourneau a tete blanche"
"8437","etourneau soyeux"
"8438","etourneau gris"
"8439","Martin triste"
"8440","Martin des berges"
"8441","Martin vineux"
"8443","Martin a ailes noires"
"8444","Martin forestier"
"8445","Martin cendre"
"8446","Martin de Java"
"8447","Martin a collier"
"8448","Grand Martin"
"8449","Martin huppe"
"8450","Rufipenne a bec fin"
"8451","Rufipenne nabouroup"
"8452","Rufipenne de Neumann"
"8453","Rufipenne morio"
"8454","Rufipenne de foret"
"8455","Rufipenne de Waller"
"8456","Rufipenne a bec blanc"
"8457","Rufipenne de Tristram"
"8458","Rufipenne de Salvadori"
"8459","Rufipenne de Socotra"
"8460","Rufipenne de Blyth"
"8461","Choucador a ailes tachetees"
"8462","Choucador a gorge noire"
"8463","Choucador a cou blanc"
"8464","Choucador pie"
"8465","Choucador de Sharpe"
"8466","Choucador de Stuhlmann"
"8467","Choucador de Kenrick"
"8468","Choucador a queue etroite"
"8469","Choucador d'Abbott"
"8470","Choucador de Hildebrandt"
"8471","Choucador de Shelley"
"8472","Choucador de Burchell"
"8473","Choucador a longue queue"
"8474","Choucador de Rüppell"
"8477","Choucador de Meves"
"8478","Choucador cendre"
"8479","Choucador de Principe"
"8480","Choucador splendide"
"8481","Choucador royal"
"8482","Choucador superbe"
"8483","Choucador a ventre roux"
"8484","Spreo bicolore"
"8485","Spreo a calotte blanche"
"8486","Spreo de Fischer"
"8487","Choucador a queue fine"
"8488","Choucador de Swainson"
"8489","Choucador pourpre"
"8490","Choucador a queue violette"
"8491","Choucador a epaulettes rouges"
"8492","Choucador a oreillons bleus"
"8493","Choucador iris"
"8494","etourneau malgache"
"8495","etourneau amethyste"
"8496","Choucador a tete pourpree"
"8497","Choucador a queue bronzee"
"8498","Choucador a ventre noir"
"8499","Rhabdornis a tete striee"
"8500","Rhabdornis a long bec"
"8501","Rhabdornis des Visayas"
"8502","Rhabdornis a tete brune"
"8503","Basilorne des Celebes"
"8504","Basilorne huppe"
"8505","Basilorne de Ceram"
"8506","Basilorne de Mindanao"
"8508","Streptocitte a cou blanc"
"8509","Streptocitte des Sula"
"8510","Goulin gris"
"8511","Mino de Dumont"
"8512","Mino de Krefft"
"8513","Mino d'Anais"
"8514","Mainate de Ceylan"
"8515","Mainate indien"
"8516","Mainate religieux"
"8518","Mainate de Nias"
"8519","Mainate couronne"
"8520","enode a sourcils rouges"
"8521","Scissirostre des Celebes"
"8522","Stourne luisant"
"8524","Stourne de Grant"
"8525","Stourne chanteur"
"8526","Stourne des Tanimbar"
"8527","Stourne des Fead"
"8528","Stourne de Rennell"
"8529","Stourne a longue queue"
"8530","Stourne aux yeux blancs"
"8531","Stourne des Salomon"
"8532","Stourne de San Cristobal"
"8533","Stourne melanesien"
"8534","Stourne caledonien"
"8535","Stourne d'Espiritu Santo"
"8536","Stourne bronze"
"8537","Stourne des Moluques"
"8538","Stourne a queue courte"
"8539","Stourne de Micronesie"
"8540","Stourne de Ponape"
"8541","Stourne de Polynesie"
"8542","Stourne de Samoa"
"8543","Stourne de Rarotonga"
"8544","Moqueur bleu"
"8545","Moqueur bleu et blanc"
"8546","Moqueur noir"
"8547","Moqueur chat"
"8548","Moqueur gorge-blanche"
"8549","Moqueur grivotte"
"8550","Moqueur corossol"
"8551","Trembleur brun"
"8552","Trembleur gris"
"8553","Moqueur du Chili"
"8554","Moqueur de Patagonie"
"8555","Moqueur plombe"
"8556","Moqueur a ailes blanches"
"8557","Moqueur a dos brun"
"8558","Moqueur a longue queue"
"8559","Moqueur polyglotte"
"8560","Moqueur des savanes"
"8561","Moqueur de Socorro"
"8562","Moqueur des Bahamas"
"8563","Moqueur de Floreana"
"8564","Moqueur des Galapagos"
"8565","Moqueur d'Espanola"
"8566","Moqueur de San Cristobal"
"8567","Moqueur des armoises"
"8568","Moqueur a bec courbe"
"8569","Moqueur ocelle"
"8570","Moqueur roux"
"8571","Moqueur a long bec"
"8572","Moqueur de Cozumel"
"8573","Moqueur de Bendire"
"8574","Moqueur gris"
"8575","Moqueur de Californie"
"8576","Moqueur cul-roux"
"8577","Moqueur de LeConte"
"8578","Merlebleu de l'Ouest"
"8579","Merlebleu de l'Est"
"8580","Merlebleu azure"
"8581","Grandala bleu"
"8582","Neocossyphe a queue rousse"
"8583","Neocossyphe a queue blanche"
"8586","Solitaire de Townsend"
"8587","Solitaire de Lanai"
"8588","Solitaire d'Hawai"
"8589","Solitaire puaiohi"
"8590","Solitaire de Cuba"
"8591","Solitaire siffleur"
"8592","Solitaire a dos brun"
"8593","Solitaire ardoise"
"8594","Solitaire masque"
"8595","Solitaire varie"
"8596","Solitaire des Andes"
"8597","Grive de Dixon"
"8598","Grive de Hodgson"
"8599","Grive du Sichuan"
"8600","Grive de Salim Ali"
"8601","Grive a grand bec"
"8602","Grive montagnarde"
"8603","Grive d'Everett"
"8604","Grive andromede"
"8605","Grive doree"
"8606","Grive d'Amami"
"8607","Grive dama"
"8608","Grive a poitrine fauve"
"8609","Grive de Guadalcanal"
"8610","Grive des Salomon"
"8611","Grive a lunules"
"8612","Grive de Heine"
"8613","Grive de Nouvelle-Bretagne"
"8614","Grive de Bougainville"
"8615","Grive a collier"
"8616","Grive coracine"
"8617","Grive oreillarde"
"8621","Grive roux-brun"
"8622","Grive azteque"
"8623","Grive des bois"
"8625","Grive a dos olive"
"8626","Grive fauve"
"8627","Grive a joues grises"
"8628","Grive de Bicknell"
"8629","Grive solitaire"
"8630","Grive roussatre"
"8631","Grive a calotte rousse"
"8632","Grive a bec noir"
"8633","Grive a bec orange"
"8634","Grive a tete noire"
"8635","Grive tavelee"
"8636","Grive de Sclater"
"8637","Grive ardoisee"
"8638","Cochoa de Borneo"
"8639","Cochoa violet"
"8640","Cochoa vert"
"8641","Cochoa de Sumatra"
"8642","Cochoa azure"
"8643","Grive de Siberie"
"8644","Grive de Ward"
"8645","Grive tachetee"
"8646","Grive a ailes tachetees"
"8647","Grive a tete orange"
"8648","Grive cendree"
"8649","Grive a dos roux"
"8650","Grive de Menden"
"8651","Grive schistacee"
"8652","Grive de Peron"
"8653","Grive de Doherty"
"8654","Grive de Kuhl"
"8655","Grive d'Enggano"
"8656","Grive de Dumas"
"8657","Grive de Ceram"
"8658","Grive de Gurney"
"8659","Grive d'Oberländer"
"8660","Grive de Crossley"
"8661","Grive de Piaggia"
"8662","Grive du Cameroun"
"8663","Grive olivatre"
"8664","Grive de Verreaux"
"8666","Grive litsitsirupa"
"8667","Grive draine"
"8668","Grive musicienne"
"8669","Merle abyssinien"
"8670","Merle des Taita"
"8671","Merle de Roehl"
"8672","Grive mauvis"
"8673","Merle de montagne"
"8674","Merle noir"
"8675","Merle leucomele"
"8676","Merle cacao"
"8677","Merle de Hauxwell"
"8678","Merle a pattes jaunes"
"8679","Merle de Lawrence"
"8680","Merle cul-blanc"
"8681","Merle a gorge blanche"
"8682","Merle a col blanc"
"8683","Merle a ventre roux"
"8684","Merle d'equateur"
"8685","Merle fauve"
"8686","Merle de Bolivie"
"8687","Merle des Sanchez"
"8688","Merle a lunettes"
"8689","Merle de Chine"
"8690","Merle de Somalie"
"8691","Merle cendre"
"8692","Merle des Comores"
"8693","Merle kurrichane"
"8694","Merle du Yemen"
"8695","Merle olivatre"
"8696","Merle de Smith"
"8697","Grive a pieds jaunes"
"8698","Merle a oeil clair"
"8699","Merle aux yeux blancs"
"8700","Merle de La Selle"
"8701","Merle enfume"
"8702","Merle fuligineux"
"8703","Merle d'Amerique"
"8705","Merle a col roux"
"8706","Merle a dos roux"
"8707","Merle austral"
"8708","Merle de Reeve"
"8709","Merle a ventre fauve"
"8710","Merle a froc noir"
"8711","Merle chiguanco"
"8713","Merle geant"
"8714","Merle ardoise"
"8715","Merle a calotte grise"
"8716","Merle lustre"
"8717","Grive de Tristan da Cunha"
"8718","Merle a ventre clair"
"8719","Merle a bec noir"
"8721","Merle d'Arthur"
"8722","Merle du Maranon"
"8723","Merle de Principe"
"8724","Merle de Sao Tome"
"8725","Merle a miroir"
"8726","Merle vantard"
"8729","Merle africain"
"8730","Merle de Taiwan"
"8731","Merle a ailes grises"
"8732","Merle des Nilgiri"
"8733","Merle du Japon"
"8734","Merle a dos gris"
"8735","Merle a poitrine noire"
"8736","Merle unicolore"
"8737","Merle obscur"
"8738","Merle de Fea"
"8739","Merle des Izu"
"8740","Merle a flancs roux"
"8741","Merle pale"
"8742","Merle des iles"
"8743","Merle de Kessler"
"8744","Merle de l'Himalaya"
"8745","Grive litorne"
"8746","Merle a collier blanc"
"8747","Merle a tete grise"
"8748","Merle a plastron"
"8749","Grive de Naumann"
"8750","Grive a ailes rousses"
"8751","Grive a gorge noire"
"8752","Grive a gorge rousse"
"8753","Cataponere des Celebes"
"8754","Alethe a huppe rousse"
"8755","Alethe a couronne orangee"
"8761","Agrobate du Kalahari"
"8762","Agrobate roux"
"8763","Agrobate podobe"
"8764","Agrobate a dos brun"
"8765","Agrobate a dos roux"
"8766","Shama des Philippines"
"8768","Shama de Madagascar"
"8769","Shama des Seychelles"
"8770","Shama dayal"
"8779","Gobemouche a taches grises"
"8780","Gobemouche de Siberie"
"8781","Gobemouche ferrugineux"
"8782","Gobemouche muttui"
"8783","Gobemouche brun"
"8784","Gobemouche a poitrine grise"
"8785","Gobemouche de Sumba"
"8786","Gobemouche cendre"
"8787","Gobemouche sombre"
"8788","Gobemouche a pattes jaunes"
"8789","Gobemouche de Gambaga"
"8790","Gobemouche gris"
"8791","Gobemouche des marais"
"8792","Gobemouche de Cassin"
"8793","Gobemouche de Böhm"
"8794","Gobemouche enfume"
"8795","Gobemouche d'Ussher"
"8796","Gobemouche ardoise"
"8797","Gobemouche a petit bec"
"8798","Gobemouche du Marico"
"8799","Gobemouche pale"
"8800","Gobemouche traquet"
"8801","Gobemouche a sourcils blancs"
"8802","Gobemouche forestier"
"8803","Gobemouche mesange"
"8804","Gobemouche a gorge grise"
"8805","Gobemouche a lunettes"
"8806","Gobemouche de Tessmann"
"8807","Gobemouche olivatre"
"8808","Gobemouche de Chapin"
"8809","Gobemouche des Comores"
"8810","Gobemouche fiscal"
"8811","Gobemouche herero"
"8812","Gobemouche argente"
"8813","Gobemouche chocolat"
"8814","Gobemouche d'Angola"
"8815","Gobemouche de Fischer"
"8816","Gobemouche de Berlioz"
"8817","Gobemouche du Liberia"
"8818","Gobemouche drongo"
"8819","Gobemouche sud-africain"
"8820","Gobemouche sundara"
"8821","Gobemouche de McGrigor"
"8822","Gobemouche de Sumatra"
"8824","Gobemouche a ventre roux"
"8825","Gobemouche de David"
"8826","Grand Gobemouche"
"8827","Gobemouche de Zappey"
"8828","Gobemouche bleu"
"8829","Gobemouche des Nilgiri"
"8831","Gobemouche indigo"
"8832","Gobemouche de Ceylan"
"8833","Gobemouche vert-de-gris"
"8834","Gobemouche des iles"
"8835","Gobemouche a gorge rayee"
"8836","Gobemouche a gorge blanche"
"8837","Gobemouche a face rousse"
"8838","Gobemouche de Flores"
"8840","Gobemouche des Nicobar"
"8841","Gobemouche a poitrine brune"
"8842","Gobemouche a dos olive"
"8843","Gobemouche ombre"
"8844","Gobemouche a queue marron"
"8845","Gobemouche a queue henne"
"8846","Gobemouche bleuatre"
"8847","Gobemouche de Rück"
"8848","Gobemouche a poitrine bleue"
"8850","Gobemouche a ventre blanc"
"8851","Gobemouche de Brooks"
"8852","Gobemouche a bec fort"
"8853","Gobemouche des collines"
"8854","Gobemouche de Balabac"
"8855","Gobemouche de Tickell"
"8856","Gobemouche d'Indochine"
"8857","Gobemouche a grand bec"
"8858","Gobemouche de Borneo"
"8859","Gobemouche du Yunnan"
"8860","Gobemouche de Hainan"
"8861","Gobemouche a menton bleu"
"8862","Gobemouche malais"
"8863","Gobemouche des mangroves"
"8864","Gobemouche des Celebes"
"8866","Gobemouche hyacinthe"
"8867","Gobemouche a front bleu"
"8868","Gobemouche de Sanford"
"8869","Gobemouche a queue blanche"
"8870","Cossyphe des grottes"
"8877","Rougegorge familier"
"8878","Rougegorge etoile"
"8880","Cossyphe a ventre blanc"
"8881","Rougegorge de Swynnerton"
"8882","Cossyphe a gorge rousse"
"8883","Cossyphe a poitrine brune"
"8884","Cossyphe a poitrine blanche"
"8885","Cossyphe du Cholo"
"8886","Cossyphe a ailes bleues"
"8887","Cossyphe de Rüppell"
"8888","Cossyphe de Heuglin"
"8889","Cossyphe a calotte rousse"
"8890","Cossyphe choriste"
"8891","Cossyphe a tete blanche"
"8892","Cossyphe a calotte neigeuse"
"8893","Cossyphe a calotte blanche"
"8894","Rougegorge de foret"
"8897","Cichladuse a collier"
"8898","Cichladuse a queue rousse"
"8899","Cichladuse tachetee"
"8900","Rougegorge des Usambara"
"8901","Rougegorge de l'Iringa"
"8902","Rougegorge de Tanzanie"
"8903","Rougegorge de Gabela"
"8904","Rougegorge equatorial"
"8905","Rougegorge merle"
"8906","Rougegorge de Gunning"
"8907","Rougegorge de Sharpe"
"8910","Rougegorge de Bocage"
"8912","Brachyptere des Celebes"
"8913","Gobemouche bride"
"8914","Gobemouche de Negros"
"8915","Gobemouche de Luçon"
"8916","Gobemouche de Goodfellow"
"8918","Brachyptere a ventre roux"
"8919","Petite Brachyptere"
"8920","Brachyptere de l'Himalaya"
"8921","Brachyptere du Fujian"
"8922","Brachyptere de Taiwan"
"8926","Brachyptere bleue"
"8928","Rossignol a tete rousse"
"8929","Rossignol indien"
"8930","Rossignol bleu"
"8931","Rossignol siffleur"
"8932","Rossignol akahige"
"8934","Rossignol komadori"
"8936","Iranie a gorge blanche"
"8939","Rossignol progne"
"8940","Rossignol philomele"
"8941","Rossignol de David"
"8942","Rossignol a gorge noire"
"8943","Rossignol calliope"
"8944","Rossignol a gorge rubis"
"8945","Rossignol de Przewalski"
"8946","Myiomele a queue blanche"
"8948","Myiomele de la Sonde"
"8949","Myiomele a flancs roux"
"8950","Myiomele a ventre blanc"
"8951","Robin a ventre roux"
"8952","Robin a flancs roux"
"8953","Robin de l'Himalaya"
"8954","Robin a sourcils blancs"
"8955","Robin de Johnstone"
"8956","Robin dore"
"8957","enicure nain"
"8958","enicure ardoise"
"8959","enicure voile"
"8960","enicure rousse-cape"
"8961","enicure a dos noir"
"8962","enicure de Leschenault"
"8963","enicure tachete"
"8964","Notodele a front bleu"
"8965","Arrenga de Ceylan"
"8966","Arrenga de Sumatra"
"8967","Arrenga bleuet"
"8968","Arrenga a dos brun"
"8969","Arrenga de Borneo"
"8970","Arrenga de Robinson"
"8971","Arrenga de Malabar"
"8972","Arrenga de Taiwan"
"8973","Arrenga siffleur"
"8974","Gobemouche a croupion jaune"
"8975","Gobemouche a dos vert"
"8976","Gobemouche narcisse"
"8977","Gobemouche des Ryu Kyu"
"8978","Gobemouche mugimaki"
"8979","Gobemouche de Hodgson"
"8980","Gobemouche bleu-ardoise"
"8981","Gobemouche givre"
"8982","Gobemouche pygmee"
"8983","Gobemouche a bavette orange"
"8984","Gobemouche saphir"
"8985","Gobemouche ultramarin"
"8986","Gobemouche pie"
"8987","Gobemouche a queue rousse"
"8988","Gobemouche nain"
"8989","Gobemouche de la taiga"
"8990","Gobemouche du Cachemire"
"8991","Gobemouche a demi-collier"
"8992","Gobemouche noir"
"8993","Gobemouche a collier"
"8994","Gobemouche de Damar"
"8995","Gobemouche a gorge rousse"
"8996","Gobemouche de Buru"
"8997","Gobemouche de Hartert"
"8998","Gobemouche de Timor"
"8999","Gobemouche de Basilan"
"9000","Gobemouche buissonnier"
"9001","Gobemouche de Vaurie"
"9002","Gobemouche du Lompobattang"
"9003","Gobemouche orange et noir"
"9004","Gobemouche a poitrine rousse"
"9005","Gobemouche des Tanimbar"
"9006","Gobemouche furtif"
"9007","Gobemouche de Palawan"
"9008","Rougequeue de Przewalski"
"9009","Rougequeue d'Eversmann"
"9010","Rougequeue a front bleu"
"9011","Rougequeue a tete bleue"
"9012","Rougequeue a gorge blanche"
"9013","Rougequeue a calotte blanche"
"9014","Rougequeue fuligineux"
"9015","Rougequeue bicolore"
"9016","Rougequeue noir"
"9017","Rougequeue a front blanc"
"9018","Rougequeue de Moussier"
"9019","Rougequeue aurore"
"9020","Rougequeue de Güldenstädt"
"9021","Rougequeue de Hodgson"
"9022","Monticole a croupion roux"
"9023","Monticole a ventre marron"
"9024","Monticole a gorge blanche"
"9025","Monticole a doigts courts"
"9026","Monticole espion"
"9027","Monticole du littoral"
"9029","Monticole de foret"
"9030","Monticole de roche"
"9031","Monticole bleu"
