,keyword,en_count,en_mean
1750,Northern Rough-winged Swallow,1122,5.03
1751,Northern Royal Albatross,2056,9.22
1752,Northern Royal Flycatcher,1148,5.15
1753,Northern Saw-whet Owl,3189,14.30
1754,Northern Screamer,1721,7.72
1755,Northern Shoveler,6272,28.13
1756,Northern Waterthrush,3362,15.08
1757,Northern Wheatear,3074,13.78
1758,Northern White-faced Owl,2409,10.80
1759,Northern Wren,3650,16.37
1760,Northwestern Crow,3150,14.13
1761,Nyasa Lovebird,4148,18.60
1762,Oahu Alauahio,363,1.63
1763,Oak Titmouse,2736,12.27
1764,Oasis Hummingbird,2243,10.06
1765,Ocellated Turkey,3332,14.94
1766,Oilbird,2704,12.13
1767,Okarito Kiwi,3979,17.84
1768,Okinawa Rail,3772,16.91
1769,Oleaginous Hemispingus,1882,8.44
1770,Olivaceous Warbler,1068,4.79
1771,Olive-backed Pipit,446,2.00
1772,Olive-backed Sunbird,1420,6.37
1773,Olive-sided Flycatcher,2847,12.77
1774,Olive Finch,6339,28.43
1775,Olive Flycatcher,3996,17.92
1776,Olive Ibis,2572,11.53
1777,Olive Sparrow,4297,19.27
1778,Olive Sunbird,3920,17.58
1779,Olive Thrush,4525,20.29
1780,Olive Warbler,2218,9.95
1781,Olive Whistler,2269,10.17
1782,Olive Woodpecker,1566,7.02
1783,Omani Owl,451,2.02
1784,Omao,6308,28.29
1785,Orange-bellied Parrot,1839,8.25
1786,Orange-billed Nightingale-thrush,299,1.34
1787,Orange-crowned Warbler,2155,9.66
1788,Orange-fronted Parakeet,860,3.86
1789,Orange-headed Thrush,1681,7.54
1790,Orange-necked Partridge,591,2.65
1791,Orange-winged Amazon,786,3.52
1792,Orange Bullfinch,1788,8.02
1793,Orange Chat,7901,35.43
1794,Orange Dove,12054,54.05
1795,Orange Oriole,1938,8.69
1796,Orange Weaver,5854,26.25
1797,Orchard Oriole,2393,10.73
1798,Oriental Darter,1813,8.13
1799,Oriental Dollarbird,2032,9.11
1800,Oriental Greenfinch,533,2.39
1801,Oriental Hobby,11590,51.97
1802,Oriental Magpie-robin,1207,5.41
1803,Oriental Pied Hornbill,1547,6.94
1804,Oriental Plover,703,3.15
1805,Oriental Pratincole,1207,5.41
1806,Oriental Skylark,2372,10.64
1807,Oriental Stork,1184,5.31
1808,Oriental Turtle-dove,378,1.70
1809,Orinoco Goose,655,2.94
1810,Oriole Blackbird,2311,10.36
1811,Oriole Finch,2517,11.29
1812,Oriole Warbler,2635,11.82
1813,Ornate Hawk-eagle,1038,4.65
1814,Ortolan Bunting,3516,15.77
1815,Osprey,13226,59.31
1816,Ou,12827,57.52
1817,Ovenbird,5500,24.66
1818,Pacific Baza,2284,10.24
1819,Pacific Black Duck,2838,12.73
1820,Pacific Golden Plover,3902,17.50
1821,Pacific Gull,2175,9.75
1822,Pacific Loon,3650,16.37
1823,Pacific Parrotlet,4238,19.00
1824,Pacific Robin,3738,16.76
1825,Pacific Royal Flycatcher,1178,5.28
1826,Pacific Swift,10715,48.05
1827,Pacific Wren,3579,16.05
1828,Paddyfield Pipit,1422,6.38
1829,Paddyfield Warbler,927,4.16
1830,Painted Bunting,5433,24.36
1831,Painted Finch,4173,18.71
1832,Painted Francolin,1148,5.15
1833,Painted Honeyeater,1447,6.49
1834,Painted Sandgrouse,2655,11.91
1835,Painted Spurfowl,536,2.40
1836,Painted Stork,7779,34.88
1837,Palawan Flycatcher,641,2.87
1838,Palawan Hornbill,1284,5.76
1839,Palawan Peacock-pheasant,946,4.24
1840,Pale-billed Flowerpecker,426,1.91
1841,Pale-headed Rosella,725,3.25
1842,Pale Sparrow,1766,7.92
1843,Pale Thrush,1442,6.47
1844,Palestine Sunbird,2059,9.23
1845,Palila,5213,23.38
1846,Pallid Cuckoo,1221,5.48
1847,Pallid Harrier,3710,16.64
1848,Pallid Swift,1043,4.68
1849,Palm Cockatoo,7419,33.27
1850,Palm Crow,3167,14.20
1851,Palm Tanager,840,3.77
1852,Palm Warbler,3300,14.80
1853,Palmchat,4678,20.98
1854,Papuan Eagle,1668,7.48
1855,Papuan Frogmouth,1147,5.14
1856,Papyrus Gonolek,364,1.63
1857,Paradise Riflebird,1760,7.89
1858,Paradise Shelduck,1706,7.65
1859,Paradise Tanager,2274,10.20
1860,Parakeet Auklet,982,4.40
1861,Pardusco,4384,19.66
1862,Parrot Crossbill,1288,5.78
1863,Partridge Pigeon,3663,16.43
1864,Pauraque,2775,12.44
1865,Peaceful Dove,5365,24.06
1866,Pearl Kite,3121,14.00
1867,Pechora Pipit,910,4.08
1868,Pectoral Sandpiper,2721,12.20
1869,Pelagic Cormorant,1397,6.26
1870,Pennant-winged Nightjar,1115,5.00
1871,Peregrine Falcon,8713,39.07
1872,Perija Parakeet,753,3.38
1873,Pernambuco Pygmy-owl,447,2.00
1874,Persian Shearwater,852,3.82
1875,Peruvian Booby,760,3.41
1876,Peruvian Martin,2824,12.66
1877,Peruvian Pelican,1058,4.74
1878,Phainopepla,4146,18.59
1879,Pheasant Coucal,6268,28.11
1880,Pheasant Cuckoo,2243,10.06
1881,Philadelphia Vireo,3397,15.23
1882,Philippine Bulbul,904,4.05
1883,Philippine Cockatoo,2065,9.26
1884,Philippine Coucal,1303,5.84
1885,Philippine Duck,4468,20.04
1886,Philippine Eagle,8948,40.13
1887,Philippine Falconet,1041,4.67
1888,Philippine Frogmouth,774,3.47
1889,Philippine Nightjar,1020,4.57
1890,Philippine Pitta,1196,5.36
1891,Philippine Scrubfowl,183,0.82
1892,Philippine Trogon,628,2.82
1893,Pied-billed Grebe,2357,10.57
1894,Pied Avocet,2036,9.13
1895,Pied Bushchat,3825,17.15
1896,Pied Butcherbird,3679,16.50
1897,Pied Crow,5595,25.09
1898,Pied Currawong,2983,13.38
1899,Pied Falconet,556,2.49
1900,Pied Goshawk,532,2.39
1901,Pied Harrier,1190,5.34
1902,Pied Heron,2596,11.64
1903,Pied Kingfisher,3591,16.10
1904,Pied Lapwing,1623,7.28
1905,Pied Monarch,436,1.96
1906,Pied Oystercatcher,2821,12.65
1907,Pied Thrush,1800,8.07
1908,Pied Triller,2370,10.63
1909,Pied Wheatear,2155,9.66
1910,Pigeon Guillemot,2936,13.17
1911,Pileated Finch,889,3.99
1912,Pileated Woodpecker,6818,30.57
1913,Pilotbird,603,2.70
1914,Pin-tailed Sandgrouse,532,2.39
1915,Pin-tailed Whydah,3249,14.57
1916,Pine Bunting,3014,13.52
1917,Pine Flycatcher,584,2.62
1918,Pine Grosbeak,5341,23.95
1919,Pine Siskin,4310,19.33
1920,Pine Warbler,5823,26.11
1921,Pink-backed Pelican,626,2.81
1922,Pink-footed Goose,777,3.48
1923,Pink-headed Duck,1317,5.91
1924,Pink-legged Graveteiro,240,1.08
1925,Pink-necked Green-pigeon,614,2.75
1926,Pink Pigeon,7823,35.08
1927,Pink Robin,5415,24.28
1928,Pinyon Jay,3069,13.76
1929,Piping Crow,438,1.96
1930,Piping Plover,5366,24.06
1931,Pipipi,3180,14.26
1932,Piratic Flycatcher,485,2.17
1933,Plain-tailed Wren,470,2.11
1934,Plain Chachalaca,1266,5.68
1935,Plain Flowerpecker,1726,7.74
1936,Plain Nightjar,364,1.63
1937,Plain Parakeet,1185,5.31
1938,Plain Pigeon,3343,14.99
1939,Plain Prinia,3239,14.52
1940,Plain Swift,5980,26.82
1941,Plains-wanderer,622,2.79
1942,Plaintive Cuckoo,1952,8.75
1943,Plum-headed Parakeet,1562,7.00
1944,Plum-throated Cotinga,296,1.33
1945,Plumbeous Kite,1331,5.97
1946,Plumbeous Vireo,1498,6.72
1947,Plush-crested Jay,545,2.44
1948,Pomarine Jaeger,1826,8.19
1949,Pompadour Cotinga,3243,14.54
1950,Powerful Owl,7928,35.55
1951,Prairie Falcon,5462,24.49
1952,Prairie Warbler,3754,16.83
1953,Princess Parrot,7784,34.91
1954,Prothonotary Warbler,3274,14.68
1955,Providence Petrel,783,3.51
1956,Puaiohi,692,3.10
1957,Puerto Rican Amazon,7741,34.71
1958,Puerto Rican Mango,1751,7.85
1959,Puerto Rican Tody,1109,4.97
1960,Puerto Rican Woodpecker,441,1.98
1961,Puna Flamingo,803,3.60
1962,Puna Ibis,1758,7.88
1963,Purple-rumped Sunbird,755,3.39
1964,Purple-winged Roller,209,0.94
1965,Purple Finch,8094,36.30
1966,Purple Gallinule,4619,20.71
1967,Purple Grenadier,2409,10.80
1968,Purple Heron,3975,17.83
1969,Purple Honeycreeper,1935,8.68
1970,Purple Martin,5209,23.36
1971,Purple Roller,9087,40.75
1972,Purple Sandpiper,7554,33.87
1973,Purple Starling,2562,11.49
1974,Purple Sunbird,4738,21.25
