,species,gbif_mean,gbif_sum
708,Anthus trivialis,43864.3,833421
709,Anthus vaalensis,374.6,7117
710,Antilophia bokermanni,20.1,381
711,Antilophia galeata,417.6,7935
712,Antrostomus arizonae,821.9,15616
713,Antrostomus badius,79.8,1516
714,Antrostomus carolinensis,4649.8,88347
715,Antrostomus cubanensis,92.2,1752
716,Antrostomus ekmani,1.2,6
717,Antrostomus noctitherus,57.4,1090
718,Antrostomus ridgwayi,218.5,4151
719,Antrostomus rufus,219.9,4179
720,Antrostomus salvini,14.3,243
721,Antrostomus saturatus,148.4,2819
722,Antrostomus sericocaudatus,41.4,786
723,Antrostomus vociferus,5316.9,101021
724,Anumbius annumbi,1042.8,19813
725,Anurolimnas castaneiceps,64.6,1228
726,Anurolimnas fasciatus,43.9,790
727,Anurolimnas viridis,319.4,6069
728,Anurophasis monorthonyx,6.4,77
729,Apalis alticola,27.0,513
730,Apalis argentea,9.5,123
731,Apalis bamendae,5.4,97
732,Apalis binotata,25.3,456
733,Apalis chapini,11.4,205
734,Apalis chariessa,8.3,125
735,Apalis chirindensis,28.7,516
736,Apalis cinerea,184.8,3512
737,Apalis flavida,2750.0,52250
738,Apalis flavigularis,23.1,393
739,Apalis fuscigularis,6.6,118
740,Apalis goslingi,6.5,84
741,Apalis jacksoni,123.5,2347
742,Apalis karamojae,12.1,194
743,Apalis lynesi,4.0,8
744,Apalis melanocephala,119.8,2276
745,Apalis nigriceps,30.2,573
746,Apalis personata,81.8,1473
747,Apalis porphyrolaema,133.3,2532
748,Apalis ruddi,283.7,5391
749,Apalis rufogularis,150.4,2857
750,Apalis sharpii,54.6,1038
751,Apalis thoracica,4793.7,91081
752,Apaloderma aequatoriale,9.9,179
753,Apaloderma narina,692.7,13161
754,Apaloderma vittatum,94.1,1788
755,Apalopteron familiare,4.8,58
756,Aphanotriccus audax,33.8,642
757,Aphanotriccus capitalis,156.6,2975
758,Aphelocephala leucopsis,1503.5,28567
759,Aphelocephala nigricincta,72.8,1310
760,Aphelocephala pectoralis,21.4,385
761,Aphelocoma californica,95667.4,1817680
762,Aphelocoma coerulescens,2173.8,41303
763,Aphelocoma insularis,244.3,4642
764,Aphelocoma ultramarina,197.1,3744
765,Aphelocoma unicolor,216.2,4107
766,Aphelocoma wollweberi,7673.7,145800
767,Aphelocoma woodhouseii,19794.2,376089
768,Aphrastura masafuerae,1.3,4
769,Aphrastura spinicauda,1693.2,32170
770,Aphriza virgata,3861.6,73370
771,Aphrodroma brevirostris,52.4,943
772,Aplonis atrifusca,56.2,955
773,Aplonis brunneicapillus,2.5,15
774,Aplonis cantoroides,102.3,1944
775,Aplonis cinerascens,4.2,71
776,Aplonis crassa,7.8,93
777,Aplonis dichroa,7.7,92
778,Aplonis feadensis,2.7,27
779,Aplonis grandis,16.8,269
780,Aplonis insularis,6.5,71
781,Aplonis magna,15.4,216
782,Aplonis metallica,1201.2,22823
783,Aplonis minor,117.9,2122
784,Aplonis mysolensis,41.8,710
785,Aplonis mystacea,9.4,141
786,Aplonis opaca,405.5,7704
787,Aplonis panayensis,3346.5,63583
788,Aplonis santovestris,2.0,2
789,Aplonis striata,43.7,830
790,Aplonis tabuensis,49.4,938
791,Aplonis zelandica,1.6,11
792,Aprosmictus erythropterus,2733.0,51927
793,Aprosmictus jonquillaceus,1.0,2
794,Aptenodytes forsteri,4173.6,79299
795,Aptenodytes patagonicus,9327.8,177228
796,Apteryx australis,67.8,1288
797,Apteryx haastii,49.3,838
798,Apteryx mantelli,71.2,1353
799,Apteryx owenii,47.7,906
800,Apteryx rowi,24.2,412
801,Apus acuticauda,10.5,178
802,Apus affinis,14496.5,275434
803,Apus alexandri,44.6,803
804,Apus apus,79591.1,1512231
805,Apus balstoni,71.6,1288
806,Apus barbatus,1525.3,28980
807,Apus batesi,16.8,302
808,Apus berliozi,16.6,283
809,Apus bradfieldi,171.2,3253
810,Apus caffer,6172.2,117271
811,Apus cooki,176.1,3346
812,Apus horus,516.7,9818
813,Apus leuconyx,75.3,1355
814,Apus niansae,174.5,3316
815,Apus nipalensis,6259.2,118925
816,Apus pacificus,1397.1,26545
817,Apus pallidus,5327.8,101229
818,Apus salimalii,44.9,763
819,Apus unicolor,504.3,9582
820,Aquila adalberti,926.5,17604
821,Aquila africana,41.8,795
822,Aquila audax,6725.8,127790
823,Aquila chrysaetos,24122.5,458327
824,Aquila clanga,10072.9,191385
825,Aquila fasciata,2830.2,53774
826,Aquila gurneyi,23.4,444
827,Aquila hastata,482.1,9159
828,Aquila heliaca,1347.8,25609
829,Aquila nipalensis,2570.2,48833
830,Aquila pomarina,7104.7,134990
831,Aquila rapax,2437.9,46321
832,Aquila spilogaster,919.1,17463
833,Aquila verreauxii,1057.2,20086
834,Ara ambiguus,28.8,490
835,Ara ararauna,2637.9,50120
836,Ara chloropterus,1130.7,21484
837,Ara glaucogularis,3.0,24
838,Ara macao,3582.4,68065
839,Ara militaris,716.8,13620
840,Ara rubrogenys,2.2,24
841,Ara severus,3066.7,58267
842,Arachnothera affinis,12.9,219
843,Arachnothera chrysogenys,114.8,2182
844,Arachnothera clarae,31.2,561
845,Arachnothera crassirostris,63.1,1136
846,Arachnothera dilutior,47.7,858
847,Arachnothera everetti,75.4,1357
848,Arachnothera flammifera,24.0,432
849,Arachnothera flavigaster,153.1,2908
850,Arachnothera juliae,40.7,732
851,Arachnothera longirostra,1733.9,32945
852,Arachnothera magna,982.7,18672
853,Arachnothera modesta,187.6,3564
854,Arachnothera robusta,78.5,1491
855,Aramides albiventris,1835.9,34883
856,Aramides axillaris,210.5,4000
857,Aramides cajanea,4378.7,83195
858,Aramides calopterus,3.4,31
859,Aramides mangle,27.4,520
860,Aramides saracura,1607.8,30548
861,Aramides wolfi,29.6,532
862,Aramides ypecaha,1874.4,35614
863,Aramidopsis plateni,2.8,11
864,Aramus guarauna,16383.0,311277
865,Aratinga acuticaudata,1441.5,27389
866,Aratinga aurea,1280.7,24333
867,Aratinga auricapillus,316.0,6004
868,Aratinga cactorum,306.4,5821
869,Aratinga canicularis,3366.6,63966
870,Aratinga chloroptera,205.3,3900
871,Aratinga erythrogenys,1973.4,37495
872,Aratinga euops,122.3,2323
873,Aratinga finschi,3894.2,73989
874,Aratinga holochlora,1330.5,25279
875,Aratinga jandaya,89.5,1701
876,Aratinga leucophthalma,5226.8,99310
877,Aratinga maculata,3.5,38
878,Aratinga mitrata,1496.0,28424
879,Aratinga nana,6227.2,118317
880,Aratinga pertinax,3846.6,73085
881,Aratinga pintoi,1.0,1
882,Aratinga solstitialis,2.7,40
883,Aratinga strenua,854.5,16236
884,Aratinga wagleri,1452.2,27592
885,Aratinga weddellii,1003.9,19074
886,Arborophila ardens,10.0,160
887,Arborophila atrogularis,35.8,572
888,Arborophila brunneopectus,61.8,1175
889,Arborophila cambodiana,11.3,180
890,Arborophila campbelli,39.9,759
891,Arborophila charltonii,66.9,1204
892,Arborophila chloropus,183.0,3477
893,Arborophila crudigularis,762.1,13718
894,Arborophila davidi,10.9,185
895,Arborophila diversa,2.0,2
896,Arborophila gingica,27.9,390
897,Arborophila hyperythra,81.9,1557
898,Arborophila javanica,24.8,422
899,Arborophila mandellii,32.4,551
900,Arborophila orientalis,8.5,110
901,Arborophila rolli,4.1,33
902,Arborophila rubrirostris,8.7,139
903,Arborophila rufipectus,5.7,74
904,Arborophila rufogularis,169.2,3215
905,Arborophila sumatrana,1.9,15
906,Arborophila torqueola,406.0,7308
907,Arcanator orostruthus,5.8,52
908,Archaeopteryx lithographica,1.0,1
909,Archboldia papuensis,13.1,210
910,Archilochus alexandri,33894.9,644004
911,Archilochus colubris,146656.0,2786464
912,Ardea alba,382529.1,7268052
913,Ardea cinerea,206849.0,3930131
914,Ardea cinerea x alba,2.7,24
915,Ardea cocoi,7176.5,136354
916,Ardea goliath,2214.5,42076
917,Ardea herodias,458072.3,8703373
918,Ardea humbloti,48.3,870
919,Ardea insignis,26.3,420
920,Ardea melanocephala,9004.8,171091
921,Ardea modesta,2352.2,44691
922,Ardea pacifica,4387.1,83354
923,Ardea purpurea,21486.3,408240
924,Ardea sumatrana,258.6,4914
925,Ardeola bacchus,3854.9,73244
926,Ardeola grayii,24162.7,459092
927,Ardeola idae,94.2,1790
928,Ardeola ralloides,6823.4,129645
929,Ardeola rufiventris,204.9,3893
930,Ardeola speciosa,840.9,15978
931,Ardeotis arabs,34.1,648
932,Ardeotis australis,815.2,15488
933,Ardeotis kori,1254.5,23836
934,Ardeotis nigriceps,2.6,29
935,Arenaria interpres,61224.4,1163264
936,Arenaria melanocephala,10569.8,200826
937,Argusianus argus,206.8,3930
938,Argya longirostris,32.3,549
939,Arizelocichla chlorigula,10.6,170
940,Arizelocichla fusciceps,10.0,180
941,Arizelocichla kakamegae,5.1,51
942,Arizelocichla kikuyuensis,5.3,64
943,Arizelocichla masukuensis,81.4,1465
944,Arizelocichla milanjensis,119.5,2270
945,Arizelocichla montana,11.6,198
946,Arizelocichla neumanni,4.5,36
947,Arizelocichla nigriceps,169.2,3215
948,Arizelocichla olivaceiceps,1.2,7
949,Arizelocichla striifacies,2.7,19
950,Arizelocichla tephrolaema,43.2,777
951,Arremon abeillei,167.0,3173
952,Arremon assimilis,718.0,13642
953,Arremon atricapillus,134.8,2561
954,Arremon aurantiirostris,3802.1,72239
955,Arremon basilicus,142.1,2700
956,Arremon brunneinucha,3065.4,58242
957,Arremon castaneiceps,154.4,2934
958,Arremon costaricensis,112.5,2025
959,Arremon crassirostris,227.1,4315
960,Arremon dorbignii,278.2,5285
961,Arremon flavirostris,425.7,8088
962,Arremon franciscanus,22.9,412
963,Arremon perijanus,31.4,408
964,Arremon phaeopleurus,12.0,204
965,Arremon phygas,4.3,68
966,Arremon schlegeli,169.2,3214
967,Arremon semitorquatus,137.4,2610
968,Arremon taciturnus,605.3,11501
969,Arremon torquatus,106.4,1915
970,Arremon virenticeps,222.8,4234
971,Arremonops chloronotus,1797.6,34154
972,Arremonops conirostris,3633.9,69045
973,Arremonops rufivirgatus,5800.3,110206
974,Arremonops tocuyensis,72.7,1309
975,Arses insularis,43.3,780
976,Arses kaupi,223.1,4238
977,Arses lorealis,64.8,1167
978,Arses telescopthalmus,71.2,1211
979,Artamella viridis,85.0,1530
980,Artamus cinereus,2730.3,51875
981,Artamus cyanopterus,4884.4,92803
982,Artamus fuscus,4567.1,86774
983,Artamus insignis,2.4,26
984,Artamus leucoryn,6498.2,123466
985,Artamus maximus,56.3,957
986,Artamus mentalis,70.8,1274
987,Artamus minor,544.5,10346
988,Artamus monachus,23.8,429
989,Artamus personatus,1355.9,25763
990,Artamus superciliosus,1715.7,32598
991,Artemisiospiza belli,2117.2,40226
992,Artemisiospiza nevadensis,1751.7,33283
993,Artisornis metopias,17.2,293
994,Artisornis moreaui,9.7,155
995,Arundinicola leucocephala,1238.2,23526
996,Asarcornis scutulata,35.5,675
997,Asemospiza fuliginosa,181.1,3440
998,Ashbyia lovensis,42.3,761
999,Asio abyssinicus,19.1,286
1000,Asio capensis,119.9,2279
1001,Asio flammeus,14700.1,279302
1002,Asio madagascariensis,28.7,488
1003,Asio otus,13004.4,247083
1004,Asio stygius,317.2,6027
1005,Aspatha gularis,605.2,11499
1006,Asthenes anthoides,198.7,3776
1007,Asthenes baeri,383.2,7281
1008,Asthenes berlepschi,4.7,75
1009,Asthenes cactorum,29.3,556
1010,Asthenes dorbignyi,291.2,5532
1011,Asthenes flammulata,356.9,6782
1012,Asthenes heterura,20.8,354
1013,Asthenes huancavelicae,2.1,21
1014,Asthenes hudsoni,31.6,601
1015,Asthenes humicola,468.3,8897
1016,Asthenes humilis,114.5,2176
1017,Asthenes luizae,14.3,272
1018,Asthenes maculicauda,20.5,369
1019,Asthenes modesta,486.1,9235
1020,Asthenes ottonis,208.4,3752
1021,Asthenes patagonica,70.9,1276
1022,Asthenes perijana,28.4,341
1023,Asthenes pudibunda,88.2,1588
1024,Asthenes pyrrholeuca,480.7,9134
1025,Asthenes sclateri,78.3,1488
1026,Asthenes steinbachi,37.4,710
1027,Asthenes urubambensis,32.8,624
1028,Asthenes virgata,48.1,866
1029,Asthenes wyatti,108.9,2070
1030,Astrapia mayeri,54.3,923
1031,Astrapia nigra,10.7,96
1032,Astrapia rothschildi,18.1,217
1033,Astrapia splendidissima,13.1,183
1034,Astrapia stephaniae,40.7,732
1035,Atalotriccus pilaris,575.4,10933
1036,Atelornis crossleyi,29.6,503
1037,Atelornis pittoides,65.1,1171
1038,Athene brama,5157.6,97995
1039,Athene cunicularia,11729.7,222865
1040,Athene noctua,14630.1,277971
1041,Atimastillas flavicollis,263.1,4999
1042,Atlantisia rogersi,4.0,20
1043,Atlapetes albiceps,50.6,910
1044,Atlapetes albinucha,2590.0,49210
1045,Atlapetes albofrenatus,183.6,3489
1046,Atlapetes blancae,62.2,311
1047,Atlapetes canigenis,44.6,802
1048,Atlapetes citrinellus,39.8,756
1049,Atlapetes crassus,3.3,49
1050,Atlapetes flaviceps,133.1,2529
1051,Atlapetes forbesi,24.6,468
1052,Atlapetes fulviceps,106.8,1923
1053,Atlapetes fuscoolivaceus,77.8,1400
1054,Atlapetes latinuchus,944.3,17941
1055,Atlapetes leucopis,31.3,500
1056,Atlapetes leucopterus,292.5,5557
1057,Atlapetes melanocephalus,364.5,6925
1058,Atlapetes melanolaemus,135.1,2567
1059,Atlapetes melanopsis,9.1,163
1060,Atlapetes nationi,69.8,1327
1061,Atlapetes nigrifrons,2.6,21
1062,Atlapetes pallidiceps,16.8,286
1063,Atlapetes pallidinucha,711.5,13518
1064,Atlapetes personatus,15.8,268
1065,Atlapetes pileatus,469.9,8929
1066,Atlapetes rufigenis,36.7,660
1067,Atlapetes rufinucha,58.2,1047
1068,Atlapetes schistaceus,935.9,17783
1069,Atlapetes seebohmi,42.3,761
1070,Atlapetes semirufus,191.2,3633
1071,Atlapetes tricolor,781.6,14851
1072,Atrichornis clamosus,53.4,961
1073,Atrichornis rufescens,76.3,1450
1074,Attagis gayi,128.9,2450
1075,Attagis malouinus,26.0,468
1076,Atticora fasciata,1195.4,22712
1077,Atticora melanoleuca,1.6,8
1078,Attila bolivianus,203.3,3863
1079,Attila cinnamomeus,442.3,8404
1080,Attila citriniventris,166.9,3172
1081,Attila phoenicurus,147.5,2802
1082,Attila rufus,697.9,13260
1083,Attila spadiceus,6135.5,116575
1084,Attila torridus,57.6,1036
1085,Augastes lumachella,24.9,473
1086,Augastes scutatus,35.8,681
1087,Aulacorhynchus albivitta,1560.9,29657
1088,Aulacorhynchus atrogularis,4.3,73
1089,Aulacorhynchus caeruleogularis,18.8,357
1090,Aulacorhynchus coeruleicinctis,113.7,2160
1091,Aulacorhynchus derbianus,79.2,1425
1092,Aulacorhynchus haematopygus,1542.5,29308
1093,Aulacorhynchus huallagae,3.9,27
1094,Aulacorhynchus prasinus,2856.9,54281
1095,Aulacorhynchus sulcatus,207.7,3946
1096,Aulacorhynchus wagleri,2.9,20
1097,Aulacorhynchus whitelianus,7.0,84
1098,Auriparus flaviceps,32297.9,613661
1099,Automolus exsertus,322.1,6120
1100,Automolus infuscatus,146.9,2791
1101,Automolus leucophthalmus,784.3,14902
1102,Automolus melanopezus,29.6,532
1103,Automolus ochrolaemus,1192.8,22664
1104,Automolus paraensis,44.8,807
1105,Automolus roraimae,6.2,93
1106,Automolus rubiginosus,561.0,10098
1107,Automolus rufipileatus,175.1,3152
1108,Aviceda cuculoides,228.1,4334
1109,Aviceda jerdoni,193.5,3676
1110,Aviceda leuphotes,611.3,11615
1111,Aviceda madagascariensis,23.1,392
1112,Aviceda subcristata,1033.6,19638
1113,Avocettula recurvirostris,17.5,298
1114,Aythya affinis,84746.2,1610177
1115,Aythya americana,53777.1,1021764
1116,Aythya australis,9481.7,180152
1117,Aythya baeri,76.9,1462
1118,Aythya collaris,112743.1,2142118
1119,Aythya ferina,48244.9,916654
1120,Aythya ferina x fuligula,9.6,183
1121,Aythya ferina x nyroca,2.5,15
1122,Aythya fuligula,114323.0,2172137
1123,Aythya fuligula x collaris,2.9,38
1124,Aythya fuligula x marila,15.2,288
1125,Aythya hybrid,4.2,50
1126,Aythya innotata,5.3,63
1127,Aythya marila,48218.7,916156
1128,Aythya novaeseelandiae,1328.4,25239
1129,Aythya nyroca,3901.1,74120
1130,Aythya nyroca x fuligula,3.4,41
1131,Aythya valisineria,33847.9,643111
1132,Babax koslowi,8.2,123
1133,Babax lanceolatus,41.8,794
1134,Baeolophus atricristatus,20234.8,384462
1135,Baeolophus bicolor,413535.5,7857174
1136,Baeolophus inornatus,34359.6,652832
1137,Baeolophus ridgwayi,4455.3,84651
1138,Baeolophus wollweberi,8045.2,152859
1139,Baeopogon clamans,6.9,125
1140,Baeopogon indicator,136.8,2600
1141,Balaeniceps rex,73.7,1401
1142,Balearica pavonina,76.3,1449
1143,Balearica regulorum,1895.9,36022
1144,Bambusicola fytchii,91.1,1639
1145,Bambusicola sonorivox,2752.4,52295
1146,Bambusicola thoracicus,636.6,12096
1147,Bangsia arcaei,133.9,2545
1148,Bangsia aureocincta,174.5,3316
1149,Bangsia edwardsi,214.2,4070
1150,Bangsia flavovirens,17.9,323
1151,Bangsia melanochlamys,225.7,4062
1152,Bangsia rothschildi,67.9,1222
1153,Barnardius zonarius,5333.6,101339
1154,Bartramia longicauda,6315.1,119987
1155,Baryphthengus martii,2516.5,47814
1156,Baryphthengus ruficapillus,576.9,10962
1157,Basileuterus basilicus,80.5,1529
1158,Basileuterus belli,808.8,15368
1159,Basileuterus cabanisi,2.0,2
1160,Basileuterus castaneiceps,2.0,2
1161,Basileuterus culicivorus,7268.4,138100
1162,Basileuterus ignotus,5.9,100
1163,Basileuterus lachrymosus,371.7,7062
1164,Basileuterus melanogenys,605.3,11500
1165,Basileuterus melanotis,586.2,11138
1166,Basileuterus punctipectus,2.3,14
1167,Basileuterus rufifrons,6325.7,120188
1168,Basileuterus tacarcunae,3.0,6
1169,Basileuterus trifasciatus,96.8,1839
1170,Basileuterus tristriatus,2018.4,38349
1171,Basilinna leucotis,2827.8,53728
1172,Basilinna xantusii,241.4,4587
1173,Basilornis celebensis,20.7,352
1174,Basilornis corythaix,8.7,104
1175,Basilornis galeatus,4.9,59
1176,Basilornis mirandus,18.9,341
1177,Batara cinerea,365.9,6952
1178,Bathmocercus cerviniventris,1.3,8
1179,Bathmocercus rufus,115.5,2194
1180,Batis capensis,1995.7,37919
1181,Batis crypta,14.6,233
1182,Batis diops,68.5,1233
1183,Batis erlangeri,88.6,1684
1184,Batis fratrum,88.8,1688
1185,Batis ituriensis,14.8,237
1186,Batis margaritae,5.2,62
1187,Batis minima,2.8,11
1188,Batis minor,57.9,1100
1189,Batis minulla,6.1,92
1190,Batis mixta,48.1,913
1191,Batis molitor,5251.5,99779
1192,Batis orientalis,43.1,776
1193,Batis perkeo,96.8,1840
1194,Batis poensis,15.8,300
1195,Batis pririt,1195.8,22720
1196,Batis senegalensis,117.2,2226
1197,Batis soror,139.2,2645
1198,Batrachostomus affinis,61.8,1175
1199,Batrachostomus auritus,39.7,714
1200,Batrachostomus chaseni,20.7,373
1201,Batrachostomus cornutus,17.2,309
1202,Batrachostomus harterti,3.8,15
1203,Batrachostomus hodgsoni,43.4,782
1204,Batrachostomus javensis,20.8,354
1205,Batrachostomus mixtus,12.2,146
1206,Batrachostomus moniliger,267.0,5073
1207,Batrachostomus poliolophus,9.3,158
1208,Batrachostomus septimus,54.6,983
1209,Batrachostomus stellatus,26.5,477
1210,Berenicornis comatus,89.7,1614
1211,Berlepschia rikeri,180.7,3434
1212,Bernieria madagascariensis,119.5,2271
1213,Bias musicus,180.4,3428
1214,Biatas nigropectus,76.8,1459
1215,Biziura lobata,2837.4,53910
1216,Bleda canicapillus,77.8,1478
1217,Bleda eximius,17.4,331
1218,Bleda notatus,46.4,882
1219,Bleda syndactylus,141.3,2684
1220,Bleda ugandae,6.2,31
1221,Blythipicus pyrrhotis,435.6,8276
1222,Blythipicus rubiginosus,193.8,3683
1223,Bocagia minuta,67.7,1286
1224,Boissonneaua flavescens,1488.9,28289
1225,Boissonneaua jardini,783.3,14883
1226,Boissonneaua matthewsii,766.1,14555
1227,Bolbopsittacus lunulatus,166.7,3168
1228,Bolborhynchus ferrugineifrons,59.3,1068
1229,Bolborhynchus lineola,652.7,12402
1230,Bolborhynchus orbygnesius,79.8,1436
1231,Bombycilla cedrorum,229349.2,4357634
1232,Bombycilla garrulus,37539.5,713251
1233,Bombycilla japonica,114.1,2168
1234,Bonasa umbellus,21250.8,403766
1235,Boreortalis laesslei,1.0,1
1236,Bostrychia bocagei,7.4,103
1237,Bostrychia carunculata,182.8,3473
1238,Bostrychia hagedash,18660.5,354550
1239,Bostrychia olivacea,12.3,222
1240,Bostrychia rara,13.6,244
1241,Botaurus lentiginosus,15254.2,289830
1242,Botaurus pinnatus,359.9,6839
1243,Botaurus poiciloptilus,245.9,4673
1244,Botaurus stellaris,12266.5,233063
1245,Brachycope anomala,5.8,70
1246,Brachygalba albogularis,87.7,1578
1247,Brachygalba goeringi,64.9,1233
1248,Brachygalba lugubris,307.6,5845
1249,Brachygalba salmoni,42.2,759
1250,Brachypodius eutilotus,90.5,1719
1251,Brachypodius melanocephalos,958.1,18203
1252,Brachypodius melanoleucos,19.7,374
1253,Brachypodius urostictus,95.4,1812
1254,Brachypteracias leptosomus,31.1,529
1255,Brachypteryx goodfellowi,287.6,5176
1256,Brachypteryx hyperythra,19.6,333
1257,Brachypteryx leucophris,363.5,6907
1258,Brachypteryx montana,366.8,6970
1259,Brachypteryx sinensis,3.6,40
1260,Brachyramphus brevirostris,227.8,4328
1261,Brachyramphus dunkeli,1.0,1
1262,Brachyramphus marmoratus,4715.0,89585
1263,Brachyramphus perdix,16.7,301
1264,Bradornis fuliginosus,50.1,901
1265,Bradornis infuscatus,629.3,11956
1266,Bradornis mariquensis,1774.3,33712
1267,Bradornis microrhynchus,567.6,10785
1268,Bradornis pallidus,764.5,14526
1269,Bradypterus alfredi,4.7,42
1270,Bradypterus baboecala,2953.4,56114
1271,Bradypterus bangwaensis,7.2,130
1272,Bradypterus barratti,230.3,4376
1273,Bradypterus brunneus,18.1,308
1274,Bradypterus carpalis,41.4,745
1275,Bradypterus centralis,45.9,826
1276,Bradypterus cinnamomeus,174.4,3314
1277,Bradypterus grandis,3.3,36
1278,Bradypterus graueri,18.3,330
1279,Bradypterus lopezi,77.4,1471
1280,Bradypterus sylvaticus,151.4,2877
1281,Branta bernicla,43753.4,831314
1282,Branta canadensis,771656.8,14661479
1283,Branta canadensis x Anser caerulescens,2.3,9
1284,Branta hutchinsii,27648.8,525327
1285,Branta hutchinsii x leucopsis,5.6,39
1286,Branta leucopsis,49692.0,944148
1287,Branta leucopsis x Anser caerulescens,16.4,262
1288,Branta leucopsis x bernicla,2.7,40
1289,Branta leucopsis x canadensis,71.5,1358
1290,Branta leucopsis x ruficollis,3.9,39
1291,Branta ruficollis,2019.9,38378
1292,Branta sandvicensis,1244.9,23654
1293,Brotogeris chiriri,4784.7,90910
1294,Brotogeris chrysoptera,498.5,8973
