"","family","year","n"
"3273","Phoeniculidae",2012,6174
"3274","Viduidae",2010,8577
"3275","Scopidae",2011,4262
"3276","Scopidae",2012,3976
"3277","Bucorvidae",2012,750
"3278","Otididae",2012,11152
"3279","Buphagidae",2016,8133
"3280","Musophagidae",2014,15073
"3281","Pteroclididae",2013,3593
"3282","Pteroclididae",2012,3351
"3283","Erythrocercidae",2012,103
"3284","Pluvianidae",2013,57
"3285","Hyliotidae",2012,96
"3286","Rostratulidae",2012,1057
"3287","Pluvianidae",2012,79
"3288","Tichodromidae",2015,1214
"3289","Otididae",2008,6071
"3290","Tichodromidae",2011,662
"3291","Otididae",2009,8444
"3292","Otididae",2010,8924
"3293","Tichodromidae",2019,1790
"3294","Tichodromidae",2010,882
"3295","Panuridae",2008,9827
"3296","Phoenicopteridae",2008,5226
"3297","Tichodromidae",2012,696
"3298","Ramphastidae",2007,8522
"3299","Formicariidae",2006,1145
"3300","Tinamidae",2004,2641
"3301","Steatornithidae",2017,1156
"3302","Steatornithidae",2014,675
"3303","Steatornithidae",2019,1456
"3304","Steatornithidae",2018,1261
"3305","Steatornithidae",2015,989
"3306","Steatornithidae",2020,387
"3307","Balaenicipitidae",2011,37
"3308","Panuridae",2012,8141
"3309",NA,2011,11279
"3310",NA,2022,5094
"3311",NA,2021,21242
"3312",NA,2009,14545
"3313","Upupidae",2007,12010
"3314","Formicariidae",2011,1693
"3315","Psittaculidae",2013,2918
"3316","Phoenicopteridae",2006,5081
"3317","Machaerirhynchidae",2011,584
"3318","Oreoicidae",2006,1571
"3319","Prionopidae",2020,4256
"3320","Tinamidae",2009,5150
"3321","Tichodromidae",2021,1840
"3322","Coliidae",2009,18291
"3323","Pluvianellidae",2018,228
"3324","Eurylaimidae",2009,1296
"3325","Chionidae",2021,1027
"3326","Grallariidae",2008,3256
"3327","Cariamidae",2019,4515
"3328","Rheidae",2015,1879
"3329","Elachuridae",2019,304
"3330","Formicariidae",2008,1644
"3331","Platysteiridae",2008,5155
"3332","Vangidae",2017,3824
"3333","Jacanidae",2008,5842
"3334","Vangidae",2016,1793
"3335","Capitonidae",2013,2466
"3336","Malaconotidae",2010,34130
"3337","Anhimidae",2012,957
"3338","Malaconotidae",2007,9160
"3339","Orthonychidae",2021,2143
"3340","Indicatoridae",2017,7493
"3341","Todidae",2007,570
"3342","Coliidae",2010,18291
"3343","Phoeniculidae",2010,5752
"3344","Macrosphenidae",2014,8883
"3345","Numididae",2011,11600
"3346","Passerellidae",2008,1767
"3347","Leptosomidae",2010,64
"3348","Nyctibiidae",2013,2156
"3349","Scopidae",2006,765
"3350","Momotidae",2008,4619
"3351","Opisthocomidae",2012,656
"3352","Macrosphenidae",2016,14065
"3353","Timaliidae",2011,12959
"3354","Chaetopidae",2017,417
"3355","Scotocercidae",2019,1119
"3356","Meropidae",2004,9967
"3357","Melanopareiidae",2020,1429
"3358","Pittidae",2004,774
"3359","Bucconidae",2005,2574
"3360","Formicariidae",2014,3654
"3361","Phoeniculidae",2006,723
"3362","Orthonychidae",2006,293
"3363","Glareolidae",2004,1680
"3364","Formicariidae",2009,1492
"3365","Todidae",2006,352
"3366","Machaerirhynchidae",2009,294
"3367","Coerebidae",2005,3972
"3368","Platysteiridae",2004,804
"3369","Irenidae",2008,692
"3370","Opisthocomidae",2014,1104
"3371","Ibidorhynchidae",2015,209
"3372","Rheidae",2017,2980
"3373","Hemiprocnidae",2015,2313
"3374","Cariamidae",2015,1332
"3375","Hemiprocnidae",2013,1125
"3376","Semnornithidae",2017,2892
"3377","Buphagidae",2008,1742
"3378","Capitonidae",2004,896
"3379","Paramythiidae",2019,159
"3380","Urocynchramidae",2015,7
"3381","Paradoxornithidae",2018,400
"3382","Macrosphenidae",2010,6414
"3383","Stenostiridae",2013,2861
"3384","Passerellidae",2009,1825
"3385","Machaerirhynchidae",2019,1110
"3386","Chloropseidae",2009,870
"3387","Indicatoridae",2011,2922
"3388","Opisthocomidae",2008,424
"3389","Vangidae",2008,1022
"3390","Megalaimidae",2005,4728
"3391","Formicariidae",2010,2033
"3392","Dromadidae",2015,506
"3393","Bucconidae",2013,6791
"3394","Turnicidae",2011,2487
"3395","Numididae",2010,11564
"3396","Hypocoliidae",2016,233
"3397","Thinocoridae",2011,318
"3398","Grallariidae",2009,2784
"3399","Atrichornithidae",2014,139
"3400","Machaerirhynchidae",2012,413
"3401","Pelecanoididae",2010,336
"3402","Todidae",2012,1533
"3403","Apterygidae",2021,1017
"3404","Chloropseidae",2013,1947
"3405","Semnornithidae",2016,1775
"3406","Brachypteraciidae",2017,615
"3407","Pelecanoididae",2012,400
"3408","Pluvianellidae",2021,417
"3409","Pellorneidae",2009,6305
"3410","Passerellidae",2013,4319
"3411","Macrosphenidae",2011,6592
"3412","Dulidae",2018,1309
"3413","Arcanatoridae",2017,80
"3414","Dulidae",2019,1721
"3415","Turnicidae",2004,1302
"3416","Paradisaeidae",2009,1553
"3417","Peucedramidae",2016,3056
"3418","Thinocoridae",2020,2020
"3419","Conopophagidae",2018,3697
"3420","Scopidae",2009,3705
"3421","Capitonidae",2010,1922
"3422","Peucedramidae",2012,1209
"3423","Coliidae",2006,2374
"3424","Notiomystidae",2021,598
"3425","Pnoepygidae",2015,1538
"3426","Paradisaeidae",2010,3471
"3427","Bernieridae",2017,1324
"3428","Paradisaeidae",2012,1795
"3429","Eurypygidae",2015,1244
"3430","Pittidae",2005,741
"3431","Macrosphenidae",2015,11905
"3432","Bernieridae",2018,1197
"3433","Pnoepygidae",2017,2079
"3434","Eupetidae",2010,95
"3435","Pteroclididae",2011,2741
"3436","Conopophagidae",2019,4920
"3437","Conopophagidae",2017,2777
"3438","Eurylaimidae",2012,1961
"3439","Oreoicidae",2013,1846
"3440","Eurypygidae",2017,2007
"3441","Notiomystidae",2009,71
"3442","Hyliotidae",2018,335
"3443","Tephrodornithidae",2009,1262
"3444","Prionopidae",2014,2015
"3445","Notiomystidae",2013,116
"3446","Capitonidae",2009,1397
"3447","Pnoepygidae",2014,910
"3448","Turnicidae",2016,3153
"3449","Tephrodornithidae",2006,717
"3450","Callaeatidae",2004,111
"3451","Phoeniculidae",2011,6270
"3452","Melanopareiidae",2016,729
"3453","Indicatoridae",2005,1586
"3454","Hemiprocnidae",2020,4867
"3455","Irenidae",2014,1717
"3456","Heliornithidae",2012,586
"3457","Pnoepygidae",2016,1930
"3458","Anhimidae",2008,551
"3459","Lybiidae",2004,1761
"3460","Leptosomidae",2008,101
"3461","Psophiidae",2014,1383
"3462","Sagittariidae",2011,1212
"3463","Coliidae",2012,16838
"3464","Tichodromidae",2016,1224
"3465","Scotocercidae",2018,776
"3466","Nyctibiidae",2005,633
"3467","Stenostiridae",2007,1087
"3468","Elachuridae",2021,265
"3469","Dromadidae",2017,737
"3470","Hemiprocnidae",2007,436
"3471","Promeropidae",2006,403
"3472","Platysteiridae",2005,2180
"3473","Promeropidae",2013,1023
"3474","Buphagidae",2004,381
"3475","Leptosomidae",2019,398
"3476","Rheidae",2006,450
"3477","Struthionidae",2006,477
"3478","Struthionidae",2009,2807
"3479","Aramidae",2004,1506
"3480","Otididae",2006,1961
"3481","Orthonychidae",2019,1876
"3482","Oreoicidae",2021,2806
"3483","Otididae",2005,2494
"3484","Musophagidae",2005,1785
"3485","Leiothrichidae",2005,6638
"3486","Pteroclididae",2006,1373
"3487","Melanocharitidae",2013,196
"3488","Paradisaeidae",2016,3577
"3489","Opisthocomidae",2015,1280
"3490","Callaeatidae",2011,207
"3491","Bucconidae",2008,3816
"3492","Prionopidae",2016,3825
"3493","Rostratulidae",2006,1249
"3494","Donacobiidae",2017,3462
"3495","Donacobiidae",2013,944
"3496","Platysteiridae",2011,7973
"3497","Chloropseidae",2011,1188
"3498","Irenidae",2011,804
"3499","Dromadidae",2019,854
"3500","Aegithinidae",2010,1640
"3501","Struthionidae",2007,884
"3502","Psophiidae",2021,388
"3503","Passerellidae",2011,2807
"3504","Opisthocomidae",2005,280
"3505","Tephrodornithidae",2011,1527
"3506","Hemiprocnidae",2010,875
"3507","Aegithinidae",2009,1438
"3508","Galbulidae",2007,2176
"3509","Pelecanoididae",2017,1313
"3510","Turnicidae",2008,995
"3511","Oreoicidae",2012,2426
"3512","Oreoicidae",2019,2749
"3513","Oreoicidae",2004,1351
"3514","Burhinidae",2004,3505
"3515","Anseranatidae",2004,704
"3516","Dasyornithidae",2013,398
"3517","Anseranatidae",2006,8604
"3518","Dasyornithidae",2010,215
"3519","Turnicidae",2012,1900
"3520","Dasyornithidae",2007,120
"3521","Oreoicidae",2005,1221
"3522","Opisthocomidae",2006,280
"3523","Cettiidae",2022,984
"3524","Sagittariidae",2017,2594
"3525","Glareolidae",2022,1061
"3526","Heliornithidae",2022,79
"3527","Dulidae",2022,25
"3528","Callaeatidae",2016,951
"3529","Climacteridae",2022,389
"3530","Semnornithidae",2012,509
"3531","Promeropidae",2018,1963
"3532","Aramidae",2005,1470
"3533","Promeropidae",2017,2067
"3534","Casuariidae",2019,632
"3535","Promeropidae",2015,1758
"3536","Dulidae",2014,817
"3537","Sagittariidae",2022,593
"3538","Tinamidae",2022,232
"3539","Erythrocercidae",2021,498
"3540","Rhynochetidae",2020,29
"3541","Orthonychidae",2017,1491
"3542","Opisthocomidae",2004,260
"3543","Chionidae",2012,329
"3544","Acanthisittidae",2022,83
"3545","Notiomystidae",2016,324
"3546","Aegothelidae",2022,69
"3547","Machaerirhynchidae",2017,781
"3548","Indicatoridae",2022,1257
"3549","Donacobiidae",2011,636
"3550","Semnornithidae",2007,565
"3551","Rhinocryptidae",2022,120
"3552","Prionopidae",2017,4417
"3553","Phaethontidae",2004,661
"3554","Struthionidae",2022,1476
"3555","Lybiidae",2022,11867
"3556","Pteroclididae",2007,3629
"3557","Eurypygidae",2022,26
"3558","Todidae",2022,65
"3559","Cariamidae",2016,1931
"3560","Galbulidae",2005,1411
"3561","Balaenicipitidae",2020,83
"3562","Musophagidae",2022,5310
"3563","Scopidae",2008,2436
"3564","Thinocoridae",2010,308
"3565","Tichodromidae",2017,1592
"3566","Philepittidae",2017,383
"3567","Hydrobatidae",2022,91
"3568","Thinocoridae",2022,21
"3569","Aegithinidae",2022,131
"3570","Stenostiridae",2022,419
"3571","Conopophagidae",2013,623
"3572","Heliornithidae",2017,1756
"3573","Callaeatidae",2014,468
"3574","Chionidae",2010,220
"3575","Bucorvidae",2009,565
"3576","Promeropidae",2022,616
"3577","Tichodromidae",2009,972
"3578","Tichodromidae",2006,250
"3579","Pluvianellidae",2017,225
"3580","Melanocharitidae",2012,827
"3581","Eurypygidae",2009,314
"3582","Acanthisittidae",2017,647
"3583","Melanocharitidae",2015,347
"3584","Prionopidae",2010,984
"3585","Notiomystidae",2015,272
"3586","Rhynochetidae",2015,54
"3587","Vangidae",2021,244
"3588","Callaeatidae",2017,926
"3589","Turnicidae",2022,407
"3590","Macrosphenidae",2022,3612
"3591","Galbulidae",2010,2726
"3592","Acanthisittidae",2008,309
"3593","Conopophagidae",2010,553
"3594","Donacobiidae",2005,392
"3595","Pittidae",2022,112
"3596","Apterygidae",2013,107
"3597","Casuariidae",2011,429
"3598","Bucorvidae",2020,4009
"3599","Pelecanoididae",2022,23
"3600","Struthionidae",2012,3097
"3601","Opisthocomidae",2009,476
"3602","Hypocoliidae",2012,103
"3603","Passerellidae",2022,54
"3604","Opisthocomidae",2013,853
"3605","Callaeatidae",2012,239
"3606","Numididae",2006,897
"3607","Hyliotidae",2016,251
"3608","Apterygidae",2009,82
"3609","Cariamidae",2022,50
"3610","Irenidae",2009,594
"3611","Melanopareiidae",2009,170
"3612","Scotocercidae",2008,85
"3613","Eurylaimidae",2015,2572
"3614","Eurypygidae",2014,917
"3615","Conopophagidae",2012,566
"3616","Cariamidae",2010,349
"3617","Cariamidae",2014,691
"3618","Chionidae",2015,492
"3619","Chaetopidae",2020,234
"3620","Orthonychidae",2022,19
"3621","Pteroclididae",2022,1133
"3622","Nyctibiidae",2022,128
"3623","Peucedramidae",2022,42
"3624","Rheidae",2013,882
"3625","Sagittariidae",2005,303
"3626","Lybiidae",2008,14015
"3627","Ibidorhynchidae",2018,481
"3628","Psophiidae",2005,100
"3629","Buphagidae",2007,1432
"3630","Rostratulidae",2014,1118
"3631","Scopidae",2007,1371
"3632","Cariamidae",2008,221
"3633","Opisthocomidae",2011,531
"3634","Chionidae",2009,178
"3635","Chionidae",2008,105
"3636","Conopophagidae",2022,33
"3637","Brachypteraciidae",2013,224
"3638","Casuariidae",2021,346
"3639","Pluvianidae",2020,209
"3640","Apterygidae",2011,83
"3641","Grallariidae",2006,2200
"3642","Mesitornithidae",2014,69
"3643","Donacobiidae",2009,408
"3644","Bucorvidae",2007,340
"3645","Apterygidae",2022,29
"3646","Bucorvidae",2022,332
"3647","Donacobiidae",2010,643
"3648","Hemiprocnidae",2012,1101
"3649","Scopidae",2004,758
"3650","Hypocoliidae",2018,316
"3651","Acanthisittidae",2011,507
"3652","Buphagidae",2012,2826
"3653","Podicipitidae",2017,1
"3654","Chionidae",2020,964
"3655","Pelecanoididae",2018,1742
"3656","Notiomystidae",2020,467
"3657","Paradoxornithidae",2022,6
"3658","Stenostiridae",2011,2294
"3659","Steatornithidae",2022,8
"3660","Mesitornithidae",2013,105
"3661","Viduidae",2008,5779
"3662","Pluvianidae",2022,16
"3663","Peucedramidae",2014,1797
"3664","Bucorvidae",2008,450
"3665","Hypocoliidae",2019,298
"3666","Macrosphenidae",2008,4380
"3667","Callaeatidae",2008,152
"3668","Sagittariidae",2009,991
"3669","Pluvianidae",2019,200
"3670","Acanthisittidae",2014,754
"3671","Chaetopidae",2021,313
"3672","Chionidae",2013,254
"3673","Nicatoridae",2019,1861
"3674","Callaeatidae",2009,185
"3675","Thinocoridae",2018,2205
"3676","Casuariidae",2009,93
"3677","Hypocoliidae",2017,322
"3678","Scopidae",2010,4045
"3679","Philepittidae",2013,157
"3680","Nyctibiidae",2010,1335
"3681","Rostratulidae",2008,697
"3682","Opisthocomidae",2022,50
"3683","Paramythiidae",2009,59
"3684","Philepittidae",2016,231
"3685","Atrichornithidae",2020,129
"3686","Scotocercidae",2015,366
"3687","Erythrocercidae",2007,39
"3688","Psophiidae",2018,1117
"3689","Melanocharitidae",2010,2230
"3690","Macrosphenidae",2012,6650
"3691","Peucedramidae",2013,1288
"3692","Ibidorhynchidae",2020,396
"3693","Dulidae",2015,928
"3694","Casuariidae",2013,235
"3695","Machaerirhynchidae",2013,395
"3696","Prionopidae",2004,273
"3697","Nyctibiidae",2008,892
"3698","Orthonychidae",2007,335
"3699","Pnoepygidae",2012,495
"3700","Nicatoridae",2016,1145
"3701","Dulidae",2017,1473
"3702","Apterygidae",2020,769
"3703","Paradoxornithidae",2021,425
"3704","Hypocoliidae",2015,226
"3705","Platysteiridae",2009,7872
"3706","Rostratulidae",2004,928
"3707","Todidae",2015,2994
"3708","Peucedramidae",2008,381
"3709","Melanocharitidae",2018,636
"3710","Brachypteraciidae",2009,56
"3711","Rheidae",2010,508
"3712","Elachuridae",2010,52
"3713","Todidae",2009,519
"3714","Conopophagidae",2014,864
"3715","Eupetidae",2018,171
"3716","Eurylaimidae",2007,690
"3717","Sapayoaidae",2016,52
"3718","Irenidae",2010,778
"3719","Brachypteraciidae",2004,33
"3720","Semnornithidae",2005,454
"3721","Dulidae",2013,607
"3722","Brachypteraciidae",2007,69
"3723","Aegithinidae",2008,1250
"3724","Opisthocomidae",2010,561
"3725","Viduidae",2005,3038
"3726","Bernieridae",2008,394
"3727","Melanopareiidae",2017,967
"3728","Heliornithidae",2016,1380
"3729","Prionopidae",2005,508
"3730","Rhinocryptidae",2004,2737
"3731","Macrosphenidae",2009,6351
"3732","Tephrodornithidae",2012,1809
"3733","Tichodromidae",2005,298
"3734","Erythrocercidae",2014,123
"3735","Balaenicipitidae",2013,46
"3736","Semnornithidae",2009,367
"3737","Coliidae",2007,8001
"3738","Orthonychidae",2013,800
"3739","Leptosomidae",2016,206
"3740","Pluvianellidae",2015,101
"3741","Sapayoaidae",2021,256
"3742","Macrosphenidae",2004,467
"3743","Picathartidae",2020,20
"3744","Aegithinidae",2004,554
"3745","Acanthisittidae",2009,453
"3746","Chaetopidae",2018,511
"3747","Elachuridae",2017,110
"3748","Dromadidae",2006,150
"3749","Nicatoridae",2020,1713
"3750","Anseranatidae",2012,3098
"3751","Melanocharitidae",2014,289
"3752","Rheidae",2009,473
"3753","Tichodromidae",2008,354
"3754","Urocynchramidae",2020,24
"3755","Thinocoridae",2013,727
"3756","Rhynochetidae",2016,33
"3757","Semnornithidae",2011,380
"3758","Dulidae",2009,111
"3759","Nicatoridae",2007,224
"3760","Peucedramidae",2010,637
"3761","Indicatoridae",2010,2966
"3762","Passerellidae",2006,1362
"3763","Eurylaimidae",2008,959
"3764","Pnoepygidae",2009,516
"3765","Eupetidae",2012,72
"3766","Tichodromidae",2014,861
"3767","Thinocoridae",2014,786
"3768","Balaenicipitidae",2018,259
"3769","Pelecanoididae",2015,707
"3770","Conopophagidae",2004,242
"3771","Psophiidae",2015,573
"3772","Heliornithidae",2013,683
"3773","Scotocercidae",2021,1322
"3774","Conopophagidae",2011,527
"3775","Bernieridae",2012,364
"3776","Paradoxornithidae",2017,305
"3777","Irenidae",2007,368
"3778","Leptosomidae",2013,158
"3779","Peucedramidae",2004,305
"3780","Chloropseidae",2012,1579
"3781","Nicatoridae",2017,1482
"3782","Prionopidae",2022,1027
"3783","Chaetopidae",2007,130
"3784","Viduidae",2009,9024
"3785","Hyliotidae",2019,309
"3786","Indicatoridae",2007,1594
"3787","Phoeniculidae",2008,3623
"3788","Chaetopidae",2008,122
"3789","Prionopidae",2008,897
"3790","Indicatoridae",2012,3093
"3791","Bucorvidae",2013,934
"3792","Indicatoridae",2008,1994
"3793","Prionopidae",2009,1150
"3794","Bucorvidae",2010,571
"3795","Promeropidae",2009,965
"3796","Promeropidae",2007,3606
"3797","Platysteiridae",2007,2727
"3798","Buphagidae",2009,2202
"3799","Chaetopidae",2016,316
"3800","Nicatoridae",2008,314
"3801","Sagittariidae",2008,726
"3802","Erythrocercidae",2009,71
"3803","Chaetopidae",2009,107
"3804","Prionopidae",2011,1180
"3805","Sagittariidae",2012,1230
"3806","Erythrocercidae",2018,380
"3807","Stenostiridae",2009,2125
"3808","Nicatoridae",2009,485
"3809","Rostratulidae",2010,574
"3810","Nicatoridae",2010,448
"3811","Promeropidae",2008,703
"3812","Chaetopidae",2011,138
"3813","Chaetopidae",2019,463
"3814","Chaetopidae",2010,108
"3815","Hyliotidae",2021,423
"3816","Hyliotidae",2015,191
"3817","Heliornithidae",2009,358
"3818","Erythrocercidae",2017,331
"3819","Bucorvidae",2011,635
"3820","Nicatoridae",2011,440
"3821","Nicatoridae",2022,231
"3822","Sagittariidae",2007,582
"3823","Dromadidae",2013,322
"3824","Brachypteraciidae",2011,120
"3825","Melanocharitidae",2019,614
"3826","Anseranatidae",2008,873
"3827","Pluvianidae",2021,108
"3828","Steatornithidae",2021,455
"3829","Tephrodornithidae",2007,729
"3830","Pittidae",2007,928
"3831","Irenidae",2005,446
"3832","Hypocoliidae",2010,79
"3833","Anhimidae",2006,371
"3834","Rheidae",2004,484
"3835","Apterygidae",2018,472
"3836","Pelecanoididae",2011,221
"3837","Pnoepygidae",2006,337
"3838","Scopidae",2005,778
"3839","Capitonidae",2006,970
"3840","Pityriaseidae",2005,24
"3841","Casuariidae",2010,161
"3842","Vangidae",2010,651
"3843","Erythrocercidae",2010,69
"3844","Machaerirhynchidae",2014,595
"3845","Aegithinidae",2006,759
"3846","Machaerirhynchidae",2016,645
"3847","Dromadidae",2016,554
"3848","Cariamidae",2012,384
"3849","Machaerirhynchidae",2018,919
"3850","Hypocoliidae",2021,256
"3851","Atrichornithidae",2007,37
"3852","Pnoepygidae",2013,822
"3853","Mesitornithidae",2015,148
"3854","Pittidae",2006,744
"3855","Donacobiidae",2008,465
"3856","Anseranatidae",2010,1053
"3857","Chionidae",2018,1275
"3858","Buphagidae",2005,1191
"3859","Leptosomidae",2015,294
"3860","Tephrodornithidae",2008,1130
"3861","Scotocercidae",2020,1284
"3862","Melanocharitidae",2016,278
"3863","Formicariidae",2005,1064
"3864","Psophiidae",2006,113
"3865","Peucedramidae",2006,428
"3866","Ibidorhynchidae",2007,58
"3867","Passerellidae",2005,1136
"3868","Pelecanoididae",2009,341
"3869","Bernieridae",2010,220
"3870","Chionidae",2017,773
"3871","Thinocoridae",2008,259
"3872","Anhimidae",2005,350
"3873","Chloropseidae",2007,598
"3874","Picathartidae",2016,38
"3875","Pluvianellidae",2014,67
"3876","Buphagidae",2006,445
"3877","Thinocoridae",2009,310
"3878","Eurypygidae",2007,274
"3879","Coliidae",2005,9631
"3880","Eurypygidae",2005,246
"3881","Hemiprocnidae",2011,952
"3882","Anhimidae",2009,554
"3883","Chloropseidae",2004,503
"3884","Conopophagidae",2008,395
"3885","Todidae",2008,455
"3886","Eurypygidae",2013,698
"3887","Sagittariidae",2006,255
"3888","Machaerirhynchidae",2010,383
"3889","Stenostiridae",2006,913
"3890","Thinocoridae",2006,168
"3891","Pnoepygidae",2004,281
"3892","Brachypteraciidae",2015,316
"3893","Pluvianellidae",2016,178
"3894","Dromadidae",2007,128
"3895","Paramythiidae",2010,324
"3896","Nyctibiidae",2006,736
"3897","Melanopareiidae",2012,234
"3898","Sapayoaidae",2020,77
"3899","Scotocercidae",2014,248
"3900","Dromadidae",2012,264
"3901","Steatornithidae",2012,901
"3902","Nyctibiidae",2004,625
"3903","Hyliotidae",2014,159
"3904","Semnornithidae",2004,511
"3905","Eurypygidae",2008,334
"3906","Chloropseidae",2006,585
"3907","Dromadidae",2022,73
"3908","Brachypteraciidae",2018,488
"3909","Brachypteraciidae",2019,482
"3910","Casuariidae",2022,29
"3911","Picathartidae",2008,11
"3912","Semnornithidae",2008,484
"3913","Erythrocercidae",2013,152
"3914","Vangidae",2011,781
"3915","Pityriaseidae",2018,141
"3916","Psophiidae",2020,502
"3917","Psophiidae",2013,207
"3918","Balaenicipitidae",2022,6
"3919","Steatornithidae",2008,109
"3920","Eurypygidae",2006,239
"3921","Turnicidae",2005,1278
"3922","Apterygidae",2017,366
"3923","Balaenicipitidae",2015,87
"3924","Psittaculidae",2022,35
"3925","Tichodromidae",2022,35
"3926","Balaenicipitidae",2010,36
"3927","Pnoepygidae",2011,512
"3928","Sapayoaidae",2019,156
"3929","Chionidae",2022,26
"3930","Psophiidae",2004,100
"3931","Psophiidae",2008,248
"3932","Dromadidae",2010,209
"3933","Tichodromidae",2004,324
"3934","Tichodromidae",2007,448
"3935","Psophiidae",2010,347
"3936","Leptosomidae",2004,35
"3937","Tichodromidae",2013,673
"3938","Eurypygidae",2010,514
"3939","Psophiidae",2012,560
"3940","Psophiidae",2011,728
"3941","Steatornithidae",2009,94
"3942","Eurypygidae",2011,460
"3943","Leptosomidae",2009,48
"3944","Avipedidae",2004,9
"3945","Sandcoleidae",2006,1
"3946","Eurylaimidae",2005,673
"3947","Rheidae",2011,509
"3948","Elachuridae",2018,192
"3949","Atrichornithidae",2016,299
"3950","Machaerirhynchidae",2021,764
"3951","Melanocharitidae",2017,663
"3952","Conopophagidae",2007,347
"3953","Brachypteraciidae",2016,226
"3954","Peucedramidae",2011,773
"3955","Melanopareiidae",2013,262
"3956","Cariamidae",2009,306
"3957","Apterygidae",2014,137
"3958","Brachypteraciidae",2008,147
"3959","Psophiidae",2022,2
"3960","Conopophagidae",2006,255
"3961","Atrichornithidae",2004,169
"3962","Orthonychidae",2010,504
"3963","Orthonychidae",2005,303
"3964","Confuciusornithidae",2007,2
"3965","Hesperornithidae",2007,1
"3966","Archaeopterygidae",2007,1
"3967","Heliornithidae",2008,327
"3968","Erythrocercidae",2019,327
"3969","Rostratulidae",2007,948
"3970","Hyliotidae",2009,53
"3971","Rostratulidae",2009,709
"3972","Erythrocercidae",2022,39
"3973","Prionopidae",2007,653
"3974","Hyliotidae",2017,221
"3975","Hyliotidae",2020,201
"3976","Hyliotidae",2013,124
"3977","Chaetopidae",2013,128
"3978","Erythrocercidae",2015,157
"3979","Pedionomidae",2007,20
"3980","Apterygidae",2007,35
"3981","Tityridae",2004,1
"3982","Peucedramidae",2009,566
"3983","Conopophagidae",2009,442
"3984","Atrichornithidae",2015,132
"3985","Semnornithidae",2006,289
"3986","Hemiprocnidae",2004,325
"3987","Capitonidae",2005,1073
"3988","Notiomystidae",2010,133
"3989","Scotocercidae",2016,584
"3990","Scotocercidae",2011,119
"3991","Donacobiidae",2004,337
"3992","Atrichornithidae",2021,195
"3993","Sagittariidae",2004,188
"3994","Callaeatidae",2005,105
"3995","Eupetidae",2017,128
"3996","Struthionidae",2004,349
"3997","Hemiprocnidae",2006,379
"3998","Psophiidae",2009,138
"3999","Cariamidae",2005,167
"4000","Phoeniculidae",2005,1231
"4001","Steatornithidae",2007,106
"4002","Balaenicipitidae",2021,178
"4003","Cnemophilidae",2010,96
"4004","Melanocharitidae",2005,55
"4005","Casuariidae",2004,54
"4006","Ibidorhynchidae",2014,105
"4007","Pelecanoididae",2014,489
"4008","Machaerirhynchidae",2005,103
"4009","Eupetidae",2007,15
"4010","Paradoxornithidae",2020,315
"4011","Philepittidae",2019,372
"4012","Psophiidae",2017,1496
"4013","Passeriformes",2006,2
"4014","Callaeatidae",2010,285
"4015","Picathartidae",2021,62
"4016","Phoeniculidae",2004,513
"4017","Pityriaseidae",2015,59
"4018","Paradoxornithidae",2013,200
"4019","Paradisaeidae",2022,16
"4020","Donacobiidae",2022,57
"4021","Tephrodornithidae",2005,675
"4022","Hypocoliidae",2008,66
"4023","Anhimidae",2004,338
"4024","Dromadidae",2008,139
"4025","Tephrodornithidae",2004,591
"4026","Pluvianellidae",2007,22
"4027","Pluvianidae",2014,66
"4028","Pluvianidae",2015,99
"4029","Pluvianidae",2017,158
"4030","Dromadidae",2011,219
"4031","Hyliotidae",2022,20
"4032","Anseranatidae",2005,794
"4033","Atrichornithidae",2017,255
"4034","Machaerirhynchidae",2007,230
"4035","Machaerirhynchidae",2004,104
"4036","Paradisaeidae",2006,749
"4037","Machaerirhynchidae",2008,223
"4038","Psophiidae",2019,852
"4039","Pedionomidae",2019,19
"4040","Pedionomidae",2005,24
"4041","Atrichornithidae",2012,98
"4042","Dasyornithidae",2012,274
"4043","Pedionomidae",2020,14
"4044","Bernieridae",2014,300
"4045","Dulidae",2008,187
"4046","Paramythiidae",2014,95
"4047","Chloropseidae",2005,469
"4048","Apterygidae",2010,97
"4049","Pelecanoididae",2004,372
"4050","Philepittidae",2012,130
"4051","Scotocercidae",2012,122
"4052","Brachypteraciidae",2014,128
"4053","Anhimidae",2007,483
"4054","Cariamidae",2006,151
"4055","Chionidae",2016,743
"4056","Heliornithidae",2005,253
"4057","Scotocercidae",2007,80
"4058","Paramythiidae",2013,95
"4059","Apterygidae",2016,332
"4060","Prionopidae",2006,458
"4061","Leptosomidae",2018,359
"4062","Pluvianellidae",2020,125
"4063","Mesitornithidae",2017,204
"4064","Psophiidae",2016,1319
"4065","Casuariidae",2015,293
"4066","Dulidae",2011,212
"4067","Hypocoliidae",2013,119
"4068","Todidae",2004,264
"4069","Paradoxornithidae",2009,314
"4070","Picathartidae",2013,50
"4071","Balaenicipitidae",2017,132
"4072","Philepittidae",2008,135
"4073","Casuariidae",2007,92
"4074","Pnoepygidae",2007,315
"4075","Steatornithidae",2010,128
"4076","Casuariidae",2014,291
"4077","Erythrocercidae",2016,266
"4078","Paramythiidae",2012,219
"4079","Cariamidae",2007,195
"4080","Casuariidae",2008,66
"4081","Psophiidae",2007,109
"4082","Mesitornithidae",2011,93
"4083","Pluvianidae",2007,32
"4084","Casuariidae",2016,442
"4085","Leptosomidae",2006,75
