"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean","count_mean","mean","category.n","prediction","threatened","prob.predictions"
"5558",3025,"Nisaetus nipalensis","Accipitridae","Accipitriformes","AVIBASE-3F7CA21E",1.595481225,423.7,286.4,3005,"Forest",1,1,"Carnivore","Vertivore","Insessorial",6.26,45.52,26.77,106.31,2149247.14,1,1,0,0,1,1,0,0,0,0,0,0,4.112062153,2.130100972,-0.576336676,1,10.05912971,1.313251752,550.8,10466,0,"Mountain Hawk-Eagle","Aigle montagnard","aguila Montanesa",0,0,0,0,0,0,0,0,2,0.436151653824794,0,0.607341665829367
"5594",2453,"Numenius arquata","Scolopacidae","Charadriiformes","AVIBASE-3BB5CBA6",0.892699589,292.2,111.3,803,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",43.53,71.19,56.48,59.16,12491410.25,1,1,1,1,0,1,1,1,1,0,1,0,2.79238402,3.890024587,0.230811813,4,9.518364315,1.200880162,71346.1,1355576,0,"Eurasian Curlew","Courlis cendre","Zarapito Real",1717,7.7,682,3.07,1691,7.62,1363.333333,6.13,2,1.8115473934704,0,0.859548786785815
"5599",2447,"Numenius tahitiensis","Scolopacidae","Charadriiformes","AVIBASE-2507326E",0.637774235,244.5,92.8,400.1,"Grassland",3,3,"Omnivore","Omnivore","Terrestrial",61.62,65.93,63.57,-162.58,45601.61,1,1,0,1,0,1,0,0,1,0,1,0,2.095743822,-1.722828897,0.230811813,4,7.916148687,0.867938154,323.1,6138,0,"Bristle-thighed Curlew","Courlis d'Alaska","Zarapito del Pacifico",0,0,0,0,0,0,0,0,2,2.69187940118918,0,0.936545762015235
"5649",174,"Odontophorus columbianus","Odontophoridae","Galliformes","AVIBASE-062EC06C",0.065929102,137.5,57,340,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",10.13,10.9,10.37,-67.46,9353.75,1,0,0,0,0,1,0,0,0,0,0,0,1.932974924,-3.306994588,0.768910806,6,3.784915954,0.009463864,11.8,213,0,"Venezuelan Wood-Quail","Tocro du Venezuela","Corcovado Venezolano",0,0,0,0,0,0,0,0,2,0.28588718259668,0,0.570988950321875
"5650",172,"Odontophorus dialeucos","Odontophoridae","Galliformes","AVIBASE-0E67D7FC",0.004469111,126,50,260,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",7.93,8.26,8.11,-77.27,233.7,1,0,0,1,0,1,0,0,0,0,0,0,1.664710937,-6.996488958,NA,NA,4.922883028,0.245934559,3.7,11,0,"Tacarcuna Wood-Quail","Tocro du Panama","Corcovado del Tacarcuna",0,0,0,0,0,0,0,0,1,1.58279650030753,0,0.829600206078329
"5654",169,"Odontophorus hyperythrus","Odontophoridae","Galliformes","AVIBASE-D8BFC2F1",0.066997971,137.7,59,339.3,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",1.37,7.39,4.42,-75.93,60489.28,1,1,1,0,0,1,0,0,0,0,0,0,1.930913978,-1.440305761,NA,NA,5.320001465,0.328456167,473.3,8993,0,"Chestnut Wood-Quail","Tocro marron","Corcovado Castano",0,0,0,0,0,0,0,0,1,1.40595419626533,0,0.803127029837791
"5695",8724,"Onychognathus frater","Sturnidae","Passeriformes","AVIBASE-9AD060AA",0.1466287,152.6,137.4,100,"Rock",3,1,"Omnivore","Omnivore","Insessorial",12.3,12.71,12.51,53.87,3622.4,1,0,0,0,0,1,0,0,0,0,0,0,0.7091995,-4.255635,NA,NA,3.9577,0.04536851,3.5,35,0,"Socotra Starling","Rufipenne de Socotra","Estornino de Socotra",0,0,0,0,0,0,0,0,1,0.290140681482947,0,0.572030573738894
"5732",10324,"Oreothraupis arremonops","Passerellidae","Passeriformes","AVIBASE-807C7CA4",-0.2413709,80,83,48,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",-0.06,6.95,3.04,-77.2,13265.09,1,0,1,0,1,1,0,1,0,0,0,0,-0.02476968,-2.957636,NA,NA,3.79084,0.01069495,97.9,1763,0,"Tanager Finch","Tohi elegant","Cerquero Tangarino",2171,9.74,0,0,0,0,723.6666667,3.246666667,1,0.441811823248392,0,0.608690667176067
"5810",2831,"Otus alius","Strigidae","Strigiformes","AVIBASE-29998B5F",0.052568234,135,89,95,"Forest",2,1,"Carnivore",NA,"Insessorial",6.75,8.03,7.07,93.79,998.3,1,0,1,0,1,1,0,0,1,1,0,0,0.657906198,-5.544473367,NA,NA,2.491909833,-0.2592241,8,64,1,"Nicobar Scops-Owl","Petit-duc des Nicobar","Autillo de Nicobar",0,0,0,0,0,0,0,0,2,1.48804687712965,0,0.815784938536324
"5813",2832,"Otus balli","Strigidae","Strigiformes","AVIBASE-8E1E400D",0.064860232,137.3,77.7,67.5,"Forest",2,1,"Carnivore","Invertivore","Insessorial",10.51,13.68,12.28,92.78,5825.33,1,0,1,0,0,1,0,0,0,0,0,0,0.316156904,-3.78055627,-0.118952532,2.7,2.597496916,-0.237282999,30.4,516,1,"Andaman Scops-Owl","Petit-duc des Andaman","Autillo de Andaman",0,0,0,0,0,0,0,0,1,0.401770518781078,0,0.599112971850019
"5820",2856,"Otus elegans","Strigidae","Strigiformes","AVIBASE-3B290974",0.234276033,169,74.7,124,"Forest",1,1,"Carnivore","Invertivore","Insessorial",19.25,34.25,25.84,126.92,4014.39,1,0,1,0,0,1,0,0,0,0,0,0,0.924310872,-4.152886515,0.163549439,3.75,3.339410698,-0.083112574,69.5,1321,1,"Ryukyu Scops-Owl","Petit-duc elegant","Autillo Elegante",0,0,0,0,0,0,0,0,2,0.669961031826548,0,0.661494433522082
"5821",2829,"Otus enganensis","Strigidae","Strigiformes","AVIBASE-312BF279",0.172281608,157.4,72,104.9,NA,1,1,"Carnivore","Invertivore","Insessorial",-5.52,-5.29,-5.4,102.26,400.8,1,0,0,0,0,1,0,0,0,0,0,0,0.757036822,-6.45706465,NA,NA,2.413970512,-0.275419969,1.8,7,0,"Enggano Scops-Owl","Petit-duc d'Enggano","Autillo de La Enggano",0,0,0,0,0,0,0,0,2,1.00710029982065,0,0.73245228994696
"5823",2826,"Otus fuliginosus","Strigidae","Strigiformes","AVIBASE-FDDACB60",0.084099881,140.9,72.2,92,"Forest",1,1,"Carnivore","Invertivore","Insessorial",8.47,11.43,9.86,118.64,8606.99,1,0,0,0,0,1,0,0,0,0,0,0,0.625817883,-3.390197257,0.230811813,4,2.968781115,-0.160129771,17.1,290,1,"Palawan Scops-Owl","Petit-duc de Palawan","Autillo de Palawan",0,0,0,0,0,0,0,0,2,-0.00752614819191644,0,0.498118471833281
"5829",2864,"Otus jolandae","Strigidae","Strigiformes","AVIBASE-A5AE0987",0.13273344,150,74,165,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.58,-8.21,-8.41,116.4,2121.08,1,0,1,0,0,1,0,0,0,0,0,0,1.20997478,-4.790846527,NA,NA,2.409870322,-0.276271993,2,16,0,"Rinjani Scops-Owl","Petit-duc de Lombok","Autillo de Rinjani",0,0,0,0,0,0,0,0,2,0.944283940618601,0,0.719964180686419
"5835",2862,"Otus mantananensis","Strigidae","Strigiformes","AVIBASE-C310E372",0.167471695,156.5,74.3,106,"Forest",1,1,"Carnivore","Invertivore","Insessorial",4.61,13.25,11.69,121.59,1849.02,1,1,1,0,0,1,0,0,0,0,0,0,0.7674684,-4.928116151,0.163549439,3.75,2.401412639,-0.278029508,20.1,361,1,"Mantanani Scops-Owl","Petit-duc de Mantanani","Autillo de La Mantanani",0,0,0,0,0,0,0,0,2,2.23842412688321,0,0.903647336115256
"5838",2827,"Otus mentawi","Strigidae","Strigiformes","AVIBASE-55EE7DEF",0.18617691,160,73,104.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.35,-0.92,-1.86,99.33,6119.87,1,0,0,0,0,1,0,1,0,0,1,0,0.757036822,-3.731231066,0.230811813,4,2.968781115,-0.160129771,3.6,25,1,"Mentawai Scops-Owl","Petit-duc des Mentawai","Autillo de Las Mentawai",0,0,0,0,0,0,0,0,2,1.0503354927617,0,0.740839317796753
"5840",2846,"Otus mirus","Strigidae","Strigiformes","AVIBASE-4F10E91D",0.09532301,143,72,61.3,"Forest",1,1,"Carnivore",NA,"Insessorial",6.89,9.4,8.09,125.24,1658.12,1,0,0,1,0,1,0,0,0,0,0,0,0.219809149,-5.03708749,NA,NA,2.132516112,-0.333906475,15.7,235,1,"Mindanao Scops-Owl","Petit-duc de Mindanao","Autillo de Mindanao",0,0,0,0,0,0,0,0,2,0.601290060928441,0,0.645951396345467
"5849",2842,"Otus scops","Strigidae","Strigiformes","AVIBASE-2C7AA154",0.117769268,147.2,65.5,92,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",13.14,59.86,46.4,47.41,8778464.51,1,1,1,1,1,1,0,1,1,0,0,0,0.625817883,3.537284866,0.163549439,3.75,2.118684238,-0.336780752,2902.7,55152,1,"Eurasian Scops-Owl","Petit-duc scops","Autillo Europeo",0,0,0,0,2614,11.77,871.3333333,3.923333333,1,0.864719884573202,0,0.703645829316938
"5855",2860,"Otus sulaensis","Strigidae","Strigiformes","AVIBASE-61264002",0.172816042,157.5,78,88,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-2.49,-1.63,-1.88,125.15,4678.07,1,0,0,0,0,1,0,0,0,0,0,0,0.581366121,-3.999886289,NA,NA,2.409870322,-0.276271993,2.3,14,0,"Sula Scops-Owl","Petit-duc des Sula","Autillo de Sula",0,0,0,0,0,0,0,0,2,0.176908419976749,0,0.544112118388783
"5858",2830,"Otus umbra","Strigidae","Strigiformes","AVIBASE-CD22C7D7",0.052568234,135,89,95,"Forest",1,1,"Carnivore","Invertivore","Insessorial",2.33,2.92,2.63,96.08,1552.39,1,0,0,0,0,1,0,0,0,0,0,0,0.657906198,-5.102976242,NA,NA,2.383165115,-0.281821361,5,40,1,"Simeulue Scops-Owl","Petit-duc de Simalur","Autillo de La Simeulue",0,0,0,0,0,0,0,0,2,0.549033901339133,0,0.633911419704847
"5885",6344,"Pachycephala jacquinoti","Pachycephalidae","Passeriformes","AVIBASE-E4276EE4",-0.132880608,100.3,69.6,36,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-19.02,-18.56,-18.65,-174.06,140.16,1,1,0,0,0,1,0,0,0,0,0,0,-0.312451755,-7.507742572,-0.320739655,1.95,4.696644857,0.198922041,6.9,76,0,"Tongan Whistler","Siffleur des Tonga","Silbador de Tonga",0,0,0,0,0,0,0,0,2,2.44033674364496,0,0.919851917549618
"5948",7077,"Paradigalla carunculata","Paradisaeidae","Passeriformes","AVIBASE-F911AF79",0.234810468,169.1,142,170,"Forest",1,2,"Herbivore","Frugivore","Insessorial",-1.59,-0.9,-1.22,133.77,3319.37,1,0,0,0,0,1,0,0,0,0,0,0,1.239827743,-4.342996914,NA,NA,4.597158004,0.178248573,14.6,190,1,"Long-tailed Paradigalla","Paradisier caroncule","Ave del Paraiso Carunculada",0,0,0,0,0,0,0,0,2,0.631879256516357,0,0.652915455701282
"5951",7088,"Paradisaea guilielmi","Paradisaeidae","Passeriformes","AVIBASE-24369C90",0.255653422,173,115,256,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-6.67,-5.38,-6.1,146.67,10730.8,1,1,0,0,0,1,0,0,0,0,0,0,1.649206751,-3.169653809,NA,NA,5.45227519,0.355942779,4.8,53,1,"Emperor Bird-of-Paradise","Paradisier de Guillaume","Ave del Paraiso Imperial",0,0,0,0,0,0,0,0,2,1.53092198335018,0,0.822141171333935
"6038",678,"Patagioenas inornata","Columbidae","Columbiformes","AVIBASE-C4BD9E16",0.448049915,209,123.8,365,"Forest",2,1,"Herbivore","Omnivore","Insessorial",17.61,22.71,19.12,-73.5,50937.43,1,1,0,0,0,1,0,0,0,0,1,0,2.00392666,-1.612173904,-0.468716878,1.4,4.08558543,0.071943281,177.8,3379,0,"Plain Pigeon","Pigeon simple","Paloma Boba",3343,14.99,5991,26.99,0,0,3111.333333,13.99333333,2,1.64815573924428,0,0.838641637501929
"6065",2264,"Pelecanus crispus","Pelecanidae","Pelecaniformes","AVIBASE-7C6D8BA2",3.002647802,687,197.9,9512.1,"Wetland",3,2,"Carnivore","Aquatic predator","Aquatic",30,57.39,49,72.79,3326029.46,1,1,0,1,1,1,1,1,1,0,0,0,5.264349257,2.566762597,-0.105500057,2.75,13.23602572,1.973413917,1191.5,22638,1,"Dalmatian Pelican","Pelican frise","Pelicano Cenudo",1492,6.69,0,0,0,0,497.3333333,2.23,2,1.7675290016657,0,0.854150109078569
"6068",2268,"Pelecanus onocrotalus","Pelecanidae","Pelecaniformes","AVIBASE-8BAFB01E",2.785667312,646.4,160.8,9322.3,"Wetland",3,2,"Carnivore","Aquatic predator","Aquatic",-34.84,54.73,27.38,40.85,810182.64,1,0,0,0,0,1,1,0,1,0,0,0,5.244193964,1.154487783,-0.30728718,2,14.69613686,2.276826471,3303.6,62768,0,"Great White Pelican","Pelican blanc","Pelicano Comun",3383,15.17,3749,16.89,0,0,2377.333333,10.68666667,1,0.288726715107072,0,0.571684383171675
"6069",2265,"Pelecanus philippensis","Pelecanidae","Pelecaniformes","AVIBASE-793E3F20",2.338879899,562.8,173.5,5011,"Wetland",3,1,"Carnivore","Aquatic predator","Aquatic",-5.36,28.64,18.03,82.88,1380714.42,1,1,1,1,0,1,1,0,1,0,0,0,4.623420081,1.687584419,-0.038237683,3,9.754679464,1.249986686,2548.5,48422,0,"Spot-billed Pelican","Pelican a bec tachete","Pelicano Oriental",951,4.26,0,0,0,0,317,1.42,2,1.68133712685793,0,0.843081507578495
"6082",89,"Penelope barbata","Cracidae","Galliformes","AVIBASE-89605A18",0.623878933,241.9,255.2,665,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-6.99,-3.33,-5.36,-79.22,16461.26,1,0,0,1,1,1,0,0,0,0,0,0,2.603816347,-2.741762179,NA,NA,6.796920303,0.635361377,60.1,1082,0,"Bearded Guan","Penelope barbue","Pava Barbuda",0,0,0,0,0,0,0,0,2,0.449707029856598,0,0.610569575415229
"6171",10309,"Peucaea sumichrasti","Passerellidae","Passeriformes","AVIBASE-97AF502B",-0.2980209,69.4,63.4,29.4,"Shrubland",2,1,"Herbivore","Omnivore","Generalist",16.03,16.82,16.39,-94.81,6391.77,1,0,1,1,1,1,0,0,0,0,0,0,-0.514976,-3.687761,NA,NA,2.384406,-0.2815635,64.2,1219,0,"Cinnamon-tailed Sparrow","Bruant a queue rousse","Chingolo Colicanela",0,0,0,0,0,0,0,0,2,0.34916893718722,0,0.58641603385358
"6297",7097,"Philesturnus carunculatus","Callaeidae","Passeriformes","AVIBASE-FED78DF7",-0.097073483,107,101,74.7,"Forest",1,1,"Carnivore","Invertivore","Generalist",-47.22,-41.08,-46.72,168.1,12.21,0,1,0,0,0,0,0,0,0,0,0,0,0.417509398,-9.948271911,-0.172762432,2.5,3.966576699,0.047213148,555.5,10554,0,"South Island Saddleback","Creadion rounoir","Tieke de Isla Sur",265,1.19,0,0,0,0,88.33333333,0.396666667,2,0.308212878350353,0,0.576448985179719
"6451",7996,"Phylloscopus rotiensis","Phylloscopidae","Passeriformes","AVIBASE-9D5FE97B",-0.366963,56.5,45,9.5,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-10.94,-10.43,-10.72,123.13,1259.33,1,0,0,0,1,1,0,0,0,0,0,0,-1.644679,-5.312192,NA,NA,NA,NA,6.5,84,0,"Rote Leaf Warbler","Pouillot de Rote","Mosquitero de Roti",0,0,0,0,0,0,0,0,2,0.0522512570967537,0,0.513059843084092
"6478",7116,"Picathartes oreas","Picathartidae","Passeriformes","AVIBASE-C9B244E1",0.143422134,152,144.3,220,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-2.31,6.7,1.7,11.77,381172.35,1,1,0,0,0,1,1,0,0,0,0,0,1.497656852,0.400479715,-0.226572331,2.3,5.179894585,0.299341817,5.4,81,1,"Gray-necked Rockfowl","Picatharte du Cameroun","Picatartes Cuelligris",0,0,0,0,0,0,0,0,2,0.350091852345386,0,0.586639852694586
"6666",9705,"Ploceus grandis","Ploceidae","Passeriformes","AVIBASE-9569D117",-0.09814235,106.8,70.2,63.5,"Forest",1,1,"Herbivore","Granivore","Insessorial",-0.01,0.42,0.24,6.61,858.51,1,1,0,0,0,0,0,0,0,0,0,0,0.2550692,-5.695329,-0.4418119,1.5,3.904503,0.03431418,11.7,175,0,"Giant Weaver","Tisserin geant","Tejedor Gigante",2143,9.61,0,0,0,0,714.3333333,3.203333333,2,0.898311706009089,0,0.710602434166807
"6679",9730,"Ploceus nicolli","Ploceidae","Passeriformes","AVIBASE-ECDFEAF6",-0.2210623,83.8,49.2,29.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.64,-4.38,-6.92,37.05,7825.98,1,0,0,0,0,1,1,0,0,0,1,0,-0.5014623,-3.485323,-0.1862149,2.45,3.318078,-0.0875455,6.9,110,0,"Usambara Weaver","Tisserin des Usambara","Tejedor de Los Usambara",0,0,0,0,0,0,0,0,2,0.276253810549638,0,0.568627557417107
"6711",2338,"Pluvianellus socialis","Pluvianellidae","Charadriiformes","AVIBASE-FB5103C9",0.056309277,135.7,58.4,84.1,"Coastal",3,2,"Carnivore","Aquatic predator","Terrestrial",-54.55,-46.91,-51.29,-70.63,109554.85,1,1,0,0,0,0,1,0,1,0,0,0,0.536035873,-0.846346583,-0.30728718,2,4.86714129,0.23435137,95.3,1811,0,"Magellanic Plover","Pluvianelle magellanique","Chorlito de Magallanes",0,0,0,0,0,0,0,0,2,0.0350305288335075,0,0.508756736749692
"6724",561,"Podiceps grisegena","Podicipedidae","Podicipediformes","AVIBASE-1CBD2CED",0.224121774,167.1,32,1023,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",37.07,69.17,57.11,19.48,17383433.44,1,1,0,1,0,1,0,0,1,0,1,0,3.034524072,4.22050101,0.365336561,4.5,5.626612132,0.39217017,37584.1,714097,0,"Red-necked Grebe","Grebe jougris","Somormujo Cuellirrojo",1485,6.66,0,0,742,3.34,742.3333333,3.333333333,1,1.01775228363288,0,0.734534540388905
"6771",9873,"Poephila cincta","Estrildidae","Passeriformes","AVIBASE-72840F17",-0.3536021,59,37.3,14.9,"Shrubland",2,2,"Herbivore","Granivore","Terrestrial",-23.16,-12.34,-18.25,144.15,495909.8,1,1,0,0,0,1,0,1,0,0,0,0,-1.194609,0.6636221,0.4325989,4.75,2.036852,-0.3537856,123.9,2355,1,"Black-throated Finch","Diamant a bavette","Diamante Gorjinegro",1010,4.53,997,4.47,0,0,669,3,1,0.177541005208448,0,0.544269029378614
"6826",4439,"Polytelis anthopeplus","Psittacidae","Psittaciformes","AVIBASE-6F2B75C0",0.351851668,191,209,170,"Shrubland",2,2,"Herbivore","Omnivore","Insessorial",-36.8,-27.97,-32.6,124.94,387356.37,1,1,0,0,0,1,0,0,0,0,1,0,1.239827743,0.416573202,0.44605141,4.8,5.04372614,0.271045878,448.5,8522,1,"Regent Parrot","Perruche melanure","Perico Regente",5371,24.09,2035,9.17,0,0,2468.666667,11.08666667,1,0.99495678468053,0,0.730065867635899
"6827",4438,"Polytelis swainsonii","Psittacidae","Psittaciformes","AVIBASE-CF255B3F",0.315510108,184.2,211.8,153,"Forest",2,2,"Herbivore","Omnivore","Insessorial",-36.27,-33.51,-34.97,146.62,81178.47,1,1,0,0,1,1,0,1,1,0,1,0,1.134467227,-1.146121856,0.49986131,5,4.551345004,0.168728586,938,17822,1,"Superb Parrot","Perruche de Barraband","Perico Soberbio",3454,15.49,1491,6.72,0,0,1648.333333,7.403333333,1,2.29444081293641,0,0.908415581804923
"6898",4453,"Prioniturus flavicans","Psittacidae","Psittaciformes","AVIBASE-379431D7",0.287719504,179,104.2,116.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-0.59,1.88,0.78,123.41,19945.56,1,0,0,0,0,1,0,1,0,0,0,0,0.864492376,-2.549765358,NA,NA,4.20905396,0.097600165,2,12,1,"Yellow-breasted Racquet-tail","Palette de Cassin","Lorito Momoto Amarillento",0,0,0,0,0,0,0,0,2,0.16882518213922,0,0.542106333653199
"6902",4449,"Prioniturus montanus","Psittacidae","Psittaciformes","AVIBASE-1EA06986",0.178694824,158.6,102.3,118.3,"Forest",1,1,"Herbivore","Frugivore","Insessorial",16.16,18.47,17.26,121.26,10411.71,1,0,0,0,0,1,0,0,0,0,0,0,0.877253077,-3.199840786,NA,NA,4.040042176,0.062479348,28.7,517,1,"Luzon Racquet-tail","Palette momot","Lorito Momoto Montano",0,0,0,0,0,0,0,0,2,-0.00694247859110675,0,0.498264387323307
"6944",9387,"Promerops gurneyi","Promeropidae","Passeriformes","AVIBASE-EDEE3E5C",-0.1943406,88.8,144.5,34.9,"Shrubland",2,2,"Omnivore","Nectarivore","Insessorial",-32.6,-17.45,-27.01,30.01,103702.8,1,0,0,0,0,1,0,1,0,0,1,0,-0.3434839,-0.9012426,-0.3072872,2,5.032846,0.2687849,204.6,3888,0,"Gurney's Sugarbird","Promerops de Gurney","Mielero Abejaruco de Gurney",0,0,0,0,0,0,0,0,2,0.0580766116945216,0,0.514515073337398
"7061",4478,"Psittacula caniceps","Psittacidae","Psittaciformes","AVIBASE-3BC383B0",0.464082956,212,331.4,224,"Forest",1,1,"Herbivore","Frugivore","Insessorial",6.75,7.44,7.06,93.79,1111.02,1,0,1,0,0,1,0,0,0,1,1,0,1.515675358,-5.437493408,NA,NA,7.854839578,0.85519806,18.2,182,1,"Nicobar Parakeet","Perruche des Nicobar","Cotorra de Nicobar",0,0,0,0,0,0,0,0,2,1.75562522821198,0,0.852660903866331
"7160",943,"Ptilinopus coralensis","Columbidae","Columbiformes","AVIBASE-31FFAD02",0.004469111,126,81.5,83.2,"Forest",2,1,"Omnivore","Omnivore","Terrestrial",-22.04,-14.33,-16.82,-143.79,654.22,1,1,0,0,0,1,0,0,0,0,1,0,0.525276654,-5.967083513,NA,NA,3.786423266,0.009777085,5.2,52,0,"Atoll Fruit-Dove","Ptilope des Tuamotu","Tilopo de Tuamotu",0,0,0,0,0,0,0,0,2,2.68122774336512,0,0.935909806308702
"7185",945,"Ptilinopus rarotongensis","Columbidae","Columbiformes","AVIBASE-779F6508",-0.00354741,124.5,80,97.6,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-21.25,-19.97,-20.66,-159.01,57.64,0,1,0,0,0,0,0,0,0,0,1,0,0.6849068,-8.396310428,NA,NA,3.984232023,0.050881942,6.6,118,0,"Cook Islands Fruit-Dove","Ptilope de Rarotonga","Tilopo de Rarotonga",0,0,0,0,0,0,0,0,2,0.405832882921209,0,0.600088262708056
"7214",2689,"Ptychoramphus aleuticus","Alcidae","Charadriiformes","AVIBASE-2CF6D6F6",-0.022252625,121,32.2,184,"Marine",3,3,"Carnivore","Aquatic predator","Aquatic",26.99,57.37,48.89,-110.42,122916.8,0,1,0,0,0,1,1,0,1,0,1,0,1.318965064,-0.731264217,-0.576336676,1,6.853379493,0.647093653,3443.2,65421,0,"Cassin's Auklet","Starique de Cassin","Mergulo Sombrio",993,4.45,129,0.58,0,0,374,1.676666667,2,0.0110478767311993,0,0.50276194109033
"7258",7905,"Pycnonotus penicillatus","Pycnonotidae","Passeriformes","AVIBASE-4F30CD0E",-0.2456463,79.2,79,36.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",6.38,7.59,6.98,80.78,3926.19,1,0,1,0,0,1,0,1,0,0,0,0,-0.2986584,-4.175102,-0.3072872,2,2.94112,-0.1658777,99.2,1885,0,"Yellow-eared Bulbul","Bulbul oreillard","Bulbul Orejudo",0,0,0,0,0,0,0,0,1,0.764773289399805,0,0.68238916828635
"7278",1973,"Pygoscelis papua","Spheniscidae","Sphenisciformes","AVIBASE-F2B3BF2A",0.005003545,126.1,122.8,5933,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-64.78,-45.97,-54.31,-25.6,31443.71,0,1,0,0,0,1,1,0,1,0,0,0,4.792314572,-2.094572957,-0.30728718,2,11.92169276,1.700294214,527.3,10018,0,"Gentoo Penguin","Manchot papou","Pinguino Juanito",5053,22.66,1829,8.24,1816,8.14,2899.333333,13.01333333,1,0.585120766479114,0,0.642244841513838
"7294",6191,"Pyrrholaemus sagittatus","Acanthizidae","Passeriformes","AVIBASE-A68B1787",-0.343982317,60.8,48.9,13.3,"Woodland",2,1,"Carnivore","Invertivore","Terrestrial",-39.51,-21.71,-30.65,147.98,1269134.5,1,1,0,0,0,1,0,1,0,0,1,0,-1.308206659,1.603318531,0.029024691,3.25,2.860636075,-0.182602419,1519.2,28864,0,"Speckled Warbler","Sericorne fleche","Sedosito Moteado",1152,5.17,0,0,0,0,384,1.723333333,1,0.194192638306727,0,0.548396166976697
"7310",4212,"Pyrrhura devillei","Psittacidae","Psittaciformes","AVIBASE-BA656D05",-0.000875236,125,117.8,72,"Forest",2,1,"Herbivore","Omnivore","Insessorial",-22.56,-17.92,-20.57,-57.03,143503.09,1,1,0,0,0,1,0,0,0,0,0,0,0.380695425,-0.576415352,NA,NA,3.544508609,-0.040493023,36.9,664,1,"Blaze-winged Parakeet","Conure de Deville","Cotorra de Deville",0,0,0,0,0,0,0,0,2,0.389551237432023,0,0.596174664178362
"7345",1744,"Rallina canningi","Rallidae","Gruiformes","AVIBASE-83C41CA8",0.126320223,148.8,75.2,178,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",10.51,13.58,12.31,92.77,5240.42,1,1,1,0,1,1,0,0,0,0,0,0,1.285812856,-3.886370273,0.203906863,3.9,3.268210602,-0.097908025,35.4,602,0,"Andaman Crake","Rale des Andaman","Polluela de Andaman",0,0,0,0,0,0,0,0,1,2.03161302881678,0,0.884076492032302
"7358",1769,"Rallus obsoletus","Rallidae","Gruiformes","AVIBASE-4185F617",0.120975876,147.8,55.8,342,"Coastal",1,2,"Carnivore","Aquatic predator","Terrestrial",18.46,38.27,28.69,-112.34,57343.01,1,1,1,0,0,1,0,0,1,0,1,0,1.938840043,-1.493720967,NA,NA,2.107426457,-0.33912013,1747.1,33194,0,"Ridgway's Rail","Rale de Californie","Rascon de Ridgway",0,0,0,0,0,0,0,0,2,2.57566991330793,0,0.929279227070862
"7418",4,"Rhea pennata","Rheidae","Struthioniformes","AVIBASE-BA52A675",2.695347847,629.5,56.8,23900,"Grassland",3,1,"Herbivore","Omnivore","Terrestrial",-53.54,-35.63,-44.99,-69.08,660510.26,1,0,0,0,0,1,0,0,0,0,0,0,6.185663044,0.950240737,3.647697233,16.69983949,9.25522508,1.146199566,540.5,10270,0,"Lesser Rhea","Nandou de Darwin","nandu Petiso",1065,4.78,935,4.21,0,0,666.6666667,2.996666667,1,-0.0366483370753854,0,0.49083894106019
"7467",6743,"Rhipidura personata","Rhipiduridae","Passeriformes","AVIBASE-1AA2783D",-0.248318505,78.7,85.6,35.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-19.17,-18.87,-19.03,178.25,462.6,1,0,0,0,0,0,0,1,0,0,0,0,-0.320820005,-6.31366445,NA,NA,2.868012862,-0.181069515,6.2,99,0,"Kadavu Fantail","Rhipidure de Kandavu","Abanico de Kandavu",0,0,0,0,0,0,0,0,2,-0.0159772546203203,0,0.496005771312675
