"","species","English.name","X","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","winglength_ok"
"59","Aburria aburri","Wattled Guan",871,108,"Cracidae","Galliformes","AVIBASE-50A42775",12,6,6,0,4,37.1,16.6,9.3,10.2,65.8,337.2,52.5,283.1,15.7,290.4,1405.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-13.43,11.15,-2.79,-75.23,139314.36,22678440,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1.02811953,2.746064683,0.731707585
"60","Oreophasis derbianus","Horned Guan",884,109,"Cracidae","Galliformes","AVIBASE-9584A5CA",4,0,1,3,4,42.7,20.7,10.3,14.1,82,370.5,33.5,337,9,352.8,2071.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",14.41,17.18,15.12,-91.62,7715.08,22678453,4,1,1,1,0,0,1,1,0,0,0,0,1,0,-1.865436576,3.134229191,0.86837293
"61","Ortalis erythroptera","Rufous-headed Chachalaca",885,114,"Cracidae","Galliformes","AVIBASE-7B8E0E0F",4,2,1,1,4,32.3,15,9.4,10.2,71.9,219.2,26.8,192.4,12.3,259.2,632,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-4.58,1.83,-1.56,-79.83,74565.61,22678318,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0.40306598,1.947090323,0.247427986
"62","Ortalis wagleri","Rufous-bellied Chachalaca",888,115,"Cracidae","Galliformes","AVIBASE-1C856C25",4,2,1,1,4,31,15.1,8.2,10.4,68,241.5,43,198.5,17.9,243.2,834,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Herbivore","Frugivore","Insessorial",20.39,28.91,25.21,-107.15,114061.43,22678322,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.82812373,2.224434331,0.338948622
"63","Ortalis squamata","Scaled Chachalaca",886,122,"Cracidae","Galliformes","AVIBASE-407F8A84",5,1,0,4,5,25,13,9,10.5,57,205.8,20.3,185.5,10,229.1,547.7,"DataFromSplit",NA,"NO",NA,NA,"Shrubland",1,1,"Herbivore","Frugivore","Insessorial",-32.07,-22.07,-26.76,-51.11,290989.61,155246763,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.76467413,1.803928621,0.192433523
"64","Ortalis superciliaris","Buff-browed Chachalaca",887,124,"Cracidae","Galliformes","AVIBASE-D2E6C1C1",6,3,3,0,5,22.9,11,6.1,7.7,48,175.7,21.5,153.1,12.3,203.5,520,"Inferred",NA,"YES","Body Mass","Ortalis motmot","Shrubland",1,1,"Herbivore","Frugivore","Insessorial",-7.78,-0.54,-3.86,-46.33,386955.95,22678348,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2.04969743,1.752029741,0.068901184
"65","Crax rubra","Great Curassow",880,126,"Cracidae","Galliformes","AVIBASE-BA8A14D2",4,2,1,1,4,53,24.5,11.9,20.2,106.8,381.2,35.6,345.6,9.3,340.2,4133,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Terrestrial",-2.35,24.04,14.01,-87.76,662063.72,22678521,3,1,1,1,0,0,1,1,0,1,0,0,1,0,2.58674837,3.824959744,0.912286419
"66","Crax alberti","Blue-billed Curassow",873,127,"Cracidae","Galliformes","AVIBASE-9260D3DD",5,2,1,2,4,52.5,26.5,12.4,21.8,107,401,42.7,354.1,10.8,352,2499.9,"Inferred",NA,"YES","Body Mass","Crax daubentoni","Forest",1,1,"Herbivore","Frugivore","Terrestrial",5.66,11.35,9.54,-74.25,4775.15,22678525,5,1,1,0,1,1,1,1,0,0,1,0,0,0,-2.345188044,3.322206939,0.993546894
"67","Crax daubentoni","Yellow-knobbed Curassow",876,128,"Cracidae","Galliformes","AVIBASE-0A74C21D",5,3,1,1,3,51.5,25.4,12.3,20.3,99.3,381.2,23.9,350.6,6.4,340.5,2499.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Generalist",6.6,12.2,9.01,-68.04,403077.45,22678530,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0905153,3.322206939,0.912286419
"68","Crax alector","Black Curassow",874,129,"Cracidae","Galliformes","AVIBASE-16A1A2B1",5,0,5,0,4,56.7,24.9,13.7,23.1,113.5,395,20.3,366.2,5.3,359.8,2872,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Terrestrial",-3.1,10.04,2.77,-61.43,2099461.66,22678534,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3.74082281,3.460964859,0.968922508
"69","Crax fasciolata","Bare-faced Curassow",877,130,"Cracidae","Galliformes","AVIBASE-CFC11273",10,8,2,0,4,48.2,21.6,11.9,21.6,100.5,354.9,32.5,332,8.9,346.2,2600,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Terrestrial",-28.32,-1.93,-15.72,-53.87,3404818.89,45092100,3,1,1,0,0,1,0,1,0,0,0,0,0,0,4.2243336,3.361467653,0.804349525
"70","Crax pinima","Belem Curassow",879,131,"Cracidae","Galliformes","AVIBASE-E9BD3822",1,1,0,0,0,49.2,21.6,11.9,21.6,95,295,32.5,332,8.9,302,2600,"DataFromSplit",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index","Crax fasciolata","Forest",1,1,"Herbivore","Frugivore","Terrestrial",-5.55,-0.58,-3.35,-46.48,294550.31,45092131,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1.77683639,3.361467653,0.558516068
"71","Crax globulosa","Wattled Curassow",878,132,"Cracidae","Galliformes","AVIBASE-E3180F5D",4,2,2,0,4,49,21.2,12,20.2,98.5,349.5,37.7,311.8,10.8,311.5,2500,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Generalist",-14.92,1.01,-7.58,-68.46,27067.59,22678537,4,1,1,0,1,0,0,1,0,0,0,0,0,0,-0.61027636,3.32224694,0.782187578
"72","Crax blumenbachii","Red-billed Curassow",875,133,"Cracidae","Galliformes","AVIBASE-CB3380D4",8,2,5,1,3,45.7,23.4,15.3,23.3,110,384,33.9,307.1,9.7,333.8,3500,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Terrestrial",-19.6,-15.21,-18.51,-40.61,1149.72,22678544,4,1,1,0,1,0,0,1,0,0,0,0,0,0,-3.769094997,3.658719176,0.923777799
"73","Mitu tomentosum","Crestless Curassow",882,134,"Cracidae","Galliformes","AVIBASE-5C20314D",4,2,1,1,4,51.4,28,13.1,27.3,107,364.5,30.9,333.6,8.5,319.5,2187.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Terrestrial",-3.31,7.92,2.65,-66.51,1247837.5,22678464,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3.2205539,3.18876126,0.843748544
"74","Mitu tuberosum","Razor-billed Curassow",883,136,"Cracidae","Galliformes","AVIBASE-303C9D79",8,2,4,2,4,59.7,35.8,16.4,42.7,109.6,385.4,39.1,346.4,10.2,329.5,2769.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Terrestrial",-18.43,-0.81,-8.36,-62,3902756.34,22678478,2,0,1,0,0,0,1,1,0,1,0,0,0,0,4.36082491,3.424623006,0.92952349
"75","Pauxi unicornis","Horned Curassow",891,138,"Cracidae","Galliformes","AVIBASE-FB925C9B",1,0,1,0,1,54,33.1,18.9,33.3,110,406,32.2,373.8,7.9,324,3743.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-17.98,-16.46,-17.38,-64.73,8476.12,45090397,5,1,1,0,0,1,1,1,0,0,0,0,1,0,-1.771360633,3.725897069,1.014067216
"76","Pauxi koepckeae","Sira Curassow",889,139,"Cracidae","Galliformes","AVIBASE-8F41C0ED",1,0,1,0,1,44.4,33.1,16.2,26.8,105,468,21,447,4.5,335,3743.2,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-9.57,-9.25,-9.42,-74.67,395.01,45090459,5,1,1,0,0,1,1,1,0,0,0,0,0,0,-4.837457629,3.725897069,1.268519209
"77","Pauxi pauxi","Helmeted Curassow",890,140,"Cracidae","Galliformes","AVIBASE-04689F34",5,1,2,2,1,64.5,28.8,15.1,28.2,103.8,379.6,29,350.6,7.8,317.5,3117.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",6.31,11.34,9.17,-70.24,40122.69,22678497,4,1,1,0,0,1,0,1,0,0,0,0,0,0,-0.21667142,3.543051758,0.905719916
"78","Agelastes meleagrides","White-breasted Guineafowl",920,142,"Numididae","Galliformes","AVIBASE-E0EE1B89",5,1,2,2,4,26.9,15.2,10,10.8,74,220.2,44.7,171.3,20.7,144.8,815,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",5.12,7.79,6.42,-6.95,68753.37,22679545,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0.32191232,2.201389042,0.25153205
"79","Ptilopachus nahani","Nahan's Partridge",933,150,"Odontophoridae","Galliformes","AVIBASE-07A42F4E",1,1,0,0,1,16.9,9.7,5.4,6.3,34.2,134,30.3,103.7,22.6,71,310,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",0.39,1.94,1.24,31.2,1711.18,22678795,3,1,1,1,0,0,0,1,1,0,0,0,0,0,-3.37143024,1.234773226,-0.102238301
"80","Colinus virginianus","Northern Bobwhite",921,153,"Odontophoridae","Galliformes","AVIBASE-91CCBC71",4,2,2,0,4,14.9,8.6,7,8.4,29.6,109.8,30.3,79.4,27.6,56.8,171.9,"Dunning",NA,"NO",NA,NA,"Human Modified",2,1,"Herbivore","Omnivore","Terrestrial",14.51,45.69,34.48,-91.61,4364464.18,22728956,2,0,1,0,0,0,0,1,0,1,0,0,0,0,4.47263728,0.645113841,-0.20155666
"81","Dendrortyx barbatus","Bearded Wood-partridge",924,161,"Odontophoridae","Galliformes","AVIBASE-B2082233",4,0,0,4,4,19.8,11.3,9.6,12.4,46.5,150.5,25.6,124.9,17,107.8,432,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",18.58,21.63,20.51,-98.42,6883.51,22679576,3,1,1,0,1,0,1,1,0,0,0,0,0,0,-1.979484735,1.566626517,-0.034521239
"82","Odontophorus gujanensis","Marbled Wood-quail",928,164,"Odontophoridae","Galliformes","AVIBASE-B41E681C",7,2,5,0,6,19.7,11.2,7.9,11.5,37.2,143.4,18.8,122.8,13.3,71.3,314.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-20.2,10.72,-4.45,-63.17,7536115.55,22679630,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5.01884872,1.247912336,-0.063660096
"83","Odontophorus atrifrons","Black-fronted Wood-quail",925,168,"Odontophoridae","Galliformes","AVIBASE-C45218DF",5,2,3,0,4,18.8,10.6,7.7,10.8,41.6,136.4,13.5,122.9,9.9,76.8,304,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",9.68,11.22,10.64,-73.4,2154.63,22679650,3,1,1,0,0,0,0,1,0,0,1,0,0,0,-3.140994416,1.21522863,-0.092388547
"84","Odontophorus hyperythrus","Chestnut Wood-quail",929,169,"Odontophoridae","Galliformes","AVIBASE-D8BFC2F1",8,4,3,1,3,21.1,11.7,8.2,11.9,46.6,137.7,23.4,112.7,17.3,59,339.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",1.37,7.39,4.42,-75.93,60489.28,22679655,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0.19385273,1.325085601,-0.087053263
"85","Odontophorus melanonotus","Dark-backed Wood-quail",930,170,"Odontophoridae","Galliformes","AVIBASE-344EF5E2",3,1,0,2,2,22.3,12.7,8.5,11.9,45.5,129.7,18.4,111.3,14.2,52.5,322,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-0.62,1.45,0.43,-78.55,5430.53,22679663,3,1,1,0,1,1,0,1,0,0,0,0,0,0,-2.216576696,1.272752475,-0.119885778
"86","Odontophorus speciosus","Rufous-breasted Wood-quail",931,171,"Odontophoridae","Galliformes","AVIBASE-F761F6C4",9,4,5,0,3,19.1,11.4,8.5,11.4,44.5,133.4,21.3,111,16.3,55.2,317,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-19.17,0.69,-11.7,-72.07,425862.66,22679668,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.14550347,1.257102703,-0.10470074
"87","Odontophorus dialeucos","Tacarcuna Wood-quail",927,172,"Odontophoridae","Galliformes","AVIBASE-0E67D7FC",1,1,0,0,1,21.3,11.7,8.7,11.4,41.5,126,14.3,111.7,11.3,50,260,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",7.93,8.26,8.11,-77.27,233.7,22679673,1,0,1,0,0,1,0,1,0,0,0,0,0,0,-5.362330468,1.05888256,-0.135070817
"88","Odontophorus strophium","Gorgeted Wood-quail",932,173,"Odontophoridae","Galliformes","AVIBASE-744EE96B",3,0,0,3,2,21.1,11.5,8.8,11.7,51.3,138,21.8,112.8,16.2,59.7,302,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",4.57,6.89,5.92,-73.4,3431.34,22679678,3,1,1,1,1,0,1,1,0,0,0,0,0,0,-2.675662576,1.208627946,-0.085822044
"89","Odontophorus columbianus","Venezuelan Wood-quail",926,174,"Odontophoridae","Galliformes","AVIBASE-062EC06C",2,1,0,1,2,20.8,11.9,8.4,11.9,45.5,137.5,18.5,119,13.5,57,340,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",10.13,10.9,10.37,-67.46,9353.75,22679683,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.672836099,1.327146547,-0.087874076
"90","Cyrtonyx sallei","Spot-breasted Quail",923,182,"Odontophoridae","Galliformes","AVIBASE-B33696C5",3,2,1,0,3,15.1,8.4,6.6,9,26.9,114.1,25.3,88.8,22.2,28.6,185.4,"DataFromSplit",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",15.82,18.58,17.2,-98,91707.28,22724748,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.60998833,0.720716582,-0.183909183
"91","Cyrtonyx ocellatus","Ocellated Quail",922,183,"Odontophoridae","Galliformes","AVIBASE-A5DA64FF",5,2,3,0,4,15.2,9.9,7.1,9.2,29.4,120.6,35.1,86.4,29,44.2,199.2,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",13.64,17.37,15.24,-89.6,130826.39,22679717,3,1,1,0,0,1,0,1,1,1,0,0,0,0,0.96525775,0.792510274,-0.157232764
"92","Xenoperdix udzungwensis","Udzungwa Forest-partridge",1017,184,"Phasianidae","Galliformes","AVIBASE-58A666ED",5,3,2,0,0,21,9.1,5.8,6.7,37.5,143.8,37,106.8,25.7,67.9,224.9,"Dunning",NA,"YES","Beak Nares","Arborophila chloropus","Forest",2,1,"Carnivore","Invertivore","Terrestrial",-7.99,-6.52,-7.6,36.11,572.8,22678901,4,1,1,1,0,0,0,1,1,1,0,0,0,0,-4.465832094,0.913856788,-0.06201847
"93","Rollulus rouloul","Crested Partridge",998,185,"Phasianidae","Galliformes","AVIBASE-90324456",6,3,3,0,4,24.4,10.2,6.3,8.3,40.3,136,30.2,105.1,22.2,59.3,216.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",-5.95,13.38,1.25,108.12,1418641.22,22679106,3,1,1,0,0,0,0,1,0,1,0,0,0,0,3.34884137,0.875791476,-0.094030173
"94","Arborophila atrogularis","White-cheeked Partridge",940,188,"Phasianidae","Galliformes","AVIBASE-65723342",5,2,3,0,4,21.3,9,5.6,7.1,37.6,129.2,34.3,90.7,27.4,48.6,237.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",19.6,28.42,24.75,94.47,300915.55,22679023,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1.79821623,0.967526092,-0.121937811
"95","Arborophila crudigularis","Taiwan Partridge",942,189,"Phasianidae","Galliformes","AVIBASE-CBDF02F0",4,2,2,0,4,23.6,10.2,5.6,8,38.4,137.2,37.2,100,27.1,52,256.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",22.55,25.16,23.89,121.17,22768.9,22679026,1,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.78321786,1.046498501,-0.089105295
"96","Arborophila mandellii","Chestnut-breasted Partridge",945,190,"Phasianidae","Galliformes","AVIBASE-768C2230",5,2,3,0,4,22.2,8.5,4.6,6.5,39.4,129.4,28.2,100,22,48.2,268,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",26.73,29.26,27.73,92.92,66965.36,22679029,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0.29556204,1.08918791,-0.121116998
"97","Arborophila rufipectus","Sichuan Partridge",947,192,"Phasianidae","Galliformes","AVIBASE-53A3FEBE",1,0,0,1,1,21.3,8,4.6,6.5,43,139,26.5,112.5,19.1,69,400.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",27.76,29.48,28.66,103.57,7707.36,22679035,4,1,1,0,0,0,0,1,0,1,0,0,0,0,-1.866437715,1.489915445,-0.081717979
"98","Arborophila gingica","Collared Partridge",944,193,"Phasianidae","Galliformes","AVIBASE-B4C3A84F",5,2,3,0,4,22.4,8.3,4.8,6.4,39.8,137.8,38.2,98.1,28,55.6,253,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Herbivore","Omnivore","Terrestrial",22.92,29.97,25.73,115.23,396418.35,22679050,2,0,1,0,0,1,1,1,1,0,0,0,0,0,2.07385666,1.031590418,-0.086642857
"99","Arborophila davidi","Orange-necked Partridge",943,194,"Phasianidae","Galliformes","AVIBASE-C033F5EF",3,1,1,1,2,25.1,8.8,5.1,7.1,36.5,130,34.3,95.7,26.4,49.3,241,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",11.13,12.41,11.87,107.3,4465.39,22679054,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-2.412256874,0.982997862,-0.118654559
"100","Arborophila cambodiana","Chestnut-headed Partridge",941,195,"Phasianidae","Galliformes","AVIBASE-A60EA370",6,1,3,2,6,23,9.8,5.8,7.7,38.8,142.3,32.7,109.6,23,52,285.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",11.64,13.41,12.46,103.2,17928.22,22679057,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.022237423,1.153843028,-0.068174567
"101","Arborophila orientalis","White-faced Partridge",946,199,"Phasianidae","Galliformes","AVIBASE-DAF52CD6",4,2,2,0,4,22.2,9.6,5.9,8.1,43,142.5,33.1,109.4,23.2,50.2,336,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-8.37,-7.68,-8.03,113.26,10707.85,22679038,3,1,1,0,0,0,0,1,0,1,0,0,0,0,-1.537636314,1.315312089,-0.067353754
"102","Arborophila ardens","Hainan Partridge",939,203,"Phasianidae","Galliformes","AVIBASE-629D76CA",3,0,3,0,1,21.9,9.9,5.3,7.9,38.4,130.3,34.1,96.1,26.2,42.1,266.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",18.31,19.33,18.86,109.51,13199.58,22679063,3,1,1,0,0,0,0,1,0,0,0,0,1,0,-1.32842842,1.083950337,-0.11742334
"103","Rhizothera longirostris","Long-billed Partridge",997,208,"Phasianidae","Galliformes","AVIBASE-826B36EC",8,2,6,0,4,39,23.6,12.4,12.9,49.8,184.6,44,139.5,24,66.2,746.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-5.95,13.23,1.18,107.27,1292604.79,22728238,2,0,1,0,0,0,0,1,0,1,0,0,0,0,3.25580125,2.113864427,0.105427357
"104","Rhizothera dulitensis","Dulit Partridge",996,209,"Phasianidae","Galliformes","AVIBASE-1F5998BC",5,2,3,0,4,36.1,21.9,11.8,12,54.7,179.2,39.4,140.6,21.8,69.4,746.7,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",3.13,6.35,5.36,116.04,1884.63,22728242,3,1,1,0,0,0,0,1,0,1,0,0,0,0,-3.274881916,2.113864427,0.08326541
"105","Melanoperdix niger","Black Partridge",976,210,"Phasianidae","Galliformes","AVIBASE-7B454390",6,3,3,0,4,20.4,9.9,7,10.6,43.3,133.8,34.9,96.4,26.6,57.3,280,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-5.95,7.04,0.59,107.89,1098110.81,22678934,3,1,1,0,0,0,0,1,0,1,0,0,0,0,3.09273311,1.132990532,-0.103059114
"106","Caloperdix oculeus","Ferruginous Partridge",950,212,"Phasianidae","Galliformes","AVIBASE-E0593077",5,2,3,0,4,24.8,10.2,5.2,6.1,39.8,141.6,35.2,104,25.4,58.6,209,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-5.95,15.71,3.48,105.25,534135.67,22679094,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2.37203644,0.840535181,-0.071047412
"107","Afropavo congensis","Congo Peafowl",934,216,"Phasianidae","Galliformes","AVIBASE-E9125492",5,2,3,0,4,37.6,16.3,9.1,9.4,95,297.2,30.1,268.1,10.1,159.8,1273.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Invertivore","Terrestrial",-5,2.21,-1.2,24.24,697505.34,22679430,3,1,1,0,0,1,0,1,1,0,0,0,0,0,2.63889674,2.647882259,0.567545009
"108","Pavo muticus","Green Peafowl",979,218,"Phasianidae","Galliformes","AVIBASE-990B9171",5,2,3,0,4,45.8,20.6,13.8,12,150,465.8,101.7,358.6,22,500.8,2205.7,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Terrestrial",-8.78,26.06,16.26,100.99,1114252.33,22679440,4,1,1,0,1,0,0,1,1,0,0,0,0,0,3.10732547,3.197001127,1.259490268
"109","Argusianus argus","Great Argus",948,219,"Phasianidae","Galliformes","AVIBASE-F9F6A725",9,4,5,0,6,40.8,17.3,8.3,11.1,90.9,384.2,29,355.2,8,715.8,1959.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Terrestrial",-5.95,10.66,1.09,108.39,1354529.31,22725006,3,1,1,0,0,0,0,1,0,0,0,0,1,0,3.30259587,3.07884966,0.924598612
"110","Rheinardia ocellata","Vietnamese Crested Argus",995,220,"Phasianidae","Galliformes","AVIBASE-77CB201D",5,2,3,0,4,40.1,16.1,8.7,11.3,84.7,335.6,37.3,288.7,11.5,812.8,1500,"Updated_literature","Madge et al. (2002)","NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",4.47,18.9,15.43,107.06,54321.45,200035703,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0.08630575,2.811421316,0.725141082
"111","Polyplectron napoleonis","Palawan Peacock-pheasant",985,221,"Phasianidae","Galliformes","AVIBASE-A71A69A5",5,2,3,0,4,26,11.5,6.7,7.1,59.8,178.8,33,142.3,18.7,165.2,374.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",8.33,11.43,9.73,118.56,11489.35,22679398,3,1,0,0,0,1,0,1,0,0,0,0,0,0,-1.467192912,1.424326635,0.081623784
"112","Polyplectron malacense","Malay Peacock-pheasant",984,222,"Phasianidae","Galliformes","AVIBASE-DBFC1B0C",5,2,2,1,4,26.7,12.6,6.9,7.7,64.2,192.6,38.6,152.9,20.2,191.4,608,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",1.25,6.43,4.13,102.13,116752.23,22679385,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0.85144057,1.908375811,0.138259873
"113","Polyplectron schleiermacheri","Bornean Peacock-pheasant",986,223,"Phasianidae","Galliformes","AVIBASE-2F560EC7",6,2,4,0,3,27,12.7,7.6,6.9,57.9,187,24.4,155.6,13.7,188.3,608,"Inferred",NA,"YES","Body Mass","Polyplectron malacense","Woodland",1,1,"Omnivore","Omnivore","Terrestrial",-3.81,6.5,1.7,114.83,187855.93,22679393,4,1,1,0,0,0,0,1,0,1,0,0,0,0,1.32706191,1.908375811,0.115277112
"114","Polyplectron germaini","Germain's Peacock-pheasant",981,224,"Phasianidae","Galliformes","AVIBASE-9BB6A6B4",5,2,3,0,4,23.6,11.6,6.3,6.8,60.2,190.6,39.1,147.4,21,241.2,450,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",11.13,13.89,12.1,108.29,38584.9,22679372,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.25575242,1.607448512,0.130051744
"115","Polyplectron katsumatae","Hainan Peacock-pheasant",983,225,"Phasianidae","Galliformes","AVIBASE-F6DD2F7E",4,2,2,0,4,24.3,10.4,5.5,6.7,56,162.2,28.4,133.8,17.6,173,467.8,"Dunning",NA,"NO",NA,NA,NA,1,1,"Herbivore","Omnivore","Terrestrial",18.42,19.32,18.88,109.43,2165.64,22734897,4,1,0,0,0,0,0,1,0,0,0,0,0,0,-3.135897501,1.646241783,0.013496315
"116","Polyplectron inopinatum","Mountain Peacock-pheasant",982,227,"Phasianidae","Galliformes","AVIBASE-B79C272A",4,2,2,0,4,24.3,11.8,6.3,7,65.2,186,30.6,155.4,16.6,271.2,497.5,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Omnivore","Invertivore","Terrestrial",2.75,5.8,4.53,101.65,12687.59,22679365,3,1,1,0,1,0,1,0,0,0,0,0,1,0,-1.367989081,1.707796486,0.111173048
"117","Coturnix japonica","Japanese Quail",954,231,"Phasianidae","Galliformes","AVIBASE-110CF425",5,2,3,0,4,14.6,7.7,4.6,5.2,24.3,97,38,58.5,39.4,35.4,94.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Omnivore","Terrestrial",26.61,57.36,49.71,124.3,3249717.59,22678949,2,0,1,0,0,0,0,1,0,0,0,0,0,0,4.17770995,0.049970338,-0.254088684
